时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,射程,范围,射速,剩余弹药,武器发射,航炮发射
355.7,0.053149,0.04461,11531.18017,92.228649,-5.87109,0,742.481305,0,324.556986,0,1,2,30,100,,0,0
355.8,0.053872,0.044582,11522.88862,92.228723,-5.880937,-0.000001,744.890238,-0.000636,316.910928,0,1,2,30,100,,0,0
355.9,0.054594,0.044553,11514.59158,92.228821,-5.890799,0,747.226382,0,309.237175,0,1,2,30,100,,0,0
356,0.055316,0.044525,11506.2891,92.228919,-5.900603,0.000001,749.466619,0.00064,301.592726,0,1,2,30,100,,0,0
356.093906,0.055993,0.044499,11498.48821,92.229026,-5.909049,0,751.275872,0,294.972745,0,1,2,30,100,,0,0
356.2,0.056757,0.044469,11489.67031,92.229147,-5.918542,0,753.236229,0,287.520417,0,1,2,30,100,,0,0
356.3,0.057476,0.044441,11481.35472,92.22926,-5.927436,0,755.002212,0,280.527237,0,1,2,30,100,,0,0
356.4,0.058195,0.044413,11473.03511,92.229374,-5.936279,0.000001,756.690521,0.000646,273.563431,0,1,2,30,100,,0,0
356.5,0.058913,0.044385,11464.71156,92.229488,-5.945074,0,758.302284,0,266.629561,0,1,2,30,100,,0,0
356.593907,0.059587,0.044359,11456.89171,92.229595,-5.953285,0.000001,759.746725,0.000917,260.147215,0,1,2,30,100,,0,0
356.7,0.060347,0.04433,11448.05303,92.229716,-5.962515,0,761.300702,0,252.853582,0,1,2,30,100,,0,0
356.8,0.061063,0.044302,11439.71821,92.22983,-5.971162,0,762.689512,0,246.012662,0,1,2,30,100,,0,0
356.9,0.061778,0.044274,11431.37979,92.229944,-5.979762,0,764.006207,0,239.203699,0,1,2,30,100,,0,0
357,0.062492,0.044246,11423.03787,92.230058,-5.988313,0.000001,765.25187,0.001132,232.427147,0,1,2,30,100,,0,0
357.1,0.063206,0.044218,11414.69196,92.230145,-5.997618,-0.000001,766.608026,-0.000926,225.070087,0,1,2,30,100,,0,0
357.2,0.063919,0.04419,11406.34161,92.230233,-6.006866,0,767.882247,0,217.750822,0,1,2,30,100,,0,0
357.3,0.064631,0.044163,11397.9869,92.23032,-6.01606,0.000001,769.07586,0.000929,210.469922,0,1,2,30,100,,0,0
357.4,0.065342,0.044135,11389.62793,92.230408,-6.025198,0,770.190181,0,203.227933,0,1,2,30,100,,0,0
357.5,0.066053,0.044107,11381.2648,92.230496,-6.034282,0,771.226516,0,196.025375,0,1,2,30,100,,0,0
357.593906,0.06672,0.044081,11373.40756,92.230579,-6.042762,0.000001,772.129526,0.000932,189.299449,0,1,2,30,100,,0,0
357.7,0.067472,0.044052,11364.5264,92.230673,-6.052289,0,773.070432,0,181.740303,0,1,2,30,100,,0,0
357.8,0.068181,0.044024,11356.15132,92.230761,-6.061212,0,773.88052,0,174.658903,0,1,2,30,100,,0,0
357.9,0.068889,0.043997,11347.7724,92.230842,-6.070123,0.000001,774.624606,0.000935,167.586996,0,1,2,30,100,,0,0
358,0.069596,0.043969,11339.38972,92.230922,-6.078981,0,775.296424,0,160.556976,0,1,2,30,100,,0,0
358.093907,0.070259,0.043944,11331.51502,92.231034,-6.086423,0,775.734815,0,154.635887,0,1,2,30,100,,0,0
358.2,0.071008,0.043914,11322.61581,92.231161,-6.09479,0,776.170304,0,147.982123,0,1,2,30,100,,0,0
358.3,0.071713,0.043887,11314.22534,92.23128,-6.10263,0,776.522968,0,141.749213,0,1,2,30,100,,0,0
358.4,0.072417,0.043859,11305.83263,92.231399,-6.110428,0,776.820685,0,135.552839,0,1,2,30,100,,0,0
358.5,0.07312,0.043832,11297.43774,92.231519,-6.118184,0,777.064362,0,129.393172,0,1,2,30,100,,0,0
358.593907,0.07378,0.043806,11289.55248,92.231631,-6.125428,0.000001,777.244631,0.000664,123.643511,0,1,2,30,100,,0,0
358.7,0.074525,0.043777,11280.64172,92.231758,-6.133572,0,777.393192,0,117.184407,0,1,2,30,100,,0,0
358.8,0.075226,0.04375,11272.24072,92.231877,-6.141204,0.000001,777.480086,0.000939,111.135737,0,1,2,30,100,,0,0
358.9,0.075927,0.043723,11263.83783,92.231997,-6.148795,0,777.516442,0,105.124312,0,1,2,30,100,,0,0
359,0.076627,0.043695,11255.43311,92.232117,-6.156346,0,777.503103,0,99.150236,0,1,2,30,100,,0,0
359.1,0.077326,0.043668,11247.026,92.232195,-6.164796,0,777.52818,0,92.483903,0,1,2,30,100,,0,0
359.2,0.078024,0.043641,11238.61591,92.232273,-6.173195,0,777.492611,0,85.863265,0,1,2,30,100,,0,0
359.3,0.078722,0.043614,11230.20296,92.232352,-6.181545,0,777.397536,0,79.288504,0,1,2,30,100,,0,0
359.4,0.079419,0.043587,11221.7872,92.232431,-6.189845,0.000001,777.244079,0.000664,72.759782,0,1,2,30,100,,0,0
359.5,0.080116,0.043559,11213.36873,92.23251,-6.198096,0,777.033351,0,66.277249,0,1,2,30,100,,0,0
359.55,0.080463,0.043546,11209.1585,92.23255,-6.202196,0.000001,776.906478,0.000938,63.058913,0,1,2,30,100,,0,0
359.6,0.080811,0.043532,11204.94763,92.23259,-6.206284,-0.000001,776.765749,-0.000663,59.852105,0,1,2,30,100,,0,0
359.7,0.081506,0.043505,11196.52399,92.232671,-6.214439,0,776.443862,0,53.462139,0,1,2,30,100,,0,0
359.8,0.0822,0.043478,11188.09787,92.232751,-6.222545,0,776.067951,0,47.118703,0,1,2,30,100,,0,0
359.9,0.082894,0.043451,11179.6694,92.232782,-6.230536,0,775.636314,0,40.874123,0,1,2,30,100,,0,0
360,0.083586,0.043424,11171.23871,92.232814,-6.238481,0.000001,775.153609,0.000662,34.675764,0,1,2,30,100,,0,0
360.093904,0.084236,0.043399,11163.32049,92.232936,-6.245035,0.000001,774.62937,0.001146,29.566979,0,1,2,30,100,,0,0
360.2,0.08497,0.04337,11154.37341,92.233073,-6.252404,0,773.996516,0,23.831988,0,1,2,30,100,,0,0
360.3,0.08566,0.043343,11145.93954,92.233203,-6.259313,0,773.361275,0,18.465561,0,1,2,30,100,,0,0
360.4,0.08635,0.043316,11137.50495,92.233333,-6.266187,0,772.689141,0,13.135998,0,1,2,30,100,,0,0
360.5,0.08704,0.043289,11129.06968,92.233463,-6.273026,-0.000001,771.980782,-0.000659,7.843243,0,1,2,30,100,,0,0
360.593899,0.087686,0.043264,11121.14853,92.233585,-6.279415,0,771.283265,0,2.907796,0,1,2,30,100,,0,0
360.7,0.088416,0.043236,11112.19735,92.233723,-6.286602,0.000001,770.458,0.000658,-2.632231,0,1,2,30,100,,0,0
360.8,0.089103,0.043209,11103.7604,92.233853,-6.293339,0,769.644864,0,-7.814966,0,1,2,30,100,,0,0
360.9,0.08979,0.043182,11095.323,92.233983,-6.300043,0,768.798071,0,-12.961188,0,1,2,30,100,,0,0
361,0.090475,0.043155,11086.88521,92.234113,-6.306713,0,767.918241,0,-18.070985,0,1,2,30,100,,0,0
361.1,0.09116,0.043129,11078.44642,92.234137,-6.314336,0,766.982954,0,-23.899567,0,1,2,30,100,,0,0
361.2,0.091845,0.043102,11070.00603,92.234163,-6.321914,0.000001,766.005546,0.001133,-29.680978,0,1,2,30,100,,0,0
361.3,0.092528,0.043075,11061.56413,92.234189,-6.329448,0.000001,764.986919,0.000653,-35.41529,0,1,2,30,100,,0,0
361.4,0.093211,0.043049,11053.12078,92.234216,-6.336938,-0.000001,763.927962,-0.000922,-41.102589,0,1,2,30,100,,0,0
361.5,0.093893,0.043022,11044.67605,92.234244,-6.344385,0,762.829551,0,-46.742968,0,1,2,30,100,,0,0
361.55,0.094234,0.043009,11040.45319,92.234258,-6.348085,0,762.266214,0,-49.540751,0,1,2,30,100,,0,0
361.6,0.094575,0.042995,11036.23001,92.234273,-6.351776,0,761.693367,0,-52.326909,0,1,2,30,100,,0,0
361.7,0.095256,0.042969,11027.78274,92.234303,-6.359137,0,760.518679,0,-57.87395,0,1,2,30,100,,0,0
361.8,0.095936,0.042942,11019.3343,92.234334,-6.366456,0,759.307082,0,-63.374407,0,1,2,30,100,,0,0
361.9,0.096615,0.042916,11010.8847,92.234428,-6.3738,0,758.054739,0,-68.879805,0,1,2,30,100,,0,0
362,0.097294,0.042889,11002.43397,92.234522,-6.381103,0.000001,756.766433,0.001119,-74.33822,0,1,2,30,100,,0,0
362.093907,0.097931,0.042865,10994.49787,92.234661,-6.386881,0,755.60672,0,-78.635291,0,1,2,30,100,,0,0
362.2,0.098649,0.042836,10985.53231,92.234819,-6.393382,0.000001,754.270234,0.000911,-83.456131,0,1,2,30,100,,0,0
362.3,0.099326,0.04281,10977.0822,92.234967,-6.39948,0,752.985795,0,-87.964836,0,1,2,30,100,,0,0
362.4,0.100002,0.042784,10968.63263,92.235115,-6.40555,0,751.677738,0,-92.440291,0,1,2,30,100,,0,0
362.5,0.100677,0.042757,10960.18365,92.235264,-6.411592,0,750.346588,0,-96.882669,0,1,2,30,100,,0,0
362.593906,0.101311,0.042733,10952.25016,92.235403,-6.417241,0,749.076127,0,-101.02363,0,1,2,30,100,,0,0
362.7,0.102026,0.042705,10943.28761,92.235561,-6.423596,0,747.61699,0,-105.668994,0,1,2,30,100,,0,0
362.8,0.102699,0.042678,10934.84064,92.235709,-6.429558,-0.000001,746.219416,-0.000637,-110.013181,0,1,2,30,100,,0,0
362.9,0.103371,0.042652,10926.39442,92.235858,-6.435494,0,744.800547,0,-114.324981,0,1,2,30,100,,0,0
363,0.104043,0.042626,10917.94898,92.236007,-6.441404,0,743.360791,0,-118.604572,0,1,2,30,100,,0,0
363.066667,0.104491,0.042608,10912.31883,92.236035,-6.446072,0,742.299313,0,-121.99133,0,1,2,30,100,,0,0
363.133333,0.104938,0.042591,10906.68841,92.236063,-6.450716,-0.000001,741.225787,-0.000633,-125.353326,0,1,2,30,100,,0,0
363.2,0.105385,0.042574,10901.05776,92.236091,-6.455343,-0.000001,740.139724,-0.000632,-128.695009,0,1,2,30,100,,0,0
363.266667,0.105831,0.042556,10895.42687,92.23612,-6.459961,0.000001,739.040203,0.001093,-132.022773,0,1,2,30,100,,0,0
363.333333,0.106278,0.042539,10889.79578,92.236149,-6.464563,0,737.928331,0,-135.331263,0,1,2,30,100,,0,0
363.4,0.106724,0.042521,10884.16448,92.236179,-6.469148,0.000001,736.804483,0.00089,-138.619563,0,1,2,30,100,,0,0
363.466667,0.107169,0.042504,10878.53301,92.236209,-6.473716,-0.000001,735.668674,-0.000888,-141.888716,0,1,2,30,100,,0,0
363.533333,0.107615,0.042486,10872.90137,92.236239,-6.478269,0,734.521091,0,-145.138781,0,1,2,30,100,,0,0
363.593905,0.108019,0.042471,10867.78452,92.236268,-6.482389,0.000001,733.468692,0.000886,-148.073717,0,1,2,30,100,,0,0
363.666667,0.108505,0.042452,10861.63768,92.236302,-6.487316,0.000001,732.192939,0.000625,-151.574143,0,1,2,30,100,,0,0
363.733333,0.108949,0.042434,10856.00565,92.236334,-6.49182,0,731.011357,0,-154.766434,0,1,2,30,100,,0,0
363.8,0.109393,0.042417,10850.37353,92.236367,-6.496307,0,729.818949,0,-157.938908,0,1,2,30,100,,0,0
363.866667,0.109837,0.0424,10844.74133,92.236399,-6.500779,0,728.615683,0,-161.092626,0,1,2,30,100,,0,0
363.933333,0.110281,0.042382,10839.10906,92.236433,-6.505214,0,727.405193,0,-164.212328,0,1,2,30,100,,0,0
364,0.110724,0.042365,10833.47677,92.236467,-6.509633,0,726.18453,0,-167.312559,0,1,2,30,100,,0,0
364.066667,0.111167,0.042348,10827.84445,92.236501,-6.514058,0,724.950006,0,-170.40986,0,1,2,30,100,,0,0
364.133333,0.11161,0.04233,10822.21211,92.236529,-6.51846,0,723.706679,0,-173.482978,0,1,2,30,100,,0,0
364.2,0.112052,0.042313,10816.57977,92.236558,-6.522846,-0.000001,722.453634,-0.000617,-176.536734,0,1,2,30,100,,0,0
364.266667,0.112494,0.042296,10810.94744,92.236587,-6.527225,0.000001,721.189365,0.000616,-179.577958,0,1,2,30,100,,0,0
364.333333,0.112936,0.042279,10805.31514,92.236617,-6.531589,-0.000001,719.915426,-0.000615,-182.600911,0,1,2,30,100,,0,0
364.4,0.113377,0.042261,10799.68289,92.236647,-6.535937,-0.000001,718.632237,-0.000614,-185.604654,0,1,2,30,100,,0,0
364.466667,0.113818,0.042244,10794.05068,92.236678,-6.54027,-0.000001,717.339702,-0.000612,-188.590277,0,1,2,30,100,,0,0
364.533333,0.114259,0.042227,10788.41855,92.236709,-6.544589,0,716.037978,0,-191.55785,0,1,2,30,100,,0,0
364.593906,0.11466,0.042211,10783.30136,92.236738,-6.548498,0.000001,714.847823,0.00061,-194.237105,0,1,2,30,100,,0,0
364.666667,0.11514,0.042193,10777.15456,92.236773,-6.553171,0,713.409858,0,-197.430874,0,1,2,30,100,,0,0
364.733333,0.11558,0.042175,10771.52273,92.236805,-6.557445,0,712.081774,0,-200.343829,0,1,2,30,100,,0,0
364.8,0.11602,0.042158,10765.89103,92.236839,-6.561703,0,710.745402,0,-203.238012,0,1,2,30,100,,0,0
364.866667,0.116459,0.042141,10760.25948,92.236872,-6.565948,0,709.400605,0,-206.114528,0,1,2,30,100,,0,0
364.933333,0.116898,0.042124,10754.62808,92.236906,-6.570178,0.000001,708.047526,0.000855,-208.973452,0,1,2,30,100,,0,0
365,0.117337,0.042107,10748.99686,92.236941,-6.574393,0,706.686616,0,-211.813828,0,1,2,30,100,,0,0
365.066667,0.117775,0.04209,10743.36582,92.236976,-6.578594,0,705.317713,0,-214.636772,0,1,2,30,100,,0,0
365.133333,0.118214,0.042072,10737.73498,92.237011,-6.582772,0,703.942845,0,-217.436246,0,1,2,30,100,,0,0
365.2,0.118652,0.042055,10732.10437,92.237045,-6.586935,0.000001,702.560619,0.0006,-220.217467,0,1,2,30,100,,0,0
365.266667,0.119089,0.042038,10726.47398,92.237081,-6.591094,-0.000001,701.168892,-0.000599,-222.98773,0,1,2,30,100,,0,0
365.333333,0.119526,0.042021,10720.84384,92.237116,-6.595239,0,699.769722,0,-225.740872,0,1,2,30,100,,0,0
365.4,0.119963,0.042004,10715.21395,92.237153,-6.599369,0,698.363581,0,-228.475927,0,1,2,30,100,,0,0
365.466667,0.1204,0.041987,10709.58433,92.237189,-6.603485,0,696.950265,0,-231.194028,0,1,2,30,100,,0,0
365.533333,0.120836,0.04197,10703.95499,92.237227,-6.607589,0.000001,695.529901,0.000594,-233.895249,0,1,2,30,100,,0,0
365.593907,0.121233,0.041955,10698.84044,92.237261,-6.611303,0,694.233855,0,-236.333588,0,1,2,30,100,,0,0
365.666667,0.121708,0.041936,10692.69722,92.237303,-6.615743,0,692.671575,0,-239.238551,0,1,2,30,100,,0,0
365.733333,0.122144,0.041919,10687.06881,92.237342,-6.619806,0,691.231182,0,-241.888683,0,1,2,30,100,,0,0
365.8,0.122579,0.041902,10681.44073,92.237381,-6.623854,0,689.784615,0,-244.521201,0,1,2,30,100,,0,0
365.866667,0.123014,0.041885,10675.81301,92.237421,-6.627889,-0.000001,688.331626,-0.000588,-247.137254,0,1,2,30,100,,0,0
365.933333,0.123449,0.041868,10670.18565,92.237461,-6.631886,0.000001,686.878756,0.000586,-249.719238,0,1,2,30,100,,0,0
366,0.123883,0.041851,10664.55868,92.237502,-6.635868,-0.000001,685.420177,-0.000585,-252.284046,0,1,2,30,100,,0,0
366.066667,0.124317,0.041834,10658.93212,92.237544,-6.639865,-0.000001,683.948957,-0.000584,-254.850685,0,1,2,30,100,,0,0
366.133333,0.124751,0.041817,10653.30595,92.237587,-6.643839,0,682.474248,0,-257.394596,0,1,2,30,100,,0,0
366.2,0.125184,0.0418,10647.6802,92.23763,-6.647799,-0.000001,680.994119,-0.000581,-259.921441,0,1,2,30,100,,0,0
366.266667,0.125617,0.041783,10642.05488,92.237674,-6.651757,0,679.505713,0,-262.439025,0,1,2,30,100,,0,0
366.333333,0.12605,0.041766,10636.42999,92.237718,-6.655702,0.000001,678.011669,0.000579,-264.940708,0,1,2,30,100,,0,0
366.4,0.126483,0.041749,10630.80554,92.237763,-6.659634,0.000001,676.512522,0.000578,-267.425492,0,1,2,30,100,,0,0
366.466667,0.126915,0.041733,10625.18155,92.237809,-6.663553,0,675.007953,0,-269.894548,0,1,2,30,100,,0,0
366.533333,0.127347,0.041716,10619.55804,92.237855,-6.66746,0.000001,673.498068,0.000575,-272.347954,0,1,2,30,100,,0,0
366.593905,0.12774,0.0417,10614.44903,92.237897,-6.670998,0,672.122273,0,-274.562181,0,1,2,30,100,,0,0
366.666667,0.12821,0.041682,10608.31247,92.237949,-6.675225,0,670.466649,0,-277.198706,0,1,2,30,100,,0,0
366.733333,0.128642,0.041665,10602.69047,92.237996,-6.679039,-0.000001,668.957592,-0.000571,-279.567029,0,1,2,30,100,,0,0
366.8,0.129072,0.041648,10597.06903,92.238044,-6.68284,0,667.444237,0,-281.91938,0,1,2,30,100,,0,0
366.866667,0.129503,0.041631,10591.44815,92.238093,-6.686687,0,665.909974,0,-284.295009,0,1,2,30,100,,0,0
366.933333,0.129933,0.041615,10585.8278,92.238142,-6.690522,0,664.370985,0,-286.65548,0,1,2,30,100,,0,0
367,0.130363,0.041598,10580.208,92.238192,-6.694345,0,662.827845,0,-288.999772,0,1,2,30,100,,0,0
367.066667,0.130793,0.041581,10574.58877,92.238242,-6.698156,-0.000001,661.280167,-0.000565,-291.329081,0,1,2,30,100,,0,0
367.133333,0.131222,0.041564,10568.97011,92.238291,-6.701944,0,659.731202,0,-293.636386,0,1,2,30,100,,0,0
367.2,0.131651,0.041547,10563.35205,92.238341,-6.70572,0,658.178404,0,-295.927842,0,1,2,30,100,,0,0
367.266667,0.13208,0.041531,10557.73459,92.238391,-6.709496,-0.000001,656.61811,-0.000561,-298.211825,0,1,2,30,100,,0,0
367.333333,0.132509,0.041514,10552.11775,92.238441,-6.713205,0,655.070386,0,-300.444615,0,1,2,30,100,,0,0
367.4,0.132937,0.041497,10546.50158,92.238492,-6.716902,0,653.519209,0,-302.662154,0,1,2,30,100,,0,0
367.466667,0.133365,0.04148,10540.88606,92.238544,-6.720644,0,651.946883,0,-304.902579,0,1,2,30,100,,0,0
367.533333,0.133792,0.041464,10535.27117,92.238597,-6.724376,0,650.370624,0,-307.128589,0,1,2,30,100,,0,0
367.593906,0.134181,0.041449,10530.17006,92.238645,-6.727756,0,648.935771,0,-309.137326,0,1,2,30,100,,0,0
367.666667,0.134647,0.04143,10524.04336,92.238703,-6.731792,-0.000001,647.211501,-0.000553,-311.52756,0,1,2,30,100,,0,0
367.733333,0.135074,0.041414,10518.43046,92.238757,-6.735491,0.000001,645.624437,0.000551,-313.709848,0,1,2,30,100,,0,0
367.8,0.1355,0.041397,10512.81823,92.238811,-6.739177,0,644.034315,0,-315.876917,0,1,2,30,100,,0,0
367.866667,0.135926,0.04138,10507.2067,92.238867,-6.742852,0,642.440658,0,-318.029996,0,1,2,30,100,,0,0
367.926061,0.136306,0.041365,10502.20789,92.238916,-6.746089,0,641.02732,0,-319.917694,0,1,2,30,100,,0,0
368,0.136778,0.041347,10495.98579,92.238979,-6.750107,0,639.264225,0,-322.252435,0,1,2,30,100,,0,0
368.066667,0.137203,0.04133,10490.37643,92.239036,-6.753751,0,637.660794,0,-324.363625,0,1,2,30,100,,0,0
368.133333,0.137628,0.041314,10484.76781,92.239072,-6.757372,0,636.058065,0,-326.453451,0,1,2,30,100,,0,0
368.2,0.138053,0.041297,10479.15994,92.23911,-6.760982,0.000001,634.452776,0.000542,-328.528632,0,1,2,30,100,,0,0
368.266667,0.138478,0.041281,10473.55282,92.239149,-6.764595,0,632.840339,0,-330.598192,0,1,2,30,100,,0,0
368.333333,0.138902,0.041264,10467.94645,92.239188,-6.768197,-0.000001,631.224864,-0.000539,-332.654329,0,1,2,30,100,,0,0
368.4,0.139326,0.041247,10462.34086,92.239228,-6.771788,0,629.607032,0,-334.695961,0,1,2,30,100,,0,0
368.466667,0.139749,0.041231,10456.73604,92.239268,-6.775369,-0.000001,627.986294,-0.000536,-336.724341,0,1,2,30,100,,0,0
368.533333,0.140173,0.041214,10451.132,92.239309,-6.778941,-0.000001,626.362715,-0.000535,-338.739546,0,1,2,30,100,,0,0
368.593905,0.140557,0.041199,10446.04104,92.239348,-6.782175,0,624.885934,0,-340.557766,0,1,2,30,100,,0,0
368.666667,0.141019,0.041181,10439.92633,92.239394,-6.786038,0.000001,623.113276,0.000532,-342.71982,0,1,2,30,100,,0,0
368.733333,0.141441,0.041165,10434.32472,92.239438,-6.789579,-0.000001,621.482131,-0.000531,-344.694984,0,1,2,30,100,,0,0
368.8,0.141863,0.041148,10428.72393,92.239482,-6.793109,0,619.849046,0,-346.656116,0,1,2,30,100,,0,0
368.866667,0.142285,0.041132,10423.12397,92.239527,-6.79663,0,618.213423,0,-348.604487,0,1,2,30,100,,0,0
368.933333,0.142707,0.041115,10417.52485,92.239573,-6.800142,0.000001,616.575318,0.000744,-350.540171,0,1,2,30,100,,0,0
369,0.143128,0.041099,10411.92659,92.239619,-6.803643,0,614.935467,0,-352.462057,0,1,2,30,100,,0,0
369.066667,0.143549,0.041082,10406.32918,92.239666,-6.807134,0,613.293246,0,-354.371424,0,1,2,30,100,,0,0
369.133333,0.14397,0.041066,10400.73264,92.239713,-6.810603,0,611.653587,0,-356.259969,0,1,2,30,100,,0,0
369.2,0.144391,0.041049,10395.13699,92.239761,-6.814062,0,610.012379,0,-358.135058,0,1,2,30,100,,0,0
369.266667,0.144811,0.041033,10389.54222,92.239809,-6.817525,0,608.363955,0,-360.006461,0,1,2,30,100,,0,0
369.333333,0.145231,0.041016,10383.94838,92.239858,-6.820909,0.000001,606.739137,0.000733,-361.822432,0,1,2,30,100,,0,0
369.4,0.145651,0.041,10378.3555,92.239908,-6.824282,0.000001,605.112983,0.000517,-363.625642,0,1,2,30,100,,0,0
369.466667,0.14607,0.040984,10372.76355,92.239958,-6.82772,0,603.45833,0,-365.461136,0,1,2,30,100,,0,0
369.533333,0.146489,0.040967,10367.17252,92.24001,-6.83115,0.000002,601.801658,0.001028,-367.284642,0,1,2,30,100,,0,0
369.593906,0.14687,0.040952,10362.0934,92.240057,-6.834257,0,600.295581,0,-368.929744,0,1,2,30,100,,0,0
369.666667,0.147327,0.040935,10355.99323,92.240115,-6.837964,0,598.489762,0,-370.884152,0,1,2,30,100,,0,0
369.733333,0.147745,0.040918,10350.40501,92.240169,-6.841367,0.000001,596.827971,0.00051,-372.671131,0,1,2,30,100,,0,0
369.8,0.148163,0.040902,10344.81773,92.240223,-6.84476,-0.000001,595.165103,-0.000508,-374.445196,0,1,2,30,100,,0,0
369.866667,0.148581,0.040885,10339.2314,92.240278,-6.848144,0,593.500429,0,-376.207666,0,1,2,30,100,,0,0
369.926061,0.148952,0.040871,10334.25527,92.240328,-6.851115,-0.000001,592.03004,-0.000505,-377.74596,0,1,2,30,100,,0,0
370,0.149415,0.040853,10328.06171,92.240391,-6.854805,-0.000001,590.197972,-0.000504,-379.648107,0,1,2,30,100,,0,0
370.066667,0.149832,0.040836,10322.47836,92.240449,-6.858165,0,588.528512,0,-381.375988,0,1,2,30,100,,0,0
370.133333,0.150249,0.04082,10316.896,92.240516,-6.861501,0,586.8634,0,-383.083377,0,1,2,30,100,,0,0
370.2,0.150665,0.040804,10311.31464,92.240584,-6.864828,0.000001,585.197502,0.0005,-384.778412,0,1,2,30,100,,0,0
370.266667,0.151081,0.040788,10305.73429,92.240653,-6.868163,0,583.523873,0,-386.471738,0,1,2,30,100,,0,0
370.333333,0.151497,0.040771,10300.15495,92.240723,-6.871491,0,581.848707,0,-388.153986,0,1,2,30,100,,0,0
370.4,0.151912,0.040755,10294.57662,92.240793,-6.874809,0,580.172886,0,-389.823965,0,1,2,30,100,,0,0
370.466667,0.152327,0.040739,10288.99931,92.240864,-6.87812,0,578.495597,0,-391.483025,0,1,2,30,100,,0,0
370.533333,0.152742,0.040723,10283.42303,92.240936,-6.881423,0,576.816872,0,-393.131235,0,1,2,30,100,,0,0
370.593907,0.153119,0.040708,10278.35733,92.241002,-6.884416,0,575.291334,0,-394.618063,0,1,2,30,100,,0,0
370.666667,0.153571,0.04069,10272.27359,92.241082,-6.887986,-0.000001,573.464161,-0.00049,-396.382473,0,1,2,30,100,,0,0
370.733333,0.153985,0.040674,10266.70044,92.241156,-6.891265,0,571.782092,0,-397.997528,0,1,2,30,100,,0,0
370.8,0.154399,0.040658,10261.12836,92.24123,-6.894536,0.000001,570.099613,0.000688,-399.600738,0,1,2,30,100,,0,0
370.866667,0.154813,0.040642,10255.55733,92.241306,-6.8978,0,568.41585,0,-401.193475,0,1,2,30,100,,0,0
370.933333,0.155226,0.040625,10249.98738,92.241382,-6.901057,-0.000001,566.730832,-0.000484,-402.775806,0,1,2,30,100,,0,0
371,0.155639,0.040609,10244.4185,92.241459,-6.904304,0,565.045514,0,-404.346499,0,1,2,30,100,,0,0
371.066667,0.156052,0.040593,10238.8507,92.241537,-6.907546,0,563.358993,0,-405.906941,0,1,2,30,100,,0,0
371.133333,0.156464,0.040577,10233.284,92.241614,-6.910762,0,561.678653,0,-407.44705,0,1,2,30,100,,0,0
371.2,0.156876,0.040561,10227.7184,92.241692,-6.91397,0,559.998106,0,-408.975878,0,1,2,30,100,,0,0
371.266667,0.157288,0.040545,10222.15392,92.241771,-6.917189,0,558.308858,0,-410.505107,0,1,2,30,100,,0,0
371.333333,0.1577,0.040529,10216.59058,92.24185,-6.920308,0,556.657337,0,-411.971873,0,1,2,30,100,,0,0
371.4,0.158111,0.040512,10211.02843,92.241931,-6.92342,-0.000001,555.005647,-0.000474,-413.428188,0,1,2,30,100,,0,0
371.466667,0.158522,0.040496,10205.46743,92.242012,-6.926622,0,553.312913,0,-414.928693,0,1,2,30,100,,0,0
371.533333,0.158933,0.04048,10199.90755,92.242094,-6.929817,0,551.619138,0,-416.419404,0,1,2,30,100,,0,0
371.593905,0.159306,0.040466,10194.85701,92.242169,-6.932713,0,550.080424,0,-417.763979,0,1,2,30,100,,0,0
371.666667,0.159754,0.040448,10188.7912,92.24226,-6.936165,0.000001,548.239393,0.000468,-419.357512,0,1,2,30,100,,0,0
371.733333,0.160164,0.040432,10183.23479,92.242345,-6.939232,0.000001,546.589037,0.00066,-420.758995,0,1,2,30,100,,0,0
371.8,0.160574,0.040416,10177.67961,92.24243,-6.942292,-0.000001,544.938648,-0.000465,-422.150509,0,1,2,30,100,,0,0
371.866667,0.160983,0.0404,10172.12562,92.242516,-6.945458,0,543.240367,0,-423.593559,0,1,2,30,100,,0,0
371.926061,0.161347,0.040386,10167.17847,92.242593,-6.948224,0,541.74781,0,-424.844179,0,1,2,30,100,,0,0
372,0.161801,0.040368,10161.0212,92.24269,-6.951659,0,539.889313,0,-426.390316,0,1,2,30,100,,0,0
372.066667,0.16221,0.040352,10155.47077,92.242779,-6.954808,0,538.188562,0,-427.805355,0,1,2,30,100,,0,0
372.133333,0.162618,0.040336,10149.92152,92.242891,-6.95793,-0.000001,536.495972,-0.000648,-429.199855,0,1,2,30,100,,0,0
372.2,0.163026,0.04032,10144.37346,92.243005,-6.961044,0,534.803594,0,-430.583987,0,1,2,30,100,,0,0
372.266667,0.163434,0.040304,10138.82659,92.243118,-6.964174,0,533.101019,0,-431.970703,0,1,2,30,100,,0,0
372.333333,0.163841,0.040288,10133.2809,92.243233,-6.967299,0,531.397596,0,-433.348389,0,1,2,30,100,,0,0
372.4,0.164249,0.040272,10127.7364,92.243348,-6.970416,-0.000001,529.694481,-0.000452,-434.715711,0,1,2,30,100,,0,0
372.466667,0.164656,0.040256,10122.19309,92.243464,-6.973528,0,527.990534,0,-436.074147,0,1,2,30,100,,0,0
