时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,射程,范围,射速,剩余弹药,武器发射,航炮发射
304,-0.421067,0.062686,9143.960594,92.114073,4.83674,0.017275,33.837731,0.584598,-270.75084,0,1,2,30,100,,0,0
304.1,-0.420815,0.062676,9144.081528,92.114126,0.493843,0.000001,253.893683,0.000217,136.679787,0,1,2,30,100,,0,0
304.2,-0.420549,0.062667,9144.478919,92.114182,1.044133,0,152.728436,0,262.671252,0,1,2,30,100,,0,0
304.3,-0.42027,0.062656,9145.211609,92.114242,1.650588,0,-25.454329,0,318.334064,0,1,2,30,100,,0,0
304.4,-0.419976,0.062645,9146.342827,92.114306,2.313022,0,-226.343596,0,246.782376,0,1,2,30,100,,0,0
304.5,-0.419669,0.062634,9147.920194,92.114373,2.963172,0,-344.970044,0,62.211437,0,1,2,30,100,,0,0
304.55,-0.41951,0.062628,9148.884921,92.114409,3.276779,0,-355.199042,0,-48.312564,0,1,2,30,100,,1,0
304.6,-0.419347,0.062622,9149.969199,92.114446,3.583159,-0.000001,-331.302885,0.0004,-156.605502,0,1,2,30,100,,1,0
304.7,-0.419012,0.06261,9152.502809,92.114521,4.17559,0,-195.608987,0,-328.706677,0,1,2,30,100,,1,0
304.8,-0.418662,0.062597,9155.539658,92.1146,4.742085,0,11.839217,0,-398.563918,0,1,2,30,100,,1,0
304.9,-0.418298,0.062583,9159.095781,92.114683,5.284323,0,224.702154,0,-349.078563,0,1,2,30,100,,1,0
305,-0.417919,0.062569,9163.186686,92.11477,5.803828,0,383.064133,0,-199.114529,0,1,2,30,100,,1,0
305.1,-0.417526,0.062555,9167.827372,92.114861,6.301984,0,448.38524,0,8.429837,0,1,2,30,100,,0,1
305.2,-0.417119,0.06254,9173.032354,92.114957,6.78005,0,409.096837,0,221.827918,0,1,2,30,100,,0,1
305.3,-0.416696,0.062524,9178.815672,92.115057,7.239177,0,278.265264,0,394.090694,0,1,2,30,100,,0,1
305.4,-0.416259,0.062508,9185.190892,92.115161,7.680418,0.000001,86.285575,0.000074,492.139505,0,1,2,30,100,,0,1
305.5,-0.415807,0.062491,9192.171142,92.11527,8.104738,0,-128.29014,0,500.845226,0,1,2,30,100,,0,1
305.593907,-0.415369,0.062475,9199.288468,92.115376,8.488526,0,-316.24492,0,429.623158,0,1,2,30,100,,0,1
305.7,-0.414857,0.062456,9207.997145,92.1155,8.906078,0.000001,-479.568849,-0.000409,273.755371,0,1,2,30,100,,0,1
305.8,-0.41436,0.062438,9216.867157,92.115621,9.284654,0.000001,-564.434862,-0.000482,79.612415,0,1,2,30,100,,0,1
305.9,-0.413847,0.062419,9226.390702,92.11575,9.649431,0,-573.213931,0,-130.985469,0,1,2,30,100,,0,1
306,-0.413319,0.0624,9236.57898,92.115884,10.001054,0,-508.217909,0,-330.270007,0,1,2,30,100,,0,1
306.1,-0.412775,0.062379,9247.442862,92.11602,10.340122,0,-380.564634,0,-494.983333,0,1,2,30,100,,0,1
306.2,-0.412215,0.062359,9258.99289,92.116161,10.667167,0.000001,-207.320454,-0.000177,-608.431463,0,1,2,30,100,,0,1
306.3,-0.41164,0.062337,9271.239281,92.116308,10.982694,0,-8.517917,0,-661.291253,0,1,2,30,100,,0,0
306.4,-0.411049,0.062316,9284.191941,92.116459,11.287171,0.000001,195.504303,0.000236,-651.350533,0,1,2,30,100,,0,0
306.5,-0.410442,0.062293,9297.860481,92.116615,11.581032,0.000001,386.21041,0.000466,-582.522277,0,1,2,30,100,,0,0
306.55,-0.410133,0.062282,9304.966687,92.116696,11.723801,0.000001,471.492831,0.000403,-528.739587,0,1,2,30,100,,0,0
306.6,-0.40982,0.06227,9312.255337,92.116779,11.86406,0,548.066761,0,-463.798972,0,1,2,30,100,,0,0
306.7,-0.40918,0.062247,9327.383333,92.116945,12.137863,0,670.492673,0,-306.291986,0,1,2,30,100,,0,0
306.8,-0.408525,0.062222,9343.254294,92.117116,12.402185,0,746.285901,0,-123.642303,0,1,2,30,100,,0,0
306.9,-0.407853,0.062198,9359.876706,92.117293,12.657356,0,772.722675,0,70.501378,0,1,2,30,100,,0,0
307,-0.407165,0.062172,9377.258792,92.117475,12.903684,0,750.729064,0,263.29306,0,1,2,30,100,,0,0
307.1,-0.406461,0.062146,9395.408502,92.117661,13.141438,0,684.202781,0,443.460164,0,1,2,30,100,,0,0
307.2,-0.405739,0.062119,9414.333532,92.117853,13.370906,0,579.229351,0,601.833997,0,1,2,30,100,,0,0
307.3,-0.405001,0.062092,9434.041337,92.11805,13.592339,0,443.326511,0,731.54758,0,1,2,30,100,,0,0
307.4,-0.404246,0.062064,9454.539127,92.118253,13.805974,0,284.739491,0,828.072635,0,1,2,30,100,,0,0
307.5,-0.403474,0.062036,9475.833866,92.118461,14.012035,0,111.83716,0,889.082539,0,1,2,30,100,,0,0
307.593908,-0.402733,0.062008,9496.563168,92.118662,14.198753,0,-56.341834,0,913.692646,0,1,2,30,100,,0,0
307.7,-0.401878,0.061977,9520.840818,92.118894,14.402266,0,-245.614136,0,904.694212,0,1,2,30,100,,0,0
307.8,-0.401054,0.061946,9544.565789,92.119119,14.586808,0,-416.548675,0,863.112404,0,1,2,30,100,,0,0
307.9,-0.400212,0.061915,9569.11318,92.119348,14.764544,0,-574.972471,0,792.950873,0,1,2,30,100,,0,0
308,-0.399353,0.061883,9594.488773,92.119584,14.935635,0,-716.821018,0,698.324636,0,1,2,30,100,,0,0
308.093906,-0.398529,0.061853,9619.076947,92.119811,15.090316,0.000001,-832.270094,-0.000711,591.214151,0,1,2,30,100,,0,0
308.2,-0.39758,0.061817,9647.746549,92.120073,15.258534,0,-940.161655,0,453.48852,0,1,2,30,100,,0,0
308.3,-0.396667,0.061784,9675.639183,92.120327,15.4106,0,-1018.855929,0,312.2281,0,1,2,30,100,,0,0
308.4,-0.395735,0.061749,9704.380859,92.120586,15.55659,0,-1075.175009,0,164.007289,0,1,2,30,100,,0,0
308.5,-0.394785,0.061714,9733.976205,92.120851,15.696627,-0.000001,-1109.713971,0.000947,12.580255,0,1,2,30,100,,0,0
308.593905,-0.393876,0.06168,9762.548784,92.121105,15.822722,0,-1123.345675,0,-129.482756,0,1,2,30,100,,0,0
308.7,-0.392829,0.061642,9795.745237,92.121399,15.959313,0,-1118.414095,0,-287.186287,0,1,2,30,100,,0,0
308.8,-0.391822,0.061604,9827.927066,92.121681,16.082163,0.000001,-1095.96411,-0.001323,-430.387617,0,1,2,30,100,,0,0
308.9,-0.390797,0.061566,9860.978772,92.12197,16.199487,-0.000001,-1058.276018,0.000904,-566.545329,0,1,2,30,100,,0,0
309,-0.389752,0.061528,9894.903825,92.122265,16.311379,0,-1007.452896,0,-694.299773,0,1,2,30,100,,0,0
309.093907,-0.388754,0.061491,9927.55974,92.122549,16.411471,0,-949.749484,0,-805.675401,0,1,2,30,100,,0,0
309.2,-0.387604,0.061448,9965.129031,92.123089,16.288448,0.000001,-1062.333958,-0.000907,-696.743339,0,1,2,30,100,,0,0
309.3,-0.386498,0.061407,10000.96808,92.123607,16.170509,0,-1158.215434,0,-577.51309,0,1,2,30,100,,0,0
309.4,-0.385371,0.061365,10037.21446,92.124133,16.05077,0,-1241.503653,0,-443.090709,0,1,2,30,100,,0,0
309.5,-0.384223,0.061323,10073.86044,92.124668,15.929237,0,-1309.683857,0,-294.623034,0,1,2,30,100,,0,0
309.55,-0.383641,0.061301,10092.33048,92.124941,15.867294,0,-1337.471377,0,-214.921963,0,1,2,30,100,,0,0
309.6,-0.383053,0.061279,10110.89721,92.125215,15.804904,0,-1360.48376,0,-132.301044,0,1,2,30,100,,0,0
309.7,-0.381861,0.061235,10148.3174,92.125766,15.679799,0.000001,-1391.007275,-0.00168,39.186863,0,1,2,30,100,,0,0
309.8,-0.380647,0.06119,10186.11245,92.126325,15.552916,0,-1399.455298,0,218.736856,0,1,2,30,100,,0,0
309.9,-0.379411,0.061144,10224.2736,92.126883,15.42426,0,-1383.941783,0,403.513813,0,1,2,30,100,,0,0
310,-0.378152,0.061097,10262.79185,92.12745,15.293838,0,-1342.926536,0,590.275402,0,1,2,30,100,,0,0
310.093906,-0.376958,0.061053,10299.00107,92.128,15.168395,0,-1257.775552,0,753.210778,0,1,2,30,100,,0,0
310.2,-0.375611,0.061003,10339.45874,92.128618,15.027398,0,-1136.301497,0,919.945251,0,1,2,30,100,,0,0
310.3,-0.374345,0.060956,10377.15466,92.129196,14.895474,0,-1002.820993,0,1058.684064,0,1,2,30,100,,0,0
310.4,-0.37308,0.060909,10414.43069,92.129769,14.764444,0.000001,-853.709834,-0.000729,1177.607252,0,1,2,30,100,,0,0
310.5,-0.371819,0.060862,10451.29141,92.130338,14.634302,0,-691.901148,0,1275.18706,0,1,2,30,100,,0,0
310.593907,-0.370636,0.060818,10485.53193,92.130868,14.512924,0,-531.148226,0,1346.379197,0,1,2,30,100,,0,0
310.7,-0.369303,0.060768,10523.78494,92.131462,14.376637,0,-342.383249,0,1402.316007,0,1,2,30,100,,0,0
310.8,-0.368049,0.060721,10559.42646,92.132018,14.249103,0,-160.842162,0,1430.901527,0,1,2,30,100,,0,0
310.9,-0.366797,0.060675,10594.67028,92.13257,14.122422,-0.000001,21.178603,-0.000018,1436.195245,0,1,2,30,100,,0,0
311,-0.365548,0.060628,10629.52065,92.133117,13.996585,0,200.766862,0,1418.687671,0,1,2,30,100,,0,0
311.093907,-0.364377,0.060585,10661.8929,92.133623,13.879169,0,364.74013,0,1382.226743,0,1,2,30,100,,0,0
311.2,-0.363056,0.060535,10698.05757,92.13419,13.74732,-0.000001,541.894843,-0.000654,1318.877882,0,1,2,30,100,,0,0
311.3,-0.361814,0.060489,10731.75214,92.13472,13.623926,0,698.419478,0,1239.162753,0,1,2,30,100,,0,0
311.4,-0.360574,0.060443,10765.06949,92.135247,13.501344,-0.000001,842.677599,-0.000719,1141.728965,0,1,2,30,100,,0,0
311.5,-0.359336,0.060397,10798.01355,92.135769,13.379568,0.000001,972.812871,0.000831,1028.460726,0,1,2,30,100,,0,0
311.55,-0.358718,0.060374,10814.34685,92.136028,13.319118,0,1031.949666,0,966.669191,0,1,2,30,100,,0,0
311.6,-0.358101,0.060351,10830.58849,92.136287,13.258865,0,1087.006543,0,901.712701,0,1,2,30,100,,0,0
311.7,-0.356868,0.060305,10862.79837,92.136802,13.138675,0,1184.49743,0,763.08154,0,1,2,30,100,,0,0
311.8,-0.355637,0.060259,10894.64643,92.137313,13.019268,0,1264.012709,0,615.111188,0,1,2,30,100,,0,0
311.9,-0.354409,0.060213,10926.13637,92.137849,12.900635,0,1324.856645,0,460.118477,0,1,2,30,100,,0,0
312,-0.353183,0.060167,10957.27185,92.138381,12.782772,0,1366.620921,0,300.442737,0,1,2,30,100,,0,0
312.093905,-0.352033,0.060124,10986.19005,92.138855,12.672861,0,1388.344707,0,148.406602,0,1,2,30,100,,0,0
312.2,-0.350737,0.060076,11018.49414,92.139388,12.549415,0,1392.690159,0,-23.616449,0,1,2,30,100,,0,0
312.3,-0.349517,0.06003,11048.58802,92.139886,12.433865,0,1377.567913,0,-183.612038,0,1,2,30,100,,0,0
312.4,-0.3483,0.059985,11078.34178,92.14038,12.319056,0.000001,1344.448449,0.001148,-339.451108,0,1,2,30,100,,0,0
312.5,-0.347085,0.059939,11107.75887,92.140872,12.204982,0,1294.18789,0,-489.188566,0,1,2,30,100,,0,0
312.593906,-0.345946,0.059897,11135.07997,92.14133,12.098551,0.000001,1232.337248,0.001052,-622.608288,0,1,2,30,100,,0,0
312.7,-0.344661,0.059849,11165.59669,92.141844,11.97901,0.000001,1146.616273,0.001696,-763.348784,0,1,2,30,100,,0,0
312.8,-0.343453,0.059804,11194.02399,92.142325,11.867101,0,1051.900197,0,-884.69013,0,1,2,30,100,,0,0
312.9,-0.342246,0.059758,11222.12796,92.142803,11.755902,0,945.178996,0,-993.79993,0,1,2,30,100,,0,0
313,-0.341042,0.059713,11249.9118,92.143277,11.645406,0,828.042563,0,-1089.617899,0,1,2,30,100,,0,0
313.093907,-0.339913,0.059671,11275.71398,92.143739,11.542255,0,710.018095,0,-1166.743272,0,1,2,30,100,,0,0
313.2,-0.33864,0.059623,11304.53161,92.144258,11.426389,0,569.089181,0,-1238.20839,0,1,2,30,100,,0,0
313.3,-0.337442,0.059579,11331.37364,92.144744,11.317912,0,430.780644,0,-1289.816952,0,1,2,30,100,,0,0
313.4,-0.336246,0.059534,11357.90786,92.145226,11.210114,0,288.903505,0,-1325.893653,0,1,2,30,100,,0,0
313.5,-0.335052,0.059489,11384.13726,92.145705,11.10299,0,145.1803,0,-1346.373751,0,1,2,30,100,,0,0
313.55,-0.334456,0.059467,11397.13861,92.145943,11.049791,0,73.307499,0,-1350.789776,0,1,2,30,100,,0,0
313.6,-0.33386,0.059444,11410.06502,92.14618,10.996758,0,1.5991,0,-1351.381332,0,1,2,30,100,,0,0
313.7,-0.33267,0.0594,11435.69425,92.146653,10.89096,-0.000001,-140.826071,0.00012,-1341.230854,0,1,2,30,100,,0,0
313.8,-0.331482,0.059355,11461.02742,92.147123,10.785818,0,-280.233918,0,-1316.349593,0,1,2,30,100,,0,0
313.9,-0.330296,0.059311,11486.06736,92.147573,10.681315,0,-415.173048,0,-1277.336876,0,1,2,30,100,,0,0
314,-0.329113,0.059266,11510.81686,92.14802,10.577457,0,-544.25865,0,-1224.93512,0,1,2,30,100,,0,0
314.093907,-0.328003,0.059225,11533.79661,92.148433,10.480596,0,-658.927183,0,-1164.360508,0,1,2,30,100,,0,0
314.2,-0.326751,0.059178,11559.45595,92.148897,10.371783,0,-779.823236,0,-1083.6183,0,1,2,30,100,,0,0
314.3,-0.325573,0.059134,11583.35099,92.149331,10.269894,0,-884.240776,0,-996.70105,0,1,2,30,100,,0,0
314.4,-0.324397,0.059089,11606.9666,92.149762,10.168629,0.000001,-978.537875,-0.000835,-900.427679,0,1,2,30,100,,0,0
314.5,-0.323223,0.059045,11630.30541,92.150191,10.067983,0.000001,-1061.973531,-0.001282,-795.988591,0,1,2,30,100,,0,0
314.593905,-0.322123,0.059004,11651.97194,92.150591,9.974054,0,-1129.878635,0,-691.608966,0,1,2,30,100,,0,0
314.7,-0.320881,0.058957,11676.16305,92.15104,9.868523,-0.000001,-1193.984401,0.001019,-567.577126,0,1,2,30,100,,0,0
314.8,-0.319713,0.058914,11698.68688,92.15146,9.769703,-0.000001,-1241.760274,0.00106,-446.149944,0,1,2,30,100,,0,0
314.9,-0.318547,0.05887,11720.94408,92.151878,9.671483,0,-1277.076084,0,-321.61211,0,1,2,30,100,,0,0
315,-0.317382,0.058826,11742.93712,92.152293,9.573856,0,-1299.863361,0,-195.230071,0,1,2,30,100,,0,0
315.1,-0.31622,0.058782,11764.66834,92.152713,9.476748,-0.000001,-1310.18255,0.001582,-68.151751,0,1,2,30,100,,0,0
315.2,-0.315059,0.058739,11786.14008,92.15313,9.380225,0.000001,-1308.184109,-0.001117,58.321618,0,1,2,30,100,,0,0
315.3,-0.3139,0.058695,11807.3547,92.153545,9.284284,0,-1294.153005,0,183.027085,0,1,2,30,100,,0,0
315.4,-0.312743,0.058652,11828.31456,92.153957,9.188918,0,-1268.477762,0,304.856965,0,1,2,30,100,,0,0
315.5,-0.311588,0.058608,11849.02198,92.154366,9.094125,-0.000001,-1231.642119,0.001052,422.767007,0,1,2,30,100,,0,0
315.55,-0.311011,0.058586,11859.28176,92.15457,9.047036,0.000001,-1209.261247,-0.00146,479.831641,0,1,2,30,100,,0,0
315.6,-0.310435,0.058565,11869.4794,92.154773,9.000087,0,-1184.3203,0,535.562904,0,1,2,30,100,,0,0
315.7,-0.309284,0.058521,11889.68925,92.155177,8.906422,0,-1126.970298,0,642.801738,0,1,2,30,100,,0,0
315.8,-0.308134,0.058478,11909.65345,92.155579,8.813317,0,-1060.390922,0,743.435579,0,1,2,30,100,,0,0
315.9,-0.306986,0.058435,11929.3742,92.155972,8.720774,0,-985.361503,0,836.726391,0,1,2,30,100,,0,0
316,-0.30584,0.058392,11948.85371,92.156363,8.628781,0.000002,-902.699171,-0.001541,922.040394,0,1,2,30,100,,0,0
316.1,-0.304696,0.058349,11968.09419,92.15675,8.5374,0,-813.330577,0,998.772145,0,1,2,30,100,,0,0
316.2,-0.303553,0.058306,11987.09785,92.157136,8.446561,0,-718.089562,0,1066.526789,0,1,2,30,100,,0,0
316.3,-0.302413,0.058263,12005.86681,92.157519,8.356259,0,-617.885853,0,1124.935275,0,1,2,30,100,,0,0
316.4,-0.301274,0.05822,12024.40313,92.1579,8.266492,0.000001,-513.641015,-0.00062,1173.718653,0,1,2,30,100,,0,0
316.5,-0.300137,0.058177,12042.70887,92.158279,8.177254,0.000001,-406.28004,-0.000347,1212.686535,0,1,2,30,100,,0,0
316.593905,-0.29907,0.058137,12059.69087,92.158632,8.093953,0.000001,-303.470892,-0.000449,1240.243506,0,1,2,30,100,,0,0
316.7,-0.297868,0.058091,12078.63679,92.15903,8.000349,0,-185.876059,0,1260.843439,0,1,2,30,100,,0,0
316.8,-0.296736,0.058049,12096.26292,92.159402,7.912678,0,-74.633962,0,1270.070496,0,1,2,30,100,,0,0
316.9,-0.295605,0.058006,12113.66647,92.159772,7.825521,0,36.142462,0,1269.552194,0,1,2,30,100,,0,0
317,-0.294477,0.057964,12130.8494,92.16014,7.738874,-0.000001,145.620937,-0.000124,1259.495633,0,1,2,30,100,,0,0
317.1,-0.29335,0.057921,12147.81354,92.160501,7.652663,0.000001,253.09481,0.000216,1240.156695,0,1,2,30,100,,0,0
317.2,-0.292225,0.057879,12164.56072,92.16086,7.566956,0,357.716598,0,1211.874577,0,1,2,30,100,,0,0
317.3,-0.291102,0.057836,12181.09282,92.161217,7.481749,0,458.776129,0,1175.042631,0,1,2,30,100,,0,0
317.4,-0.28998,0.057794,12197.41171,92.161572,7.397039,0,555.612545,0,1130.105483,0,1,2,30,100,,0,0
317.5,-0.28886,0.057752,12213.51922,92.161925,7.312822,0,647.617235,0,1077.553348,0,1,2,30,100,,0,0
317.55,-0.2883,0.05773,12221.4943,92.1621,7.270977,0,691.549356,0,1048.642387,0,1,2,30,100,,0,0
317.6,-0.287741,0.057709,12229.41731,92.162275,7.229254,0,734.075864,0,1018.035541,0,1,2,30,100,,0,0
317.7,-0.286625,0.057667,12245.1079,92.162624,7.146011,0,814.823767,0,951.889819,0,1,2,30,100,,0,0
317.8,-0.285509,0.057625,12260.59251,92.162971,7.063251,0,889.249595,0,879.815858,0,1,2,30,100,,0,0
317.9,-0.284396,0.057583,12275.87293,92.16331,6.980991,0,956.955829,0,802.449441,0,1,2,30,100,,0,0
318,-0.283284,0.057541,12290.95092,92.163647,6.899207,0,1017.640021,0,720.407234,0,1,2,30,100,,0,0
318.1,-0.282174,0.057499,12305.82826,92.163993,6.817948,0,1071.005644,0,634.390951,0,1,2,30,100,,0,0
318.2,-0.281065,0.057457,12320.50672,92.164337,6.737157,-0.000001,1116.890206,-0.000954,545.001677,0,1,2,30,100,,0,0
318.3,-0.279959,0.057415,12334.98798,92.164679,6.656833,0,1155.145812,0,452.89316,0,1,2,30,100,,0,0
318.4,-0.278853,0.057374,12349.2737,92.165019,6.576972,0,1185.680103,0,358.716705,0,1,2,30,100,,0,0
318.5,-0.277749,0.057332,12363.36556,92.165358,6.497569,-0.000001,1208.454545,-0.001032,263.116782,0,1,2,30,100,,0,0
318.593908,-0.276714,0.057293,12376.42382,92.165674,6.423437,0,1222.784903,0,172.631251,0,1,2,30,100,,0,0
318.7,-0.275547,0.057248,12390.9742,92.166029,6.340129,0.000001,1230.826731,0.001486,70.163161,0,1,2,30,100,,0,0
318.8,-0.274448,0.057207,12404.49417,92.166362,6.262086,-0.000001,1230.596901,-0.001051,-25.96851,0,1,2,30,100,,0,0
318.9,-0.273351,0.057165,12417.8267,92.166693,6.184491,0,1222.94755,0,-121.091816,0,1,2,30,100,,0,0
319,-0.272255,0.057124,12430.97337,92.167022,6.107339,0,1208.074442,0,-214.652103,0,1,2,30,100,,0,0
319.1,-0.27116,0.057083,12443.93567,92.167339,6.030571,0.000001,1186.194048,0.001013,-306.190567,0,1,2,30,100,,0,0
319.2,-0.270068,0.057041,12456.71508,92.167654,5.954241,0,1157.583634,0,-395.135983,0,1,2,30,100,,0,0
319.3,-0.268977,0.057,12469.31311,92.167967,5.878347,0,1122.545686,0,-481.019886,0,1,2,30,100,,0,0
319.4,-0.267887,0.056959,12481.73129,92.168279,5.802886,0,1081.411756,0,-563.406672,0,1,2,30,100,,0,0
319.5,-0.266799,0.056917,12493.97109,92.168589,5.727854,0,1034.539189,0,-641.894939,0,1,2,30,100,,0,0
319.6,-0.265713,0.056876,12506.03401,92.168897,5.65325,0,982.307858,0,-716.118539,0,1,2,30,100,,0,0
319.7,-0.264628,0.056835,12517.92151,92.169203,5.579069,0,925.116818,0,-785.747263,0,1,2,30,100,,0,0
319.8,-0.263544,0.056794,12529.63502,92.169508,5.50531,0.000002,863.381299,0.001474,-850.487449,0,1,2,30,100,,0,0
319.9,-0.262462,0.056753,12541.17597,92.169815,5.431943,-0.000001,797.504943,-0.000681,-910.103737,0,1,2,30,100,,0,0
320,-0.261382,0.056712,12552.54574,92.17012,5.358992,0.000001,727.94762,0.000622,-964.35062,0,1,2,30,100,,0,0
320.1,-0.260303,0.056671,12563.74582,92.170431,5.28654,0,655.241927,0,-1012.987936,0,1,2,30,100,,0,0
320.2,-0.259225,0.05663,12574.77771,92.170741,5.214499,-0.000001,579.757084,-0.000495,-1055.937663,0,1,2,30,100,,0,0
320.3,-0.258149,0.05659,12585.64278,92.171049,5.142864,0,501.942402,0,-1093.088092,0,1,2,30,100,,0,0
320.4,-0.257075,0.056549,12596.3424,92.171355,5.071635,0,422.245901,0,-1124.362029,0,1,2,30,100,,0,0
320.5,-0.256002,0.056508,12606.87791,92.17166,5.000808,0,341.111858,0,-1149.715811,0,1,2,30,100,,0,0
320.593905,-0.254996,0.05647,12616.62303,92.171944,4.934677,0,264.022638,0,-1168.120182,0,1,2,30,100,,0,0
320.7,-0.25386,0.056427,12627.46201,92.172265,4.860349,0,176.273547,0,-1182.649295,0,1,2,30,100,,0,0
320.8,-0.252792,0.056387,12637.5132,92.172565,4.790714,0,93.421387,0,-1190.298016,0,1,2,30,100,,0,0
320.9,-0.251725,0.056346,12647.40557,92.172863,4.721471,0,10.827502,0,-1192.162704,0,1,2,30,100,,0,0
321,-0.250659,0.056306,12657.14041,92.17316,4.652617,0,-71.114072,0,-1188.347956,0,1,2,30,100,,0,0
321.1,-0.249595,0.056265,12666.7189,92.173452,4.584058,0,-152.13394,0,-1178.969315,0,1,2,30,100,,0,0
321.2,-0.248532,0.056225,12676.14221,92.173742,4.515885,0,-231.75705,0,-1164.179299,0,1,2,30,100,,0,0
321.3,-0.247471,0.056185,12685.4116,92.174031,4.448094,0,-309.637567,0,-1144.153187,0,1,2,30,100,,0,0
321.4,-0.246411,0.056144,12694.52831,92.174319,4.380684,0.000001,-385.448569,-0.000329,-1119.086226,0,1,2,30,100,,0,0
321.5,-0.245352,0.056104,12703.49358,92.174605,4.313651,0.000001,-458.88294,-0.000679,-1089.191833,0,1,2,30,100,,0,0
321.55,-0.244824,0.056084,12707.91981,92.174747,4.280336,0,-494.554954,0,-1072.53583,0,1,2,30,100,,0,0
321.6,-0.244295,0.056064,12712.30871,92.174889,4.247114,0,-529.529653,0,-1054.764206,0,1,2,30,100,,0,0
321.7,-0.24324,0.056024,12720.97499,92.175172,4.18083,0,-597.377969,0,-1015.926195,0,1,2,30,100,,0,0
321.8,-0.242186,0.055984,12729.49345,92.175454,4.114917,0,-662.054163,0,-972.99145,0,1,2,30,100,,0,0
321.9,-0.241133,0.055944,12737.8653,92.175743,4.049395,0,-723.316324,0,-926.243606,0,1,2,30,100,,0,0
322,-0.240081,0.055904,12746.09175,92.17603,3.984239,0,-780.986704,0,-875.946857,0,1,2,30,100,,0,0
322.1,-0.239031,0.055864,12754.17403,92.176311,3.91952,0,-834.82781,0,-822.44669,0,1,2,30,100,,0,0
322.2,-0.237983,0.055824,12762.11336,92.17659,3.855163,0,-884.752684,0,-765.979661,0,1,2,30,100,,0,0
322.3,-0.236936,0.055784,12769.9109,92.176869,3.791165,-0.000001,-930.628226,0.000795,-706.839682,0,1,2,30,100,,0,0
322.4,-0.23589,0.055745,12777.56779,92.177145,3.727524,0,-972.342894,0,-645.323411,0,1,2,30,100,,0,0
322.5,-0.234845,0.055705,12785.08513,92.177421,3.664238,0.000001,-1009.806339,-0.000862,-581.728788,0,1,2,30,100,,0,0
322.593906,-0.233866,0.055668,12792.01836,92.177678,3.605142,0.000001,-1041.0476,-0.001539,-520.396035,0,1,2,30,100,,0,0
322.7,-0.23276,0.055626,12799.70567,92.177967,3.53872,0,-1071.72218,0,-449.492491,0,1,2,30,100,,0,0
322.8,-0.23172,0.055586,12806.81104,92.178239,3.476486,0,-1096.09466,0,-381.442619,0,1,2,30,100,,0,0
322.9,-0.230681,0.055547,12813.78126,92.178509,3.414598,0,-1116.056496,0,-312.491974,0,1,2,30,100,,0,0
323,-0.229644,0.055507,12820.61742,92.178777,3.353055,0.000001,-1131.615224,-0.000966,-242.925318,0,1,2,30,100,,0,0
323.1,-0.228607,0.055468,12827.32049,92.179053,3.291774,0.000001,-1142.809669,-0.000976,-172.930547,0,1,2,30,100,,0,0
323.2,-0.227572,0.055428,12833.89146,92.179328,3.230834,0,-1149.656681,0,-102.869813,0,1,2,30,100,,0,0
323.3,-0.226539,0.055389,12840.33136,92.179601,3.170232,0,-1152.214076,0,-33.008045,0,1,2,30,100,,0,0
323.4,-0.225506,0.05535,12846.64125,92.179872,3.109968,0,-1150.554745,0,36.398513,0,1,2,30,100,,0,0
323.5,-0.224476,0.05531,12852.82214,92.180143,3.050038,0,-1144.765747,0,105.103023,0,1,2,30,100,,0,0
323.55,-0.223961,0.055291,12855.86455,92.180278,3.020249,0,-1140.361401,0,139.058241,0,1,2,30,100,,0,0
323.6,-0.223446,0.055271,12858.87514,92.180412,2.990544,0,-1134.966673,0,172.751029,0,1,2,30,100,,0,0
323.7,-0.222418,0.055232,12864.80132,92.18068,2.931276,0,-1121.238241,0,239.354239,0,1,2,30,100,,0,0
323.8,-0.221391,0.055193,12870.60155,92.180946,2.872337,0,-1103.716779,0,304.577717,0,1,2,30,100,,0,0
323.9,-0.220365,0.055154,12876.27682,92.181212,2.813729,0,-1082.537942,0,368.214167,0,1,2,30,100,,0,0
324,-0.219341,0.055115,12881.82812,92.181477,2.755445,0.000001,-1057.844746,-0.000903,430.07581,0,1,2,30,100,,0,0
324.1,-0.218318,0.055076,12887.2565,92.181731,2.697562,0,-1029.82738,0,489.903667,0,1,2,30,100,,0,0
324.2,-0.217296,0.055037,12892.56303,92.181984,2.639999,0,-998.616614,0,547.615475,0,1,2,30,100,,0,0
324.3,-0.216276,0.054998,12897.74864,92.182236,2.582754,0,-964.37849,0,603.057282,0,1,2,30,100,,0,0
324.4,-0.215257,0.054959,12902.8143,92.182486,2.525827,0,-927.284799,0,656.087698,0,1,2,30,100,,0,0
324.5,-0.214239,0.05492,12907.76095,92.182735,2.469214,0,-887.512208,0,706.577928,0,1,2,30,100,,0,0
324.593905,-0.213284,0.054884,12912.29857,92.182968,2.416348,0,-847.894625,0,751.564682,0,1,2,30,100,,0,0
324.7,-0.212207,0.054843,12917.30097,92.18323,2.356925,0,-800.655074,0,799.486675,0,1,2,30,100,,0,0
324.8,-0.211193,0.054804,12921.89617,92.183476,2.301246,0,-753.941837,0,841.70895,0,1,2,30,100,,0,0
324.9,-0.210181,0.054766,12926.37606,92.18372,2.245875,0,-705.288456,0,881.000787,0,1,2,30,100,,0,0
