时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,迎角,侧滑角,法向过载,燃油消耗,油门位置
574.85,-0.662261,0.10099,4914.961795,-37.852088,1.91339,78.263287,105.942436,-30.066474,308.772526,0.046319,0.113072,8.687239,1.005018,5,3.763964,0.045229,0.045229,0.018528,-0.018528,0.868724,0.868724,0.868724,0.868724,0.868724,0.868724
574.95,-0.662475,0.101192,4914.954896,-36.999982,1.921039,78.266751,107.968106,-30.237658,306.928956,0.034638,0.07649,8.521053,1.00178,5,3.763311,0.030596,0.030596,0.013855,-0.013855,0.852105,0.852105,0.852105,0.852105,0.852105,0.852105
575,-0.662581,0.101294,4914.951187,-36.548398,1.929987,78.269063,110.501919,-30.671996,305.422343,0.046231,0.178953,9.031688,1.000171,5,3.762986,0.071581,0.071581,0.018492,-0.018492,0.903169,0.903169,0.903169,0.903169,0.903169,0.903169
575.05,-0.662685,0.101397,4914.947343,-36.032584,1.950522,78.282182,116.748289,-30.762017,302.516977,0.262388,0.410705,10.316277,0.998567,5,3.76266,0.164282,0.164282,0.104955,-0.104955,1.031628,1.031628,1.031628,1.031628,1.031628,1.031628
575.1162,-0.662823,0.101533,4914.942255,-35.366011,1.970217,78.31988,123.351093,-27.575466,299.43741,0.569453,0.297507,10.069036,0.996426,5,3.762228,0.119003,0.119003,0.227781,-0.227781,1.006904,1.006904,1.006904,1.006904,1.006904,1.006904
575.25,-0.663095,0.101813,4914.932944,-34.064161,1.992433,78.428319,131.610161,-14.735242,295.254002,0.810461,0.166039,9.729839,0.992052,5,3.761355,0.066416,0.066416,0.324184,-0.324184,0.972984,0.972984,0.972984,0.972984,0.972984,0.972984
575.35,-0.663295,0.102024,4914.927184,-33.077384,2.008343,78.515688,136.619451,-3.297032,292.139657,0.873687,0.1591,9.867775,0.988769,5,3.760705,0.06364,0.06364,0.349475,-0.349475,0.986777,0.986777,0.986777,0.986777,0.986777,0.986777
575.45,-0.66349,0.102238,4914.922484,-32.109546,2.020379,78.590036,139.525175,7.012737,289.512406,0.743475,0.120352,9.678374,0.985496,5,3.760054,0.048141,0.048141,0.29739,-0.29739,0.967837,0.967837,0.967837,0.967837,0.967837,0.967837
575.5,-0.663587,0.102345,4914.920481,-31.609931,2.029722,78.622427,141.680236,11.731055,287.718316,0.647838,0.186877,9.99231,0.983868,5,3.75973,0.074751,0.074751,0.259135,-0.259135,0.999231,0.999231,0.999231,0.999231,0.999231,0.999231
575.55,-0.663682,0.102453,4914.918658,-31.127441,2.035748,78.650717,142.776509,15.899228,286.384105,0.56579,0.120502,9.649794,0.982248,5,3.759404,0.048201,0.048201,0.226316,-0.226316,0.964979,0.964979,0.964979,0.964979,0.964979,0.964979
575.65,-0.66387,0.102671,4914.915498,-30.184827,2.044018,78.697432,143.736169,22.844572,284.244066,0.467152,0.082705,9.426142,0.979003,5,3.758752,0.033082,0.033082,0.186861,-0.186861,0.942614,0.942614,0.942614,0.942614,0.942614,0.942614
575.75,-0.664054,0.102891,4914.912955,-29.227076,2.056069,78.734258,145.662417,28.685289,281.531233,0.368261,0.120506,9.577515,0.97575,5,3.758102,0.048202,0.048202,0.147304,-0.147304,0.957751,0.957751,0.957751,0.957751,0.957751,0.957751
575.85,-0.664233,0.103113,4914.910956,-28.269038,2.068583,78.762677,147.719018,33.476799,278.719145,0.284186,0.125142,9.58038,0.972498,5,3.757452,0.050057,0.050057,0.113674,-0.113674,0.958038,0.958038,0.958038,0.958038,0.958038,0.958038
575.95,-0.664409,0.103337,4914.909408,-27.30994,2.081517,78.784567,149.933006,37.446998,275.811627,0.218906,0.129339,9.590974,0.969246,5,3.756802,0.051736,0.051736,0.087563,-0.087563,0.959097,0.959097,0.959097,0.959097,0.959097,0.959097
576,-0.664496,0.10345,4914.908773,-26.81039,2.091896,78.794226,152.07183,39.545376,273.733815,0.193165,0.207585,9.991007,0.967624,5,3.756479,0.083034,0.083034,0.077266,-0.077266,0.999101,0.999101,0.999101,0.999101,0.999101,0.999101
576.05,-0.664581,0.103563,4914.908219,-26.285155,2.106,78.810139,154.868244,42.914911,271.034882,0.318274,0.282077,10.504689,0.966,5,3.756154,0.112831,0.112831,0.12731,-0.12731,1.050469,1.050469,1.050469,1.050469,1.050469,1.050469
576.15,-0.664749,0.103791,4914.907557,-25.266345,2.122036,78.866286,155.783377,52.745849,267.513313,0.561462,0.160366,10.1881,0.962726,5,3.755503,0.064146,0.064146,0.224585,-0.224585,1.01881,1.01881,1.01881,1.01881,1.01881,1.01881
576.25,-0.664913,0.10402,4914.907668,-24.238546,2.135142,78.938019,154.290413,64.906392,264.425824,0.717339,0.131057,10.277994,0.959428,5,3.754854,0.052423,0.052423,0.286936,-0.286936,1.027799,1.027799,1.027799,1.027799,1.027799,1.027799
576.3,-0.664993,0.104136,4914.908013,-23.706873,2.144333,78.974393,153.760742,71.371507,262.423629,0.727479,0.183818,10.633466,0.957776,5,3.754531,0.073527,0.073527,0.290991,-0.290991,1.063347,1.063347,1.063347,1.063347,1.063347,1.063347
576.35,-0.665072,0.104252,4914.908493,-23.194379,2.149608,79.007955,152.249422,76.98137,261.074698,0.671235,0.105499,10.249875,0.956124,5,3.754206,0.0422,0.0422,0.268494,-0.268494,1.024987,1.024987,1.024987,1.024987,1.024987,1.024987
576.45,-0.665227,0.104485,4914.909742,-22.193943,2.155585,79.067147,148.258861,86.33661,259.148848,0.591919,0.05977,10.004357,0.952809,5,3.753556,0.023908,0.023908,0.236768,-0.236768,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436
576.5,-0.665303,0.104602,4914.910475,-21.664238,2.164353,79.094144,147.543204,91.340425,257.186064,0.539943,0.175355,10.594109,0.95115,5,3.753233,0.070142,0.070142,0.215977,-0.215977,1.059411,1.059411,1.059411,1.059411,1.059411,1.059411
576.55,-0.665378,0.10472,4914.911226,-21.153396,2.169524,79.11781,146.19713,95.365112,255.838789,0.47332,0.103416,10.216844,0.949493,5,3.752909,0.041366,0.041366,0.189328,-0.189328,1.021684,1.021684,1.021684,1.021684,1.021684,1.021684
576.65,-0.665525,0.104956,4914.912676,-20.154735,2.175946,79.157309,143.151469,101.656251,253.821735,0.394989,0.064219,9.986604,0.946172,5,3.75226,0.025688,0.025688,0.157996,-0.157996,0.99866,0.99866,0.99866,0.99866,0.99866,0.99866
576.75,-0.665667,0.105194,4914.913984,-19.135398,2.18686,79.189374,141.517566,107.483485,251.005073,0.320647,0.109146,10.193374,0.942847,5,3.751611,0.043658,0.043658,0.128259,-0.128259,1.019337,1.019337,1.019337,1.019337,1.019337,1.019337
576.8,-0.665736,0.105313,4914.914542,-18.602986,2.196676,79.203547,141.664114,110.795602,248.809946,0.283472,0.196314,10.648233,0.941187,5,3.751289,0.078525,0.078525,0.113389,-0.113389,1.064823,1.064823,1.064823,1.064823,1.064823,1.064823
576.85,-0.665805,0.105433,4914.914986,-18.090132,2.20272,79.215415,141.261124,113.207788,247.282283,0.237356,0.120887,10.25708,0.93953,5,3.750965,0.048355,0.048355,0.094943,-0.094943,1.025708,1.025708,1.025708,1.025708,1.025708,1.025708
576.95,-0.665938,0.105673,4914.915484,-17.086869,2.210739,79.234437,140.104894,116.726203,244.954846,0.19022,0.08019,10.032633,0.936214,5,3.750316,0.032076,0.032076,0.076088,-0.076088,1.003263,1.003263,1.003263,1.003263,1.003263,1.003263
577,-0.666003,0.105794,4914.915531,-16.55145,2.221158,79.243539,140.725249,119.429711,242.611458,0.182046,0.208368,10.708369,0.934556,5,3.749994,0.083347,0.083347,0.072818,-0.072818,1.070837,1.070837,1.070837,1.070837,1.070837,1.070837
577.05,-0.666067,0.105915,4914.915417,-16.037776,2.22731,79.250942,140.716103,121.22513,241.043915,0.148044,0.12305,10.273487,0.932902,5,3.74967,0.04922,0.04922,0.059217,-0.059217,1.027349,1.027349,1.027349,1.027349,1.027349,1.027349
577.1162,-0.66615,0.106076,4914.914991,-15.363973,2.234166,79.259489,140.583672,123.219935,239.202163,0.129108,0.103566,10.17826,0.930713,5,3.749241,0.041426,0.041426,0.051643,-0.051643,1.017826,1.017826,1.017826,1.017826,1.017826,1.017826
577.25,-0.666312,0.106403,4914.913205,-14.01807,2.244877,79.27316,140.111589,126.234523,236.057512,0.102178,0.080053,10.059085,0.926284,5,3.748374,0.032021,0.032021,0.040871,-0.040871,1.005908,1.005908,1.005908,1.005908,1.005908,1.005908
577.35,-0.666428,0.106648,4914.911065,-12.968597,2.260773,79.282781,141.130509,129.634132,232.197525,0.096211,0.158961,10.494721,0.922975,5,3.747728,0.063585,0.063585,0.038484,-0.038484,1.049472,1.049472,1.049472,1.049472,1.049472,1.049472
577.45,-0.666539,0.106894,4914.90816,-11.929216,2.274204,79.290379,141.897705,132.340494,228.777756,0.075975,0.134308,10.393812,0.919658,5,3.747081,0.053723,0.053723,0.03039,-0.03039,1.039381,1.039381,1.039381,1.039381,1.039381,1.039381
577.5,-0.666593,0.107018,4914.906389,-11.383984,2.285482,79.294668,142.939464,134.46324,226.164215,0.085795,0.225565,10.904651,0.917991,5,3.746759,0.090226,0.090226,0.034318,-0.034318,1.090465,1.090465,1.090465,1.090465,1.090465,1.090465
577.55,-0.666645,0.107141,4914.904375,-10.85972,2.292587,79.297824,143.415893,135.766923,224.354816,0.063106,0.142084,10.485281,0.916318,5,3.746436,0.056834,0.056834,0.025242,-0.025242,1.048528,1.048528,1.048528,1.048528,1.048528,1.048528
577.65,-0.666748,0.10739,4914.899621,-9.834352,2.302182,79.302515,143.797232,137.412851,221.632821,0.046915,0.095953,10.253673,0.912954,5,3.745789,0.038381,0.038381,0.018766,-0.018766,1.025367,1.025367,1.025367,1.025367,1.025367,1.025367
577.7,-0.666797,0.107514,4914.896888,-9.2838,2.313915,79.306061,144.903835,139.456767,218.877846,0.070924,0.234654,11.011037,0.911263,5,3.745467,0.093862,0.093862,0.02837,-0.02837,1.101104,1.101104,1.101104,1.101104,1.101104,1.101104
577.75,-0.666845,0.107638,4914.893903,-8.754926,2.321323,79.308539,145.448108,140.676347,216.977283,0.04955,0.148161,10.57749,0.909566,5,3.745144,0.059264,0.059264,0.01982,-0.01982,1.057749,1.057749,1.057749,1.057749,1.057749,1.057749
577.85,-0.666938,0.107888,4914.887179,-7.721054,2.331348,79.312098,145.947764,142.168462,214.131503,0.035591,0.100251,10.338722,0.906154,5,3.744498,0.040101,0.040101,0.014237,-0.014237,1.033872,1.033872,1.033872,1.033872,1.033872,1.033872
577.95,-0.667027,0.108138,4914.879506,-6.658722,2.346281,79.316322,147.051011,144.458645,210.264796,0.042239,0.149331,10.623316,0.902718,5,3.743852,0.059732,0.059732,0.016895,-0.016895,1.062332,1.062332,1.062332,1.062332,1.062332,1.062332
578,-0.667069,0.108263,4914.875314,-6.099312,2.358737,79.319408,148.171912,146.461135,207.283625,0.061725,0.249132,11.188205,0.900991,5,3.743531,0.099653,0.099653,0.02469,-0.02469,1.118821,1.118821,1.118821,1.118821,1.118821,1.118821
578.05,-0.66711,0.108389,4914.87085,-5.581656,2.363887,79.317149,148.974982,146.590897,205.8123,-0.045192,0.102996,10.353117,0.899262,5,3.743208,0.041198,0.041198,-0.018077,0.018077,1.035312,1.035312,1.035312,1.035312,1.035312,1.035312
578.15,-0.66719,0.10864,4914.861058,-4.566913,2.373841,79.295772,152.966512,144.214209,202.93775,-0.213766,0.099541,10.147434,0.895802,5,3.742562,0.039816,0.039816,-0.085506,0.085506,1.014743,1.014743,1.014743,1.014743,1.014743,1.014743
578.25,-0.667264,0.108891,4914.850183,-3.517402,2.392928,79.26466,159.629158,141.379294,198.118474,-0.311123,0.190871,10.49511,0.892334,5,3.741918,0.076348,0.076348,-0.124449,0.124449,1.049511,1.049511,1.049511,1.049511,1.049511,1.049511
578.35,-0.667334,0.109143,4914.838363,-2.458809,2.414042,79.23248,166.625294,138.269753,192.818048,-0.321793,0.211131,10.585924,0.888856,5,3.741273,0.084452,0.084452,-0.128717,0.128717,1.058592,1.058592,1.058592,1.058592,1.058592,1.058592
578.45,-0.6674,0.109395,4914.82576,-1.392244,2.435941,79.203611,173.148849,135.437683,187.291522,-0.288689,0.218999,10.665653,0.885363,5,3.740629,0.087599,0.087599,-0.115476,0.115476,1.066565,1.066565,1.066565,1.066565,1.066565,1.066565
578.5,-0.667431,0.109521,4914.819206,-0.827639,2.452338,79.192211,176.747762,135.033548,183.298653,-0.228003,0.32793,11.292099,0.883611,5,3.740308,0.131172,0.131172,-0.091201,0.091201,1.12921,1.12921,1.12921,1.12921,1.12921,1.12921
578.55,-0.667461,0.109647,4914.812491,-0.287906,2.46356,79.181019,179.52759,134.001981,180.431707,-0.223849,0.22444,10.794663,0.881854,5,3.739986,0.089776,0.089776,-0.08954,0.08954,1.079466,1.079466,1.079466,1.079466,1.079466,1.079466
578.65,-0.667517,0.109899,4914.798678,0.765446,2.480159,79.161092,183.833538,131.594756,175.981445,-0.199268,0.165989,10.533523,0.878325,5,3.739341,0.066396,0.066396,-0.079707,0.079707,1.053352,1.053352,1.053352,1.053352,1.053352,1.053352
578.75,-0.667569,0.11015,4914.784524,1.852392,2.501996,79.146952,188.024533,130.613959,170.311767,-0.141395,0.218376,10.869458,0.874775,5,3.738697,0.08735,0.08735,-0.056558,0.056558,1.086946,1.086946,1.086946,1.086946,1.086946,1.086946
578.85,-0.667616,0.110402,4914.770176,2.945997,2.523782,79.136813,191.577556,130.222217,164.609509,-0.101398,0.217859,10.936046,0.871205,5,3.738054,0.087144,0.087144,-0.040559,0.040559,1.093605,1.093605,1.093605,1.093605,1.093605,1.093605
578.95,-0.667659,0.110654,4914.755712,4.046082,2.545546,79.130011,194.58391,130.339736,158.871607,-0.068012,0.217641,11.000851,0.867613,5,3.737411,0.087057,0.087057,-0.027205,0.027205,1.100085,1.100085,1.100085,1.100085,1.100085,1.100085
579,-0.667678,0.110779,4914.748443,4.629185,2.562218,79.129029,196.47733,131.328597,154.623053,-0.019647,0.333428,11.66206,0.865809,5,3.737091,0.133371,0.133371,-0.007859,0.007859,1.166206,1.166206,1.166206,1.166206,1.166206,1.166206
579.05,-0.667697,0.110905,4914.741116,5.118979,2.562229,79.117822,197.533237,128.855264,154.304048,-0.224139,0.000225,9.79588,0.864037,5,3.736769,0.00009,0.00009,-0.089656,0.089656,0.979588,0.979588,0.979588,0.979588,0.979588,0.979588
579.1162,-0.66772,0.111071,4914.731221,5.744147,2.561522,79.086347,200.875825,122.201201,154.071038,-0.475452,-0.010688,9.443591,0.861801,5,3.73639,-0.004275,-0.004275,-0.190181,0.190181,0.944359,0.944359,0.944359,0.944359,0.944359,0.944359
579.25,-0.66776,0.111406,4914.710415,7.026205,2.571264,78.995274,211.461289,103.574663,151.034781,-0.680665,0.07281,9.581916,0.857608,5,3.735653,0.029124,0.029124,-0.272266,0.272266,0.958192,0.958192,0.958192,0.958192,0.958192,0.958192
579.35,-0.667784,0.111656,4914.693958,8.020748,2.58823,78.92097,220.150812,88.225641,146.510508,-0.743043,0.169663,9.945436,0.854646,5,3.735262,0.067865,0.067865,-0.297217,0.297217,0.994544,0.994544,0.994544,0.994544,0.994544,0.994544
579.45,-0.667804,0.111905,4914.676897,9.058782,2.612583,78.855552,227.985326,74.474463,140.208032,-0.654179,0.243534,10.380334,0.851707,5,3.734807,0.097414,0.097414,-0.261672,0.261672,1.038033,1.038033,1.038033,1.038033,1.038033,1.038033
579.5,-0.667813,0.11203,4914.668227,9.607973,2.629991,78.82784,231.866146,68.693107,135.777505,-0.554236,0.34815,10.983825,0.850239,5,3.734673,0.13926,0.13926,-0.221695,0.221695,1.098382,1.098382,1.098382,1.098382,1.098382,1.098382
579.55,-0.66782,0.112154,4914.659493,10.134501,2.642338,78.801737,234.775341,62.938285,132.551872,-0.522071,0.246952,10.53055,0.84877,5,3.734445,0.098781,0.098781,-0.208828,0.208828,1.053055,1.053055,1.053055,1.053055,1.053055,1.053055
579.65,-0.667832,0.112402,4914.641987,11.166853,2.661542,78.755967,239.020023,52.484233,127.416825,-0.457698,0.192034,10.32352,0.845828,5,3.733895,0.076814,0.076814,-0.183079,0.183079,1.032352,1.032352,1.032352,1.032352,1.032352,1.032352
579.75,-0.667839,0.11265,4914.62465,12.232456,2.685497,78.720738,242.803452,44.414056,121.09471,-0.352289,0.239553,10.656036,0.842877,5,3.733439,0.095821,0.095821,-0.140916,0.140916,1.065604,1.065604,1.065604,1.065604,1.065604,1.065604
579.85,-0.667842,0.112897,4914.607702,13.305391,2.709019,78.693658,245.797322,38.11504,114.85083,-0.2708,0.235218,10.729352,0.839915,5,3.732983,0.094087,0.094087,-0.10832,0.10832,1.072935,1.072935,1.072935,1.072935,1.072935,1.072935
579.95,-0.66784,0.113143,4914.591286,14.385277,2.732184,78.673425,248.206426,33.361193,108.672185,-0.202334,0.231656,10.798852,0.83694,5,3.732527,0.092662,0.092662,-0.080933,0.080933,1.079885,1.079885,1.079885,1.079885,1.079885,1.079885
580,-0.667838,0.113265,4914.583302,14.95454,2.748941,78.666783,249.747693,31.881004,104.274299,-0.132843,0.335134,11.38527,0.835448,5,3.732392,0.134054,0.134054,-0.053137,0.053137,1.138527,1.138527,1.138527,1.138527,1.138527,1.138527
580.05,-0.667835,0.113388,4914.575438,15.398463,2.742057,78.647752,249.154623,26.997481,105.820227,-0.380619,-0.137676,8.878452,0.833992,5,3.732163,-0.05507,-0.05507,-0.152248,0.152248,0.887845,0.887845,0.887845,0.887845,0.887845,0.887845
580.15,-0.667825,0.113632,4914.559793,16.259233,2.730995,78.576754,248.454187,9.181555,108.236497,-0.709973,-0.110629,8.607705,0.831306,5,3.731668,-0.044251,-0.044251,-0.283989,0.283989,0.86077,0.86077,0.86077,0.86077,0.86077,0.86077
580.25,-0.667811,0.113875,4914.543878,17.128674,2.727763,78.483893,247.17166,-13.8371,108.725698,-0.928613,-0.032313,8.694404,0.828914,5,3.731432,-0.012925,-0.012925,-0.371445,0.371445,0.86944,0.86944,0.86944,0.86944,0.86944,0.86944
580.35,-0.667792,0.114117,4914.527473,18.019517,2.730209,78.38944,244.379026,-37.028344,107.834042,-0.944529,0.024454,8.908433,0.826722,5,3.731194,0.009782,0.009782,-0.377812,0.377812,0.890843,0.890843,0.890843,0.890843,0.890843,0.890843
580.45,-0.66777,0.114358,4914.510666,18.963722,2.742753,78.304456,241.028582,-57.799871,104.455659,-0.849843,0.12544,9.442056,0.824594,5,3.730955,0.050176,0.050176,-0.339937,0.339937,0.944206,0.944206,0.944206,0.944206,0.944206,0.944206
580.5,-0.667757,0.114478,4914.502189,19.451784,2.751622,78.26673,239.252695,-67.010834,102.12226,-0.754518,0.177378,9.761235,0.823537,5,3.731037,0.070951,0.070951,-0.301807,0.301807,0.976124,0.976124,0.976124,0.976124,0.976124,0.976124
580.55,-0.667744,0.114598,4914.4937,19.936987,2.75929,78.231932,237.211597,-75.43254,100.085582,-0.695966,0.153372,9.704055,0.822483,5,3.730917,0.061349,0.061349,-0.278386,0.278386,0.970406,0.970406,0.970406,0.970406,0.970406,0.970406
580.65,-0.667713,0.114837,4914.476835,20.908383,2.773308,78.171096,232.874882,-89.980854,96.339286,-0.608353,0.140181,9.713965,0.820377,5,3.730476,0.056072,0.056072,-0.243341,0.243341,0.971397,0.971397,0.971397,0.971397,0.971397,0.971397
580.75,-0.667679,0.115075,4914.460328,21.893183,2.788115,78.121713,228.839577,-101.673196,92.394688,-0.493828,0.148071,9.847991,0.818273,5,3.730235,0.059228,0.059228,-0.197531,0.197531,0.984799,0.984799,0.984799,0.984799,0.984799,0.984799
580.85,-0.667641,0.115312,4914.444401,22.884943,2.802362,78.082277,225.229923,-110.900445,88.589367,-0.394364,0.142465,9.917603,0.816167,5,3.729993,0.056986,0.056986,-0.157746,0.157746,0.99176,0.99176,0.99176,0.99176,0.99176,0.99176
580.95,-0.667598,0.115547,4914.429218,23.882888,2.816067,78.051333,222.165821,-118.068166,84.920155,-0.309441,0.13705,9.979454,0.814055,5,3.72975,0.05482,0.05482,-0.123777,0.123777,0.997945,0.997945,0.997945,0.997945,0.997945,0.997945
581,-0.667576,0.115664,4914.421935,24.388986,2.823726,78.038865,220.952738,-120.980079,82.882731,-0.249357,0.153184,10.121961,0.812996,5,3.729827,0.061274,0.061274,-0.099743,0.099743,1.012196,1.012196,1.012196,1.012196,1.012196,1.012196
581.05,-0.667552,0.115781,4914.414757,24.625652,2.779991,77.989704,211.180382,-129.508576,93.699177,-0.983232,-0.874704,4.733318,0.811974,5,3.729705,-0.349882,-0.349882,-0.393293,0.393293,0.473332,0.473332,0.473332,0.473332,0.473332,0.473332
581.1162,-0.66752,0.115935,4914.404922,24.975375,2.744366,77.865545,190.493407,-152.248122,102.305699,-1.875502,-0.538139,5.282797,0.810726,5,3.729552,-0.215256,-0.215256,-0.750201,0.750201,0.52828,0.52828,0.52828,0.52828,0.52828,0.52828
581.25,-0.667449,0.116245,4914.382103,25.775631,2.721073,77.50158,122.234633,-207.40207,107.659154,-2.720222,-0.174091,5.980997,0.808483,5,3.729151,-0.069636,-0.069636,-1.088089,1.088089,0.5981,0.5981,0.5981,0.5981,0.5981,0.5981
581.35,-0.667392,0.116475,4914.362018,26.455178,2.732469,77.194188,53.921652,-235.411925,104.715526,-3.073916,0.113965,6.795477,0.806995,5,3.729432,0.045586,0.045586,-1.229566,1.229566,0.679548,0.679548,0.679548,0.679548,0.679548,0.679548
581.45,-0.667331,0.116704,4914.339375,27.167597,2.749196,76.908611,-14.658976,-242.368601,100.489796,-2.855767,0.167269,7.124186,0.805619,5,3.729479,0.066907,0.066907,-1.142307,1.142307,0.712419,0.712419,0.712419,0.712419,0.712419,0.712419
581.5,-0.667299,0.116817,4914.327218,27.545556,2.760854,76.779287,-45.97376,-239.393696,97.572842,-2.586479,0.233169,7.559187,0.804964,5,3.729846,0.093267,0.093267,-1.034592,1.034592,0.755919,0.755919,0.755919,0.755919,0.755919,0.755919
581.55,-0.667267,0.116931,4914.314597,27.919228,2.770012,76.659522,-74.457054,-232.842696,95.260966,-2.395309,0.18315,7.473429,0.804327,5,3.729868,0.07326,0.07326,-0.958124,0.958124,0.747343,0.747343,0.747343,0.747343,0.747343,0.747343
581.65,-0.6672,0.117157,4914.288271,28.676221,2.786312,76.448372,-122.172711,-213.05877,91.12433,-2.1115,0.162997,7.569929,0.803096,5,3.72957,0.065199,0.065199,-0.8446,0.8446,0.756993,0.756993,0.756993,0.756993,0.756993,0.756993
581.75,-0.667129,0.117381,4914.260906,29.460958,2.803891,76.273608,-158.124575,-189.489844,86.664158,-1.747638,0.175797,7.847377,0.801905,5,3.729614,0.070319,0.070319,-0.699055,0.699055,0.784738,0.784738,0.784738,0.784738,0.784738,0.784738
581.85,-0.667055,0.117604,4914.23298,30.259671,2.819919,76.131238,-184.150877,-165.802302,82.576774,-1.423699,0.160281,7.987131,0.800734,5,3.729657,0.064112,0.064112,-0.56948,0.56948,0.798713,0.798713,0.798713,0.798713,0.798713,0.798713
581.95,-0.666978,0.117826,4914.204887,31.069778,2.834407,76.01683,-202.535628,-144.166386,78.864363,-1.14408,0.144877,8.101065,0.799579,5,3.7297,0.057951,0.057951,-0.457632,0.457632,0.810106,0.810106,0.810106,0.810106,0.810106,0.810106
582,-0.666938,0.117936,4914.190872,31.483407,2.842313,75.969068,-209.555578,-134.56832,76.841266,-0.955244,0.158126,8.272582,0.799006,5,3.730062,0.06325,0.06325,-0.382098,0.382098,0.827258,0.827258,0.827258,0.827258,0.827258,0.827258
582.05,-0.666898,0.118046,4914.176894,31.672087,2.799778,75.88396,-217.045482,-114.58358,87.320609,-1.702155,-0.8507,3.773593,0.798631,5,3.730082,-0.34028,-0.34028,-0.680862,0.680862,0.377359,0.377359,0.377359,0.377359,0.377359,0.377359
582.15,-0.666814,0.118265,4914.147946,31.963073,2.720288,75.576512,-233.877723,-42.145066,106.497607,-3.074488,-0.794901,2.909863,0.798358,5,3.729829,-0.31796,-0.31796,-1.229795,1.229795,0.290986,0.290986,0.290986,0.290986,0.290986,0.290986
582.25,-0.666728,0.118483,4914.116381,32.469509,2.715996,75.181706,-231.604216,50.945112,107.496637,-3.94806,-0.042924,5.064357,0.798209,5,3.730054,-0.01717,-0.01717,-1.579224,1.579224,0.506436,0.506436,0.506436,0.506436,0.506436,0.506436
582.35,-0.666639,0.118699,4914.082269,33.016234,2.727839,74.772229,-193.175083,139.665327,104.671151,-4.09477,0.11843,5.467251,0.798136,5,3.73028,0.047372,0.047372,-1.637908,1.637908,0.546725,0.546725,0.546725,0.546725,0.546725,0.546725
582.45,-0.666546,0.118915,4914.046029,33.596289,2.746871,74.389305,-128.036985,203.37251,100.113989,-3.829232,0.190317,5.800558,0.798121,5,3.730505,0.076127,0.076127,-1.531693,1.531693,0.580056,0.580056,0.580056,0.580056,0.580056,0.580056
582.5,-0.666499,0.119022,4914.027313,33.905977,2.760114,74.214779,-91.272061,223.726446,96.92392,-3.490521,0.264863,6.193744,0.798131,5,3.73105,0.105945,0.105945,-1.396208,1.396208,0.619374,0.619374,0.619374,0.619374,0.619374,0.619374
582.55,-0.666451,0.119129,4914.008344,34.208969,2.76992,74.052738,-54.192855,236.441652,94.552236,-3.240835,0.196116,6.059841,0.79815,5,3.731163,0.078446,0.078446,-1.296334,1.296334,0.605984,0.605984,0.605984,0.605984,0.605984,0.605984
582.65,-0.666354,0.119341,4913.970033,34.822906,2.786993,73.765874,15.020215,243.709384,90.404485,-2.86864,0.170738,6.139374,0.798216,5,3.730955,0.068295,0.068295,-1.147456,1.147456,0.613937,0.613937,0.613937,0.613937,0.613937,0.613937
582.75,-0.666253,0.119553,4913.931702,35.4617,2.8053,73.52681,72.788349,234.791309,85.929907,-2.390637,0.183066,6.387939,0.798311,5,3.73118,0.073226,0.073226,-0.956255,0.956255,0.638794,0.638794,0.638794,0.638794,0.638794,0.638794
582.85,-0.66615,0.119763,4913.893931,36.111306,2.821406,73.330885,117.764874,217.350142,81.971889,-1.959246,0.161061,6.496056,0.798428,5,3.731405,0.064424,0.064424,-0.783698,0.783698,0.649606,0.649606,0.649606,0.649606,0.649606,0.649606
582.95,-0.666044,0.119972,4913.857211,36.769715,2.835436,73.172523,151.278861,196.985005,78.509085,-1.583619,0.140296,6.584097,0.798563,5,3.73163,0.056118,0.056118,-0.633448,0.633448,0.65841,0.65841,0.65841,0.65841,0.65841,0.65841
583,-0.66599,0.120076,4913.839368,37.105085,2.842785,73.105954,164.438997,186.930833,76.688708,-1.331391,0.146981,6.707403,0.798636,5,3.732175,0.058792,0.058792,-0.532556,0.532556,0.67074,0.67074,0.67074,0.67074,0.67074,0.67074
583.05,-0.665936,0.12018,4913.821843,37.269299,2.803106,73.005491,180.006371,167.310273,86.513929,-2.009264,-0.793566,3.284272,0.798725,5,3.732287,-0.317426,-0.317426,-0.803706,0.803706,0.328427,0.328427,0.328427,0.328427,0.328427,0.328427
583.1162,-0.665862,0.120316,4913.798752,37.512269,2.77151,72.800964,207.834557,125.809455,94.253216,-3.089518,-0.477281,3.670227,0.798885,5,3.732296,-0.190912,-0.190912,-1.235807,1.235807,0.367023,0.367023,0.367023,0.367023,0.367023,0.367023
583.25,-0.665711,0.120591,4913.751022,38.06238,2.751182,72.253869,241.112146,-0.666014,99.226596,-4.088909,-0.151933,4.111449,0.799323,5,3.732013,-0.060773,-0.060773,-1.635564,1.635564,0.411145,0.411145,0.411145,0.411145,0.411145,0.411145
