时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,迎角,侧滑角,法向过载,燃油消耗,油门位置
67,-1.002433,0.080405,9143.970799,91.280631,4.840772,0.055004,35.067498,1.930816,-272.057344,-0.001312,-0.000466,0.001861,0.890079,6,1.710524,-0.000186,-0.000186,-0.000525,0.000525,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186
67.1162,-1.002146,0.080398,9143.970822,91.280846,4.840741,0.054848,35.059399,1.924864,-272.05843,-0.001348,-0.000266,0.00185,0.890079,6,1.711423,-0.000106,-0.000106,-0.000539,0.000539,0.000185,0.000185,0.000185,0.000185,0.000185,0.000185
67.25,-1.001816,0.080391,9143.970848,91.281092,4.840692,0.054668,35.046458,1.917828,-272.060147,-0.001345,-0.000366,0.001843,0.890079,6,1.710256,-0.000146,-0.000146,-0.000538,0.000538,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
67.75,-1.000583,0.080363,9143.970944,91.282011,4.840664,0.053994,35.040164,1.893795,-272.061126,-0.001348,-0.000056,0.001837,0.890079,6,1.700193,-0.000022,-0.000022,-0.000539,0.000539,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
67.883369,-1.000254,0.080356,9143.97097,91.282254,4.840631,0.053821,35.031664,1.887279,-272.062266,-0.001292,-0.000244,0.001826,0.890079,6,1.706394,-0.000097,-0.000097,-0.000517,0.000517,0.000183,0.000183,0.000183,0.000183,0.000183,0.000183
68,-0.999967,0.08035,9143.970992,91.282466,4.840508,0.053675,34.998464,1.880345,-272.066587,-0.001257,-0.001057,0.001813,0.890079,6,1.706008,-0.000423,-0.000423,-0.000503,0.000503,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181
68.2,-0.999473,0.080339,9143.971031,91.282827,4.840478,0.053418,34.990718,1.870921,-272.067648,-0.001283,-0.000151,0.001806,0.890079,6,1.703221,-0.000061,-0.000061,-0.000513,0.000513,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181
68.8,-0.997994,0.080306,9143.971145,91.283908,4.840449,0.052664,34.984385,1.844116,-272.068646,-0.001257,-0.000047,0.001801,0.890079,6,1.692133,-0.000019,-0.000019,-0.000503,0.000503,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018
69,-0.9975,0.080295,9143.971183,91.284266,4.840401,0.052433,34.971523,1.835338,-272.070358,-0.001155,-0.000245,0.001792,0.890079,6,1.698493,-0.000098,-0.000098,-0.000462,0.000462,0.000179,0.000179,0.000179,0.000179,0.000179,0.000179
69.1162,-0.997214,0.080288,9143.971205,91.284472,4.840253,0.052304,34.931654,1.82872,-272.075525,-0.001112,-0.00127,0.001777,0.890079,6,1.699386,-0.000508,-0.000508,-0.000445,0.000445,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178
69.3,-0.99676,0.080278,9143.97124,91.284797,4.840207,0.052088,34.919488,1.82052,-272.077141,-0.001175,-0.000251,0.001766,0.890079,6,1.697051,-0.000101,-0.000101,-0.00047,0.00047,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177
69.75,-0.995651,0.080253,9143.971325,91.285587,4.840179,0.051538,34.912898,1.800924,-272.078118,-0.001222,-0.000062,0.001756,0.890079,6,1.689516,-0.000025,-0.000025,-0.000489,0.000489,0.000176,0.000176,0.000176,0.000176,0.000176,0.000176
69.883369,-0.995322,0.080246,9143.97135,91.28582,4.840134,0.051378,34.900986,1.794736,-272.079687,-0.001194,-0.000337,0.001745,0.890079,6,1.694633,-0.000135,-0.000135,-0.000478,0.000478,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174
70,-0.995034,0.080239,9143.971372,91.286022,4.840023,0.051241,34.871197,1.788412,-272.083548,-0.001175,-0.000948,0.001733,0.890079,6,1.694277,-0.000379,-0.000379,-0.00047,0.00047,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173
70.2,-0.994541,0.080228,9143.971409,91.286367,4.839993,0.051002,34.863318,1.779626,-272.084615,-0.001199,-0.000153,0.001726,0.890079,6,1.691603,-0.000061,-0.000061,-0.00048,0.00048,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173
70.784413,-0.993099,0.080196,9143.971518,91.287374,4.839964,0.050316,34.856802,1.755321,-272.085608,-0.001174,-0.000049,0.001722,0.890079,6,1.681296,-0.000019,-0.000019,-0.00047,0.00047,0.000172,0.000172,0.000172,0.000172,0.000172,0.000172
71,-0.992568,0.080184,9143.971558,91.287743,4.839915,0.050083,34.843917,1.746565,-272.087315,-0.001076,-0.000227,0.001714,0.890079,6,1.686854,-0.000091,-0.000091,-0.000431,0.000431,0.000171,0.000171,0.000171,0.000171,0.000171,0.000171
71.1162,-0.992281,0.080178,9143.97158,91.287941,4.839772,0.049963,34.805066,1.740426,-272.092327,-0.001034,-0.001237,0.0017,0.890079,6,1.688024,-0.000495,-0.000495,-0.000413,0.000413,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017
71.3,-0.991828,0.080168,9143.971614,91.288251,4.839722,0.049762,34.791781,1.732754,-272.094075,-0.001093,-0.000273,0.001689,0.890079,6,1.685784,-0.000109,-0.000109,-0.000437,0.000437,0.000169,0.000169,0.000169,0.000169,0.000169,0.000169
71.666607,-0.990924,0.080147,9143.971682,91.288867,4.839694,0.049345,34.784951,1.717857,-272.095042,-0.001139,-0.000076,0.00168,0.890079,6,1.680482,-0.00003,-0.00003,-0.000455,0.000455,0.000168,0.000168,0.000168,0.000168,0.000168,0.000168
71.8,-0.990595,0.08014,9143.971706,91.28909,4.839649,0.049195,34.773004,1.712044,-272.096606,-0.001123,-0.000337,0.00167,0.890079,6,1.683974,-0.000135,-0.000135,-0.000449,0.000449,0.000167,0.000167,0.000167,0.000167,0.000167,0.000167
71.883369,-0.990389,0.080135,9143.971721,91.289228,4.839559,0.049103,34.748747,1.707629,-272.099733,-0.001109,-0.001078,0.001661,0.890079,6,1.684425,-0.000431,-0.000431,-0.000444,0.000444,0.000166,0.000166,0.000166,0.000166,0.000166,0.000166
72,-0.990101,0.080129,9143.971743,91.289421,4.839528,0.048971,34.740542,1.702628,-272.100812,-0.001132,-0.000266,0.001655,0.890079,6,1.683196,-0.000106,-0.000106,-0.000453,0.000453,0.000166,0.000166,0.000166,0.000166,0.000166,0.000166
72.2,-0.989608,0.080118,9143.971367,91.289641,4.839503,0.047432,34.730031,1.648552,-272.053348,-0.007693,-0.000127,0.001098,0.889921,6,1.680626,-0.000051,-0.000051,-0.003077,0.003077,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011
72.784411,-0.988168,0.080085,9143.968126,91.289736,4.861837,0.036499,40.767154,1.488612,-270.932043,-0.018708,0.038216,0.000163,0.889012,6,1.670243,0.015287,0.015287,-0.007483,0.007483,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
73,-0.987637,0.080074,9143.968274,91.289716,4.870674,0.032391,43.149977,1.398162,-270.470579,-0.019054,0.040992,-0.000096,0.888715,6,1.67312,0.016397,0.016397,-0.007621,0.007621,-0.00001,-0.00001,-0.00001,-0.00001,-0.00001,-0.00001
73.1162,-0.987351,0.080067,9143.968326,91.289715,4.870011,0.030713,42.966403,1.320045,-270.457538,-0.01444,-0.005706,-0.000001,0.888578,6,1.67344,-0.002282,-0.002282,-0.005776,0.005776,0,0,0,0,0,0
73.3,-0.986898,0.080057,9143.968384,91.28971,4.870289,0.028212,43.034906,1.214421,-270.383811,-0.013608,0.001513,-0.000029,0.888375,6,1.670907,0.000605,0.000605,-0.005443,0.005443,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003
73.8,-0.985668,0.080029,9143.96863,91.289729,4.871934,0.02223,43.460293,0.9663,-270.153274,-0.011963,0.003289,0.000037,0.887852,6,1.662231,0.001316,0.001316,-0.004785,0.004785,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
73.883369,-0.985463,0.080025,9143.968652,91.289734,4.876798,0.021384,44.770553,0.957538,-269.915131,-0.010148,0.05835,0.00006,0.887774,6,1.667611,0.02334,0.02334,-0.004059,0.004059,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
74,-0.985176,0.080018,9143.968684,91.28973,4.875336,0.020273,44.3721,0.899697,-269.951022,-0.009526,-0.012538,-0.000035,0.887678,6,1.666217,-0.005015,-0.005015,-0.00381,0.00381,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004
74.2,-0.984684,0.080007,9143.968722,91.289724,4.876096,0.018453,44.570874,0.822546,-269.868712,-0.009104,0.003802,-0.000029,0.887519,6,1.663477,0.001521,0.001521,-0.003641,0.003641,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003
74.784412,-0.983247,0.079975,9143.96897,91.289746,4.877418,0.013953,44.908355,0.626668,-269.675492,-0.007699,0.002261,0.000038,0.887078,6,1.653471,0.000905,0.000905,-0.003079,0.003079,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
75,-0.982717,0.079963,9143.96905,91.289766,4.881557,0.012714,46.017376,0.585078,-269.444437,-0.005751,0.019197,0.000094,0.886936,6,1.6575,0.007679,0.007679,-0.0023,0.0023,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
75.1162,-0.982431,0.079957,9143.969077,91.289773,4.881114,0.012141,45.895187,0.557226,-269.445081,-0.00493,-0.003806,0.000056,0.886872,6,1.658225,-0.001522,-0.001522,-0.001972,0.001972,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
75.3,-0.98198,0.079946,9143.969107,91.289776,4.881219,0.011221,45.918993,0.515291,-269.411043,-0.005002,0.000571,0.000019,0.886775,6,1.655974,0.000229,0.000229,-0.002001,0.002001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
75.8,-0.980751,0.079919,9143.969231,91.289785,4.881988,0.008868,46.11413,0.408947,-269.300286,-0.004707,0.001537,0.000017,0.886527,6,1.647889,0.000615,0.000615,-0.001883,0.001883,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
75.883369,-0.980547,0.079914,9143.969242,91.289786,4.884276,0.008522,46.728568,0.398224,-269.182918,-0.004151,0.027454,0.00001,0.886491,6,1.653824,0.010982,0.010982,-0.00166,0.00166,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
76,-0.98026,0.079908,9143.969258,91.289783,4.883511,0.008071,46.520379,0.375452,-269.204725,-0.00387,-0.00656,-0.000019,0.886445,6,1.652588,-0.002624,-0.002624,-0.001548,0.001548,-0.000002,-0.000002,-0.000002,-0.000002,-0.000002,-0.000002
76.2,-0.979769,0.079897,9143.969278,91.28978,4.883864,0.007338,46.611716,0.342034,-269.165335,-0.003664,0.001765,-0.000015,0.886369,6,1.65008,0.000706,0.000706,-0.001465,0.001465,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001
76.666607,-0.978623,0.079871,9143.969362,91.289785,4.884478,0.005876,46.768405,0.274837,-269.086032,-0.003132,0.001314,0.000009,0.886203,6,1.643162,0.000526,0.000526,-0.001253,0.001253,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
76.784413,-0.978334,0.079864,9143.969376,91.289787,4.885953,0.005572,47.163389,0.262813,-269.005402,-0.002582,0.012522,0.000018,0.886165,6,1.647942,0.005009,0.005009,-0.001033,0.001033,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
77,-0.977804,0.079852,9143.969407,91.289787,4.885547,0.005057,47.051196,0.237962,-269.005971,-0.002388,-0.001881,0.000001,0.886104,6,1.645178,-0.000752,-0.000752,-0.000955,0.000955,0,0,0,0,0,0
77.1162,-0.977519,0.079846,9143.969415,91.289787,4.886051,0.004792,47.185135,0.226107,-268.97282,-0.002286,0.004336,-0.000004,0.886073,6,1.646097,0.001734,0.001734,-0.000914,0.000914,0,0,0,0,0,0
77.3,-0.977068,0.079836,9143.969431,91.289785,4.886084,0.004396,47.191519,0.207478,-268.957255,-0.002151,0.000177,-0.000007,0.886027,6,1.644015,0.000071,0.000071,-0.000861,0.000861,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001
77.75,-0.975963,0.079811,9143.969483,91.289787,4.88644,0.003548,47.281687,0.167743,-268.907853,-0.001886,0.000791,0.000004,0.88592,6,1.637387,0.000316,0.000316,-0.000754,0.000754,0,0,0,0,0,0
77.883369,-0.975636,0.079804,9143.969494,91.289788,4.887386,0.003338,47.534711,0.158662,-268.854357,-0.001574,0.007097,0.000008,0.885891,6,1.641654,0.002839,0.002839,-0.00063,0.00063,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
78,-0.975349,0.079797,9143.969502,91.289788,4.887136,0.003169,47.466333,0.150428,-268.859495,-0.001446,-0.002144,0,0.885869,6,1.6413,-0.000857,-0.000857,-0.000578,0.000578,0,0,0,0,0,0
78.25,-0.974736,0.079783,9143.969517,91.289788,4.88724,0.002822,47.491846,0.13402,-268.840765,-0.001389,0.000415,-0.000002,0.885823,6,1.637894,0.000166,0.000166,-0.000556,0.000556,0,0,0,0,0,0
78.78441,-0.973424,0.079754,9143.969575,91.289792,4.887622,0.002198,47.58962,0.104618,-268.794947,-0.001167,0.000714,0.000008,0.885732,6,1.630701,0.000286,0.000286,-0.000467,0.000467,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
79,-0.972895,0.079742,9143.969594,91.289795,4.888376,0.002008,47.790792,0.095949,-268.749278,-0.000884,0.003501,0.000015,0.8857,6,1.634615,0.0014,0.0014,-0.000354,0.000354,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
79.1162,-0.97261,0.079735,9143.969601,91.289796,4.888213,0.001916,47.746015,0.091498,-268.752606,-0.000786,-0.001409,0.000008,0.885686,6,1.635595,-0.000563,-0.000563,-0.000314,0.000314,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
79.3,-0.972159,0.079725,9143.969608,91.289796,4.888199,0.00177,47.74108,0.084519,-268.746606,-0.000794,-0.000076,0.000003,0.885664,6,1.633628,-0.00003,-0.00003,-0.000318,0.000318,0,0,0,0,0,0
79.75,-0.971054,0.0797,9143.969634,91.289797,4.888354,0.001434,47.779988,0.068512,-268.723717,-0.000748,0.000344,0.000002,0.885613,6,1.627282,0.000138,0.000138,-0.000299,0.000299,0,0,0,0,0,0
79.883369,-0.970727,0.079693,9143.96964,91.289798,4.888781,0.001347,47.894013,0.064532,-268.699191,-0.000649,0.003202,0.000002,0.885599,6,1.63159,0.001281,0.001281,-0.000259,0.000259,0,0,0,0,0,0
80,-0.970441,0.079687,9143.969644,91.289798,4.888604,0.001278,47.84601,0.061163,-268.70444,-0.000592,-0.001514,-0.000001,0.885589,6,1.631295,-0.000605,-0.000605,-0.000237,0.000237,0,0,0,0,0,0
80.25,-0.969827,0.079673,9143.969652,91.289798,4.888638,0.001278,47.85395,0.061174,-268.696256,0,0.000136,0,0.885567,6,1.628031,0.000054,0.000054,0,0,0,0,0,0,0,0
80.7,-0.968723,0.079648,9143.969673,91.289798,4.888806,0.001278,47.896989,0.061229,-268.677158,0,0.000372,0,0.88553,6,1.622832,0.000149,0.000149,0,0,0,0,0,0,0,0
81,-0.967987,0.079631,9143.96969,91.289798,4.889057,0.001278,47.963404,0.061313,-268.6586,0,0.000838,0,0.885509,6,1.623784,0.000335,0.000335,0,0,0,0,0,0,0,0
81.1162,-0.967702,0.079625,9143.969694,91.289798,4.889031,0.001278,47.955955,0.061304,-268.657682,0,-0.000226,0,0.885502,6,1.626099,-0.00009,-0.00009,0,0,0,0,0,0,0,0
81.3,-0.967251,0.079615,9143.969699,91.289798,4.888951,0.001278,47.93391,0.061276,-268.658335,0,-0.000435,0,0.885491,6,1.624219,-0.000174,-0.000174,0,0,0,0,0,0,0,0
81.666607,-0.966351,0.079595,9143.969711,91.289798,4.889011,0.001278,47.949049,0.061295,-268.649427,0,0.000165,0,0.885471,6,1.619759,0.000066,0.000066,0,0,0,0,0,0,0,0
81.8,-0.966024,0.079587,9143.969715,91.289798,4.889142,0.001278,47.983759,0.06134,-268.641182,0,0.000978,0,0.885465,6,1.622756,0.000391,0.000391,0,0,0,0,0,0,0,0
81.883369,-0.96582,0.079583,9143.969717,91.289798,4.889041,0.001278,47.956553,0.061305,-268.644876,0,-0.001206,0,0.885461,6,1.623155,-0.000482,-0.000482,0,0,0,0,0,0,0,0
82,-0.965533,0.079576,9143.969719,91.289798,4.889026,0.001278,47.952087,0.061299,-268.644106,0,-0.000134,0,0.885456,6,1.622128,-0.000054,-0.000054,0,0,0,0,0,0,0,0
82.25,-0.96492,0.079562,9143.969725,91.289798,4.889046,0.001278,47.956975,0.061305,-268.639988,0,0.000081,0,0.885446,6,1.618984,0.000032,0.000032,0,0,0,0,0,0,0,0
82.7,-0.963816,0.079537,9143.96974,91.289798,4.889111,0.001278,47.973597,0.061327,-268.631539,0,0.000145,0,0.885428,6,1.613986,0.000058,0.000058,0,0,0,0,0,0,0,0
83,-0.96308,0.079521,9143.969751,91.289798,4.8892,0.001278,47.996948,0.061356,-268.62415,0,0.000297,0,0.885418,6,1.614989,0.000119,0.000119,0,0,0,0,0,0,0,0
83.1162,-0.962795,0.079515,9143.969754,91.289798,4.889131,0.001278,47.978133,0.061332,-268.626434,0,-0.000597,0,0.885415,6,1.617286,-0.000239,-0.000239,0,0,0,0,0,0,0,0
83.3,-0.962344,0.079504,9143.969759,91.289798,4.889056,0.001278,47.957621,0.061306,-268.628523,0,-0.00041,0,0.88541,6,1.615479,-0.000164,-0.000164,0,0,0,0,0,0,0,0
83.8,-0.961117,0.079477,9143.969772,91.289798,4.88907,0.001278,47.960931,0.06131,-268.623873,0,0.00003,0,0.885397,6,1.60861,0.000012,0.000012,0,0,0,0,0,0,0,0
83.883369,-0.960913,0.079472,9143.969774,91.289798,4.889148,0.001278,47.9817,0.061337,-268.619566,0,0.000932,0,0.885395,6,1.614542,0.000373,0.000373,0,0,0,0,0,0,0,0
84,-0.960626,0.079466,9143.969777,91.289798,4.888993,0.001278,47.939783,0.061283,-268.626303,0,-0.001334,0,0.885392,6,1.613555,-0.000534,-0.000534,0,0,0,0,0,0,0,0
84.25,-0.960013,0.079452,9143.969782,91.289798,4.888994,0.001278,47.940005,0.061284,-268.624719,0,0.000007,0,0.885387,6,1.610517,0.000003,0.000003,0,0,0,0,0,0,0,0
84.7,-0.958909,0.079427,9143.969793,91.289798,4.889011,0.001278,47.943934,0.061289,-268.621409,0,0.000036,0,0.885379,6,1.605693,0.000014,0.000014,0,0,0,0,0,0,0,0
85,-0.958173,0.07941,9143.969801,91.289798,4.889021,0.001278,47.946508,0.061292,-268.619418,0,0.000035,0,0.885374,6,1.606722,0.000014,0.000014,0,0,0,0,0,0,0,0
85.1162,-0.957888,0.079404,9143.969804,91.289798,4.888931,0.001278,47.922214,0.061261,-268.62324,0,-0.000775,0,0.885373,6,1.608988,-0.00031,-0.00031,0,0,0,0,0,0,0,0
85.284412,-0.957475,0.079395,9143.969808,91.289798,4.888858,0.001278,47.90246,0.061236,-268.626078,0,-0.000435,0,0.88537,6,1.607539,-0.000174,-0.000174,0,0,0,0,0,0,0,0
85.8,-0.95621,0.079366,9143.969819,91.289798,4.888849,0.001278,47.899642,0.061232,-268.624583,0,-0.000018,0,0.885364,6,1.60036,-0.000007,-0.000007,0,0,0,0,0,0,0,0
85.883369,-0.956006,0.079362,9143.969821,91.289798,4.88887,0.001278,47.905153,0.061239,-268.623315,0,0.000248,0,0.885363,6,1.606406,0.000099,0.000099,0,0,0,0,0,0,0,0
86,-0.95572,0.079355,9143.969823,91.289798,4.888727,0.001278,47.866795,0.06119,-268.629797,0,-0.001222,0,0.885362,6,1.605455,-0.000489,-0.000489,0,0,0,0,0,0,0,0
86.25,-0.955107,0.079341,9143.969828,91.289798,4.888719,0.001278,47.864446,0.061187,-268.629481,0,-0.000033,0,0.88536,6,1.602514,-0.000013,-0.000013,0,0,0,0,0,0,0,0
86.666607,-0.954084,0.079318,9143.969837,91.289798,4.888712,0.001278,47.86236,0.061184,-268.628704,0,-0.000017,0,0.885356,6,1.598464,-0.000007,-0.000007,0,0,0,0,0,0,0,0
86.75,-0.95388,0.079314,9143.969839,91.289798,4.888682,0.001278,47.854261,0.061174,-268.629943,0,-0.00036,0,0.885355,6,1.60301,-0.000144,-0.000144,0,0,0,0,0,0,0,0
87,-0.953267,0.0793,9143.969844,91.289798,4.888573,0.001278,47.824863,0.061136,-268.634624,0,-0.000436,0,0.885353,6,1.599618,-0.000175,-0.000175,0,0,0,0,0,0,0,0
87.1162,-0.952982,0.079294,9143.969846,91.289798,4.888572,0.001278,47.824564,0.061136,-268.634434,0,-0.000008,0,0.885353,6,1.601119,-0.000003,-0.000003,0,0,0,0,0,0,0,0
87.284411,-0.952569,0.079284,9143.96985,91.289798,4.888512,0.001278,47.808432,0.061115,-268.636976,0,-0.000356,0,0.885352,6,1.59972,-0.000142,-0.000142,0,0,0,0,0,0,0,0
87.8,-0.951304,0.079256,9143.96986,91.289798,4.888493,0.001278,47.803269,0.061109,-268.636934,0,-0.000036,0,0.885349,6,1.592754,-0.000014,-0.000014,0,0,0,0,0,0,0,0
87.883369,-0.951099,0.079251,9143.969862,91.289798,4.888482,0.001278,47.800259,0.061105,-268.637332,0,-0.000133,0,0.885348,6,1.598676,-0.000053,-0.000053,0,0,0,0,0,0,0,0
88,-0.950813,0.079245,9143.969864,91.289798,4.888348,0.001278,47.76431,0.061059,-268.643555,0,-0.001146,0,0.885348,6,1.597757,-0.000459,-0.000459,0,0,0,0,0,0,0,0
88.25,-0.9502,0.079231,9143.969869,91.289798,4.888335,0.001278,47.760736,0.061054,-268.643837,0,-0.000052,0,0.885346,6,1.594906,-0.000021,-0.000021,0,0,0,0,0,0,0,0
88.7,-0.949096,0.079206,9143.969878,91.289798,4.888317,0.001278,47.755795,0.061048,-268.644119,0,-0.00004,0,0.885345,6,1.590386,-0.000016,-0.000016,0,0,0,0,0,0,0,0
89,-0.94836,0.07919,9143.969884,91.289798,4.888273,0.001278,47.74382,0.061033,-268.645896,0,-0.000148,0,0.885343,6,1.591433,-0.000059,-0.000059,0,0,0,0,0,0,0,0
89.1162,-0.948075,0.079183,9143.969887,91.289798,4.888168,0.001278,47.71569,0.060997,-268.650777,0,-0.0009,0,0.885343,6,1.593625,-0.00036,-0.00036,0,0,0,0,0,0,0,0
89.284413,-0.947662,0.079174,9143.96989,91.289798,4.888097,0.001278,47.696451,0.060972,-268.654036,0,-0.000425,0,0.885343,6,1.592272,-0.00017,-0.00017,0,0,0,0,0,0,0,0
89.8,-0.946398,0.079145,9143.9699,91.289798,4.888074,0.001278,47.690244,0.060964,-268.654681,0,-0.000044,0,0.885341,6,1.585504,-0.000018,-0.000018,0,0,0,0,0,0,0,0
89.883369,-0.946193,0.079141,9143.969901,91.289798,4.888047,0.001278,47.68309,0.060955,-268.655886,0,-0.000319,0,0.885341,6,1.591304,-0.000128,-0.000128,0,0,0,0,0,0,0,0
90,-0.945907,0.079134,9143.969904,91.289798,4.887918,0.001278,47.648311,0.060911,-268.661975,0,-0.001109,0,0.885341,6,1.590416,-0.000444,-0.000444,0,0,0,0,0,0,0,0
90.25,-0.945294,0.07912,9143.969908,91.289798,4.887903,0.001278,47.644141,0.060905,-268.662546,0,-0.000062,0,0.88534,6,1.587649,-0.000025,-0.000025,0,0,0,0,0,0,0,0
90.7,-0.94419,0.079096,9143.969917,91.289798,4.887879,0.001278,47.63782,0.060897,-268.663383,0,-0.000052,0,0.885339,6,1.583266,-0.000021,-0.000021,0,0,0,0,0,0,0,0
91,-0.943454,0.079079,9143.969923,91.289798,4.887826,0.001278,47.623581,0.060879,-268.665741,0,-0.000176,0,0.885339,6,1.584315,-0.000071,-0.000071,0,0,0,0,0,0,0,0
91.1162,-0.943169,0.079073,9143.969925,91.289798,4.88772,0.001278,47.594853,0.060842,-268.670776,0,-0.00092,0,0.885338,6,1.586468,-0.000368,-0.000368,0,0,0,0,0,0,0,0
91.284413,-0.942756,0.079063,9143.969929,91.289798,4.887648,0.001278,47.575694,0.060818,-268.674094,0,-0.000424,0,0.885338,6,1.585159,-0.000169,-0.000169,0,0,0,0,0,0,0,0
91.666607,-0.941818,0.079042,9143.969936,91.289798,4.887623,0.001278,47.568969,0.060809,-268.675124,0,-0.000065,0,0.885338,6,1.580876,-0.000026,-0.000026,0,0,0,0,0,0,0,0
91.8,-0.941491,0.079035,9143.969938,91.289798,4.887587,0.001278,47.559306,0.060797,-268.676783,0,-0.000269,0,0.885338,6,1.583857,-0.000108,-0.000108,0,0,0,0,0,0,0,0
91.883369,-0.941287,0.07903,9143.96994,91.289798,4.887494,0.001278,47.534271,0.060765,-268.681185,0,-0.001117,0,0.885337,6,1.58426,-0.000447,-0.000447,0,0,0,0,0,0,0,0
92,-0.941,0.079024,9143.969942,91.289798,4.887464,0.001278,47.526154,0.060754,-268.682582,0,-0.000259,0,0.885337,6,1.583401,-0.000104,-0.000104,0,0,0,0,0,0,0,0
92.25,-0.940387,0.07901,9143.969947,91.289798,4.887445,0.001278,47.521105,0.060748,-268.683394,0,-0.000075,0,0.885337,6,1.580712,-0.00003,-0.00003,0,0,0,0,0,0,0,0
92.75,-0.939161,0.078982,9143.969956,91.289798,4.887419,0.001278,47.514143,0.060739,-268.684474,0,-0.000052,0,0.885337,6,1.575608,-0.000021,-0.000021,0,0,0,0,0,0,0,0
93,-0.938547,0.078969,9143.969961,91.289798,4.887363,0.001278,47.498979,0.06072,-268.687089,0,-0.000226,0,0.885336,6,1.578189,-0.00009,-0.00009,0,0,0,0,0,0,0,0
93.1162,-0.938262,0.078962,9143.969964,91.289798,4.887242,0.001278,47.466486,0.060678,-268.692805,0,-0.001041,0,0.885336,6,1.579623,-0.000416,-0.000416,0,0,0,0,0,0,0,0
93.284411,-0.93785,0.078953,9143.969967,91.289798,4.887184,0.001278,47.450784,0.060658,-268.695543,0,-0.000347,0,0.885336,6,1.578354,-0.000139,-0.000139,0,0,0,0,0,0,0,0
93.8,-0.936585,0.078924,9143.969976,91.289798,4.887158,0.001278,47.443722,0.060649,-268.696686,0,-0.000051,0,0.885336,6,1.571952,-0.00002,-0.00002,0,0,0,0,0,0,0,0
93.883369,-0.93638,0.07892,9143.969978,91.289798,4.88712,0.001278,47.433666,0.060636,-268.698446,0,-0.000449,0,0.885336,6,1.577518,-0.00018,-0.00018,0,0,0,0,0,0,0,0
94,-0.936094,0.078913,9143.96998,91.289798,4.886994,0.001278,47.399707,0.060593,-268.70442,0,-0.001084,0,0.885336,6,1.576685,-0.000433,-0.000433,0,0,0,0,0,0,0,0
94.25,-0.935481,0.0789,9143.969985,91.289798,4.886977,0.001278,47.395119,0.060587,-268.705191,0,-0.000068,0,0.885336,6,1.574072,-0.000027,-0.000027,0,0,0,0,0,0,0,0
94.75,-0.934254,0.078872,9143.969994,91.289798,4.88695,0.001278,47.387828,0.060578,-268.706405,0,-0.000054,0,0.885335,6,1.569111,-0.000022,-0.000022,0,0,0,0,0,0,0,0
95,-0.933641,0.078858,9143.969999,91.289798,4.886891,0.001278,47.372071,0.060557,-268.709152,0,-0.000234,0,0.885335,6,1.571654,-0.000094,-0.000094,0,0,0,0,0,0,0,0
95.1162,-0.933356,0.078852,9143.970001,91.289798,4.88677,0.001278,47.339539,0.060516,-268.714873,0,-0.001042,0,0.885335,6,1.573066,-0.000417,-0.000417,0,0,0,0,0,0,0,0
95.2,-0.93315,0.078847,9143.970003,91.289798,4.886711,0.001278,47.323831,0.060496,-268.717631,0,-0.000698,0,0.885335,6,1.573229,-0.000279,-0.000279,0,0,0,0,0,0,0,0
