航向角,过载,高度,速度
0.000859934,1.54758,10000,539.025
0.0018728,1.46867,10000,538.981
0.00312948,1.35816,10000,538.939
0.00445176,1.24364,10000,538.897
0.00564758,1.12905,10000,538.854
0.00651569,1.01893,10000,538.81
0.00684448,0.917782,10000,538.766
0.00652646,0.829535,10000,538.721
0.00559767,0.757332,10000,538.676
0.00415704,0.703401,10000,538.631
0.00236256,0.668967,10000,538.585
0.000414599,0.654236,10000,538.539
-0.00146768,0.65843,10000,538.494
-0.00307244,0.67989,10000,538.449
-0.00421918,0.716243,10000,538.404
-0.00477712,0.764615,10000,538.36
-0.00467557,0.821867,10000,538.316
-0.00390599,0.884833,10000,538.273
-0.00251665,0.950514,10000,538.231
-0.000600538,1.01621,10000,538.189
0.00171772,1.07973,10000,538.148
0.00432341,1.13936,10000,538.107
0.00711903,1.19379,10000,538.066
0.00998825,1.24209,10000,538.026
0.0128012,1.28367,10000,537.986
0.0154314,1.31793,10000,537.946
0.0177663,1.34367,10000,537.907
0.0197138,1.36297,10000,537.868
0.0212138,1.37634,10000,537.829
0.0222347,1.38482,10000,537.79
0.0227826,1.38963,10000,537.752
0.0229055,1.3921,10000,537.713
0.0226917,1.39364,10000,537.675
0.0222654,1.39558,10000,537.637
0.0217773,1.39916,10000,537.599
0.021391,1.40534,10000,537.561
0.021267,1.41481,10000,537.523
0.0215482,1.42795,10000,537.486
0.0223462,1.44483,10000,537.449
0.0237334,1.46526,10000,537.412
0.0257384,1.48885,10000.1,537.375
0.0283469,1.51505,10000.1,537.339
0.0315066,1.54324,10000.1,537.303
0.0351355,1.57274,10000.1,537.268
0.0391305,1.60289,10000.1,537.232
0.0433783,1.63302,10000.1,537.198
0.0477637,1.66251,10000.1,537.163
0.052179,1.6908,10000.1,537.129
0.0565306,1.71745,10000.1,537.095
0.0607456,1.74211,10000.1,537.062
0.0647761,1.76461,10000.1,537.029
0.0686025,1.78492,10000.2,536.996
0.0722341,1.80317,10000.2,536.963
0.075708,1.81963,10000.2,536.931
0.079085,1.83465,10000.2,536.898
0.0824442,1.84868,10000.2,536.867
0.0858748,1.86212,10000.2,536.835
0.0894682,1.87539,10000.2,536.803
0.0933092,1.88882,10000.3,536.772
0.0974691,1.90267,10000.3,536.741
0.102001,1.91711,10000.3,536.71
0.106934,1.93225,10000.3,536.679
0.112279,1.94809,10000.3,536.649
0.118022,1.96459,10000.4,536.619
0.124133,1.98166,10000.4,536.589
0.130569,1.99917,10000.4,536.559
0.137279,2.01695,10000.4,536.53
0.144208,2.03483,10000.5,536.5
0.151305,2.05265,10000.5,536.471
0.158523,2.07023,10000.5,536.443
0.165826,2.08746,10000.6,536.414
0.173189,2.10424,10000.6,536.386
0.180601,2.12052,10000.6,536.357
0.188063,2.13629,10000.6,536.33
0.195592,2.15159,10000.7,536.302
0.203211,2.1665,10000.7,536.274
0.210955,2.18109,10000.7,536.247
0.218858,2.19547,10000.8,536.22
0.226959,2.20972,10000.8,536.193
0.235291,2.22391,10000.9,536.166
0.243882,2.23812,10000.9,536.139
0.252752,2.25237,10000.9,536.113
0.261912,2.26668,10001,536.086
0.271364,2.28105,10001,536.06
0.281101,2.29546,10001.1,536.034
0.291109,2.30989,10001.1,536.009
0.30137,2.32429,10001.2,535.983
0.311863,2.33864,10001.2,535.958
0.322567,2.35288,10001.2,535.932
0.333462,2.367,10001.3,535.907
0.344531,2.38097,10001.3,535.882
0.355762,2.39478,10001.4,535.858
0.367149,2.40842,10001.4,535.833
0.378691,2.4219,10001.5,535.808
0.390394,2.43526,10001.6,535.784
0.402266,2.44851,10001.6,535.76
0.414321,2.46169,10001.7,535.736
0.426573,2.47483,10001.7,535.712
0.439038,2.48797,10001.8,535.688
0.45173,2.50111,10001.8,535.664
0.464661,2.51427,10001.9,535.641
0.47784,2.52745,10002,535.617
0.491272,2.54065,10002,535.594
0.504959,2.55384,10002.1,535.571
0.518897,2.56702,10002.2,535.548
0.533081,2.58015,10002.2,535.525
0.547502,2.59321,10002.3,535.502
0.562151,2.60618,10002.4,535.479
0.577018,2.61904,10002.4,535.457
0.592093,2.63177,10002.5,535.434
0.607368,2.64436,10002.6,535.412
0.622838,2.65682,10002.7,535.389
0.638497,2.66914,10002.7,535.367
0.654346,2.68134,10002.8,535.345
0.670386,2.69343,10002.9,535.323
0.68662,2.70544,10003,535.301
0.703054,2.71739,10003,535.279
0.719694,2.72929,10003.1,535.257
0.736548,2.74116,10003.2,535.236
0.753621,2.75302,10003.3,535.214
0.770919,2.76487,10003.4,535.193
0.788447,2.77672,10003.5,535.171
0.806207,2.78857,10003.5,535.15
0.824199,2.8004,10003.6,535.129
0.842424,2.81221,10003.7,535.108
0.860877,2.82398,10003.8,535.086
0.879555,2.8357,10003.9,535.065
0.898454,2.84736,10004,535.044
0.917568,2.85893,10004.1,535.024
0.936892,2.87042,10004.2,535.003
0.956422,2.88182,10004.3,534.982
0.976154,2.89311,10004.4,534.961
0.996084,2.90431,10004.5,534.941
1.01621,2.9154,10004.6,534.92
1.03654,2.92641,10004.7,534.899
1.05706,2.93734,10004.8,534.879
1.07778,2.9482,10004.9,534.859
1.0987,2.95899,10005,534.838
1.11983,2.96973,10005.1,534.818
1.14116,2.98043,10005.2,534.797
1.16269,2.9911,10005.3,534.777
1.18444,3.00173,10005.4,534.757
1.2064,3.01232,10005.5,534.737
1.22857,3.02289,10005.6,534.717
1.25094,3.03342,10005.8,534.697
1.27353,3.0439,10005.9,534.677
1.29632,3.05434,10006,534.657
1.31932,3.06473,10006.1,534.637
1.34251,3.07506,10006.2,534.617
1.36591,3.08533,10006.3,534.597
1.3895,3.09553,10006.5,534.577
1.41329,3.10565,10006.6,534.557
1.43727,3.11571,10006.7,534.537
1.46144,3.1257,10006.8,534.518
1.48579,3.13561,10006.9,534.498
1.51034,3.14546,10007.1,534.478
1.53507,3.15525,10007.2,534.458
1.56,3.16498,10007.3,534.439
1.58511,3.17466,10007.4,534.419
1.6104,3.18428,10007.6,534.4
1.63589,3.19386,10007.7,534.38
1.66157,3.20339,10007.8,534.36
1.68743,3.21288,10008,534.341
1.71348,3.22233,10008.1,534.321
1.73972,3.23173,10008.2,534.302
1.76615,3.24108,10008.4,534.282
1.79276,3.25039,10008.5,534.263
1.81955,3.25965,10008.6,534.243
1.84653,3.26886,10008.8,534.224
1.87369,3.27801,10008.9,534.204
1.90102,3.28711,10009.1,534.185
1.92853,3.29616,10009.2,534.165
1.95622,3.30515,10009.3,534.146
1.98408,3.31408,10009.5,534.126
2.01211,3.32296,10009.6,534.107
2.04032,3.33178,10009.8,534.087
2.06869,3.34055,10009.9,534.068
2.09724,3.34927,10010.1,534.048
2.12595,3.35794,10010.2,534.029
2.15484,3.36657,10010.4,534.01
2.18389,3.37515,10010.5,533.99
2.21311,3.38368,10010.7,533.971
2.2425,3.39217,10010.8,533.951
2.27205,3.40061,10011,533.932
2.30177,3.40901,10011.1,533.912
2.33165,3.41736,10011.3,533.893
2.3617,3.42567,10011.4,533.874
2.39191,3.43393,10011.6,533.854
2.42228,3.44215,10011.7,533.835
2.4528,3.45032,10011.9,533.815
2.48349,3.45844,10012.1,533.796
2.51433,3.46651,10012.2,533.776
2.54533,3.47454,10012.4,533.757
2.57648,3.48252,10012.5,533.737
2.60778,3.49045,10012.7,533.718
2.63924,3.49834,10012.9,533.698
2.67084,3.50618,10013,533.679
2.7026,3.51397,10013.2,533.659
2.7345,3.52172,10013.3,533.64
2.76656,3.52943,10013.5,533.62
2.79876,3.5371,10013.7,533.601
2.83111,3.54472,10013.8,533.581
2.8636,3.5523,10014,533.561
2.89624,3.55984,10014.2,533.542
2.92902,3.56734,10014.3,533.522
2.96195,3.5748,10014.5,533.503
2.99501,3.58221,10014.7,533.483
3.02822,3.58959,10014.9,533.463
3.06156,3.59692,10015,533.444
3.09505,3.60421,10015.2,533.424
3.12867,3.61146,10015.4,533.404
3.16243,3.61867,10015.5,533.384
3.19632,3.62583,10015.7,533.365
3.23035,3.63296,10015.9,533.345
3.26451,3.64004,10016.1,533.325
3.2988,3.64708,10016.2,533.305
3.33322,3.65408,10016.4,533.285
3.36777,3.66104,10016.6,533.266
3.40245,3.66796,10016.8,533.246
3.43726,3.67485,10017,533.226
3.4722,3.68169,10017.1,533.206
3.50726,3.6885,10017.3,533.186
3.54245,3.69526,10017.5,533.166
3.57776,3.70199,10017.7,533.146
3.6132,3.70869,10017.9,533.126
3.64875,3.71534,10018,533.106
3.68443,3.72196,10018.2,533.086
3.72023,3.72854,10018.4,533.066
3.75615,3.73508,10018.6,533.046
3.79219,3.74159,10018.8,533.026
3.82835,3.74806,10019,533.006
3.86462,3.75449,10019.1,532.985
3.90101,3.76088,10019.3,532.965
3.93752,3.76724,10019.5,532.945
3.97413,3.77356,10019.7,532.925
4.01086,3.77985,10019.9,532.904
4.04771,3.7861,10020.1,532.884
4.08466,3.79231,10020.3,532.864
4.12173,3.79849,10020.4,532.844
4.1589,3.80464,10020.6,532.823
4.19618,3.81075,10020.8,532.803
4.23357,3.81682,10021,532.782
4.27107,3.82286,10021.2,532.762
4.30867,3.82887,10021.4,532.741
4.34638,3.83484,10021.6,532.721
4.38419,3.84078,10021.8,532.7
4.42211,3.84669,10022,532.68
4.46013,3.85256,10022.2,532.659
4.49825,3.8584,10022.3,532.639
4.53647,3.86421,10022.5,532.618
4.57479,3.86998,10022.7,532.597
4.61322,3.87572,10022.9,532.577
4.65174,3.88143,10023.1,532.556
4.69035,3.8871,10023.3,532.535
4.72907,3.89275,10023.5,532.515
4.76788,3.89836,10023.7,532.494
4.80678,3.90394,10023.9,532.473
4.84579,3.90949,10024.1,532.452
4.88488,3.915,10024.3,532.431
4.92407,3.92049,10024.5,532.41
4.96335,3.92594,10024.7,532.389
5.00272,3.93137,10024.9,532.368
5.04218,3.93676,10025.1,532.347
5.08173,3.94212,10025.3,532.326
5.12137,3.94746,10025.4,532.305
5.1611,3.95276,10025.6,532.284
5.20092,3.95803,10025.8,532.263
5.24082,3.96327,10026,532.242
5.28081,3.96849,10026.2,532.221
5.32089,3.97367,10026.4,532.2
5.36105,3.97883,10026.6,532.178
5.40129,3.98395,10026.8,532.157
5.44162,3.98905,10027,532.136
5.48203,3.99412,10027.2,532.115
5.52253,3.99916,10027.4,532.093
5.5631,4.00417,10027.6,532.072
5.60376,4.00916,10027.8,532.05
5.64449,4.01411,10028,532.029
5.68531,4.01904,10028.2,532.008
5.7262,4.02394,10028.4,531.986
5.76717,4.02881,10028.6,531.964
5.80822,4.03366,10028.8,531.943
5.84935,4.03847,10029,531.921
5.89055,4.04327,10029.2,531.9
5.93183,4.04803,10029.4,531.878
5.97318,4.05277,10029.6,531.856
6.01461,4.05748,10029.8,531.835
6.05611,4.06216,10030,531.813
6.09769,4.06682,10030.2,531.791
6.13933,4.07146,10030.4,531.769
6.18105,4.07606,10030.6,531.748
6.22284,4.08064,10030.8,531.726
6.2647,4.0852,10031,531.704
6.30663,4.08993,10031.2,531.682
6.34864,4.09471,10031.4,531.66
6.39071,4.09938,10031.6,531.638
6.43286,4.10393,10031.8,531.616
6.47507,4.10834,10032,531.594
6.51734,4.11261,10032.2,531.571
6.55969,4.11671,10032.4,531.549
6.60209,4.12065,10032.6,531.526
6.64455,4.12444,10032.8,531.504
6.68707,4.12808,10033,531.481
6.72964,4.13158,10033.1,531.458
6.77227,4.13495,10033.3,531.435
6.81495,4.1382,10033.5,531.413
6.85769,4.14137,10033.7,531.39
6.90047,4.14445,10033.9,531.366
6.94331,4.14746,10034.1,531.343
6.98619,4.15043,10034.3,531.32
7.02912,4.15337,10034.5,531.297
7.0721,4.15628,10034.7,531.273
7.11513,4.15918,10034.9,531.25
7.1582,4.16208,10035.1,531.226
7.20133,4.16499,10035.3,531.203
7.24449,4.16791,10035.5,531.179
7.28771,4.17084,10035.7,531.155
7.33097,4.17379,10035.9,531.131
7.37428,4.17677,10036.1,531.107
7.41763,4.17976,10036.3,531.083
7.46104,4.18276,10036.5,531.059
7.50448,4.18578,10036.7,531.035
7.54798,4.18882,10036.9,531.011
7.59152,4.19185,10037.1,530.986
7.63511,4.1949,10037.3,530.962
7.67874,4.19794,10037.5,530.937
7.72242,4.20098,10037.6,530.913
7.76615,4.20401,10037.8,530.888
7.80992,4.20703,10038,530.864
7.85373,4.21004,10038.2,530.839
7.89759,4.21303,10038.4,530.814
7.94149,4.21601,10038.6,530.789
7.98544,4.21897,10038.8,530.764
8.02943,4.22191,10039,530.739
8.07347,4.22483,10039.2,530.714
8.11754,4.22773,10039.4,530.689
8.16166,4.23062,10039.6,530.664
8.20582,4.23349,10039.8,530.639
8.25002,4.23634,10039.9,530.613
8.29427,4.23918,10040.1,530.588
8.33855,4.242,10040.3,530.563
8.38287,4.24481,10040.5,530.537
8.42724,4.24761,10040.7,530.511
8.47164,4.25039,10040.9,530.486
8.51609,4.25317,10041.1,530.46
8.56057,4.25594,10041.3,530.434
8.6051,4.25869,10041.5,530.408
8.64966,4.26144,10041.6,530.382
8.69426,4.26418,10041.8,530.356
8.7389,4.26691,10042,530.33
8.78358,4.26964,10042.2,530.304
8.82829,4.27235,10042.4,530.278
8.87305,4.27506,10042.6,530.252
8.91784,4.27776,10042.8,530.225
8.96267,4.28045,10042.9,530.199
9.00753,4.28313,10043.1,530.173
9.05244,4.28581,10043.3,530.146
9.09738,4.28847,10043.5,530.119
9.14235,4.29112,10043.7,530.093
9.18737,4.29376,10043.9,530.066
9.23242,4.29639,10044,530.039
9.2775,4.29901,10044.2,530.013
9.32262,4.30162,10044.4,529.986
9.36778,4.30421,10044.6,529.959
9.41297,4.3068,10044.8,529.932
9.4582,4.30937,10044.9,529.905
9.50346,4.31193,10045.1,529.877
9.54875,4.31448,10045.3,529.85
9.59408,4.31701,10045.5,529.823
9.63944,4.31954,10045.7,529.795
9.68484,4.32205,10045.8,529.768
9.73027,4.32455,10046,529.741
9.77574,4.32704,10046.2,529.713
9.82123,4.32952,10046.4,529.686
9.86676,4.33198,10046.5,529.658
9.91232,4.33444,10046.7,529.63
9.95792,4.33688,10046.9,529.602
10.0035,4.33931,10047.1,529.575
10.0492,4.34173,10047.2,529.547
10.0949,4.34414,10047.4,529.519
10.1406,4.34654,10047.6,529.491
10.1864,4.34893,10047.8,529.463
10.2322,4.35131,10047.9,529.434
10.278,4.35368,10048.1,529.406
10.3238,4.35604,10048.3,529.378
10.3697,4.35838,10048.4,529.35
10.4156,4.36072,10048.6,529.321
10.4616,4.36305,10048.8,529.293
10.5075,4.36537,10049,529.264
10.5535,4.36767,10049.1,529.236
10.5995,4.36997,10049.3,529.207
10.6456,4.37226,10049.5,529.179
10.6917,4.37453,10049.6,529.15
10.7378,4.3768,10049.8,529.121
10.784,4.37905,10050,529.092
10.8301,4.3813,10050.1,529.063
10.8763,4.38354,10050.3,529.034
10.9226,4.38576,10050.5,529.005
10.9688,4.38798,10050.6,528.976
11.0151,4.39019,10050.8,528.947
11.0614,4.39238,10050.9,528.918
11.1078,4.39457,10051.1,528.889
11.1542,4.39675,10051.3,528.859
11.2006,4.39892,10051.4,528.83
11.247,4.40107,10051.6,528.801
11.2935,4.40322,10051.8,528.771
11.3399,4.40536,10051.9,528.742
11.3864,4.40749,10052.1,528.712
11.433,4.40961,10052.2,528.683
11.4796,4.41172,10052.4,528.653
11.5261,4.41382,10052.5,528.623
11.5728,4.41592,10052.7,528.593
11.6194,4.418,10052.9,528.564
11.6661,4.42008,10053,528.534
11.7128,4.42214,10053.2,528.504
11.7595,4.4242,10053.3,528.474
11.8062,4.42624,10053.5,528.444
11.853,4.42828,10053.6,528.414
11.8998,4.43031,10053.8,528.383
11.9466,4.43233,10053.9,528.353
11.9935,4.43435,10054.1,528.323
12.0404,4.43635,10054.2,528.293
12.0873,4.43834,10054.4,528.262
12.1342,4.44033,10054.5,528.232
12.1811,4.44231,10054.7,528.201
12.2281,4.44428,10054.8,528.171
12.2751,4.44624,10055,528.14
12.3221,4.44819,10055.1,528.11
12.3692,4.45013,10055.3,528.079
12.4163,4.45207,10055.4,528.048
12.4634,4.45399,10055.6,528.017
12.5105,4.45591,10055.7,527.987
12.5576,4.45782,10055.9,527.956
12.6048,4.45972,10056,527.925
12.652,4.46162,10056.2,527.894
12.6992,4.4635,10056.3,527.863
12.7464,4.46538,10056.4,527.832
12.7937,4.46725,10056.6,527.801
12.841,4.46911,10056.7,527.769
12.8883,4.4709,10056.9,527.738
12.9356,4.4726,10057,527.707
12.9829,4.4743,10057.1,527.675
13.0303,4.476,10057.3,527.644
13.0777,4.47769,10057.4,527.613
13.1251,4.47938,10057.6,527.581
13.1726,4.48108,10057.7,527.55
13.22,4.48277,10057.8,527.518
13.2675,4.48446,10058,527.486
13.315,4.48616,10058.1,527.455
13.3625,4.48786,10058.2,527.423
13.41,4.48956,10058.4,527.391
13.4576,4.49126,10058.5,527.359
13.5052,4.49296,10058.6,527.327
13.5528,4.49466,10058.8,527.295
13.6004,4.49637,10058.9,527.263
13.648,4.49806,10059,527.231
13.6957,4.49976,10059.2,527.199
13.7434,4.50145,10059.3,527.167
13.7911,4.50314,10059.4,527.135
13.8388,4.50482,10059.5,527.103
13.8866,4.5065,10059.7,527.07
13.9343,4.50817,10059.8,527.038
13.9821,4.50983,10059.9,527.006
14.0299,4.51149,10060.1,526.973
14.0778,4.51313,10060.2,526.941
14.1256,4.51477,10060.3,526.908
14.1735,4.5164,10060.4,526.875
14.2214,4.51802,10060.6,526.843
14.2693,4.51963,10060.7,526.81
14.3172,4.52123,10060.8,526.777
14.3651,4.52283,10060.9,526.745
14.4131,4.52442,10061,526.712
14.4611,4.526,10061.2,526.679
14.5091,4.52757,10061.3,526.646
14.5571,4.52913,10061.4,526.613
14.6052,4.53069,10061.5,526.58
14.6532,4.53224,10061.6,526.547
14.7013,4.53378,10061.8,526.514
14.7494,4.53532,10061.9,526.48
14.7975,4.53685,10062,526.447
14.8457,4.53837,10062.1,526.414
14.8938,4.53989,10062.2,526.381
14.942,4.5414,10062.3,526.347
14.9902,4.54291,10062.5,526.314
15.0384,4.54441,10062.6,526.28
15.0866,4.5459,10062.7,526.247
15.1349,4.54739,10062.8,526.213
15.1831,4.54887,10062.9,526.18
15.2314,4.55034,10063,526.146
15.2797,4.55181,10063.1,526.112
15.328,4.55327,10063.2,526.079
15.3764,4.55473,10063.3,526.045
15.4247,4.55618,10063.4,526.011
15.4731,4.55763,10063.6,525.977
15.5215,4.55906,10063.7,525.943
15.5699,4.56049,10063.8,525.909
15.6183,4.56192,10063.9,525.875
15.6668,4.56334,10064,525.841
15.7152,4.56475,10064.1,525.807
15.7637,4.56616,10064.2,525.773
15.8122,4.56756,10064.3,525.739
15.8607,4.56896,10064.4,525.705
15.9092,4.57035,10064.5,525.67
15.9578,4.57173,10064.6,525.636
16.0063,4.57311,10064.7,525.602
16.0549,4.57448,10064.8,525.567
16.1035,4.57584,10064.9,525.533
16.1521,4.5772,10065,525.498
16.2007,4.57856,10065.1,525.464
16.2494,4.5799,10065.2,525.429
16.298,4.58125,10065.3,525.394
16.3467,4.58258,10065.4,525.36
16.3954,4.58391,10065.5,525.325
16.4441,4.58524,10065.6,525.29
16.4928,4.58656,10065.7,525.255
16.5416,4.58787,10065.8,525.221
16.5903,4.58918,10065.9,525.186
16.6391,4.59049,10066,525.151
16.6879,4.59179,10066.1,525.116
16.7367,4.59308,10066.1,525.081
16.7855,4.59437,10066.2,525.046
16.8343,4.59565,10066.3,525.011
16.8832,4.59693,10066.4,524.976
16.932,4.5982,10066.5,524.94
16.9809,4.59946,10066.6,524.905
17.0298,4.60072,10066.7,524.87
17.0787,4.60198,10066.8,524.835
17.1276,4.60323,10066.9,524.799
17.1766,4.60448,10067,524.764
17.2255,4.60572,10067,524.728
17.2745,4.60695,10067.1,524.693
17.3235,4.60818,10067.2,524.657
17.3725,4.6094,10067.3,524.622
17.4215,4.61062,10067.4,524.586
17.4705,4.61184,10067.5,524.551
17.5196,4.61305,10067.5,524.515
17.5686,4.61425,10067.6,524.479
17.6177,4.61545,10067.7,524.443
17.6668,4.61664,10067.8,524.408
17.7159,4.61783,10067.9,524.372
17.765,4.61901,10068,524.336
17.8141,4.62019,10068,524.3
17.8633,4.62137,10068.1,524.264
17.9125,4.62253,10068.2,524.228
17.9616,4.6237,10068.3,524.192
18.0108,4.62486,10068.3,524.156
18.06,4.62601,10068.4,524.12
18.1092,4.62716,10068.5,524.084
18.1585,4.6283,10068.6,524.047
18.2077,4.62944,10068.7,524.011
18.2569,4.63058,10068.7,523.975
18.3062,4.63171,10068.8,523.939
18.3555,4.63283,10068.9,523.902
18.4048,4.63395,10068.9,523.866
18.4541,4.63506,10069,523.829
18.5034,4.63617,10069.1,523.793
18.5528,4.63728,10069.2,523.756
18.6021,4.63838,10069.2,523.72
18.6515,4.63948,10069.3,523.683
18.7008,4.64057,10069.4,523.647
18.7502,4.64165,10069.4,523.61
18.7996,4.64274,10069.5,523.573
18.849,4.64381,10069.6,523.537
18.8985,4.64489,10069.6,523.5
18.9479,4.64595,10069.7,523.463
18.9974,4.64702,10069.8,523.426
19.0468,4.64807,10069.8,523.389
19.0963,4.64913,10069.9,523.352
19.1458,4.65018,10070,523.315
19.1953,4.65122,10070,523.278
19.2448,4.65226,10070.1,523.241
19.2943,4.6533,10070.2,523.204
19.3439,4.65433,10070.2,523.167
19.3934,4.65536,10070.3,523.13
19.443,4.65638,10070.4,523.093
19.4926,4.6574,10070.4,523.056
19.5422,4.65841,10070.5,523.018
19.5918,4.65942,10070.5,522.981
19.6414,4.66042,10070.6,522.944
19.691,4.66142,10070.7,522.906
19.7406,4.66242,10070.7,522.869
19.7903,4.66341,10070.8,522.831
19.84,4.6644,10070.8,522.794
19.8896,4.66538,10070.9,522.756
19.9393,4.66636,10070.9,522.719
19.989,4.66733,10071,522.681
20.0387,4.6683,10071.1,522.644
20.0884,4.66926,10071.1,522.606
20.1382,4.67023,10071.2,522.568
20.1879,4.67118,10071.2,522.531
20.2377,4.67213,10071.3,522.493
20.2874,4.67308,10071.3,522.455
20.3372,4.67403,10071.4,522.417
20.387,4.67497,10071.4,522.379
20.4368,4.6759,10071.5,522.341
20.4866,4.67683,10071.5,522.303
20.5364,4.67776,10071.6,522.265
20.5862,4.67868,10071.6,522.227
20.6361,4.6796,10071.7,522.189
20.6859,4.68052,10071.7,522.151
20.7358,4.68143,10071.8,522.113
20.7857,4.68234,10071.8,522.075
20.8356,4.68324,10071.9,522.037
20.8855,4.68414,10071.9,521.999
20.9354,4.68503,10072,521.96
20.9853,4.68592,10072,521.922
21.0352,4.68681,10072.1,521.884
21.0851,4.68769,10072.1,521.845
21.1351,4.68857,10072.2,521.807
21.1851,4.68944,10072.2,521.769
21.235,4.69031,10072.3,521.73
21.285,4.69118,10072.3,521.692
21.335,4.69204,10072.4,521.653
21.385,4.6929,10072.4,521.614
21.435,4.69376,10072.4,521.576
21.485,4.69461,10072.5,521.537
21.535,4.69545,10072.5,521.499
21.5851,4.6963,10072.6,521.46
21.6351,4.69713,10072.6,521.421
21.6852,4.69797,10072.6,521.382
21.7353,4.6988,10072.7,521.344
21.7853,4.69963,10072.7,521.305
21.8354,4.70045,10072.8,521.266
21.8855,4.70127,10072.8,521.227
21.9356,4.70209,10072.8,521.188
21.9858,4.7029,10072.9,521.149
22.0359,4.70371,10072.9,521.11
22.086,4.70452,10073,521.071
22.1362,4.70532,10073,521.032
22.1863,4.70611,10073,520.993
22.2365,4.70691,10073.1,520.954
22.2867,4.7077,10073.1,520.915
22.3369,4.70848,10073.1,520.875
22.3871,4.70927,10073.2,520.836
22.4373,4.71005,10073.2,520.797
22.4875,4.71082,10073.2,520.758
22.5377,4.71159,10073.3,520.718
22.5879,4.71236,10073.3,520.679
22.6382,4.71313,10073.3,520.64
22.6884,4.71389,10073.4,520.6
22.7387,4.71464,10073.4,520.561
22.7889,4.7154,10073.4,520.521
22.8392,4.71615,10073.5,520.482
22.8895,4.71689,10073.5,520.442
22.9398,4.71764,10073.5,520.403
22.9901,4.71838,10073.6,520.363
23.0404,4.71911,10073.6,520.323
23.0907,4.71985,10073.6,520.284
23.141,4.72057,10073.7,520.244
23.1914,4.7213,10073.7,520.204
23.2417,4.72202,10073.7,520.164
23.2921,4.72274,10073.7,520.125
23.3424,4.72346,10073.8,520.085
23.3928,4.72417,10073.8,520.045
23.4432,4.72488,10073.8,520.005
23.4936,4.72558,10073.8,519.965
23.544,4.72628,10073.9,519.925
23.5944,4.72698,10073.9,519.885
23.6448,4.72768,10073.9,519.845
23.6952,4.72837,10073.9,519.805
23.7456,4.72906,10074,519.765
23.7961,4.72974,10074,519.725
23.8465,4.73042,10074,519.685
23.897,4.7311,10074,519.645
23.9474,4.73178,10074.1,519.604
23.9979,4.73245,10074.1,519.564
24.0484,4.73311,10074.1,519.524
24.0988,4.73378,10074.1,519.484
24.1493,4.73444,10074.2,519.443
24.1998,4.7351,10074.2,519.403
24.2503,4.73576,10074.2,519.363
24.3009,4.73641,10074.2,519.322
24.3514,4.73706,10074.2,519.282
24.4019,4.7377,10074.3,519.241
24.4525,4.73834,10074.3,519.201
24.503,4.73898,10074.3,519.16
24.5536,4.73962,10074.3,519.12
24.6041,4.74025,10074.3,519.079
24.6547,4.74088,10074.4,519.038
24.7053,4.74151,10074.4,518.998
24.7558,4.74213,10074.4,518.957
24.8064,4.74275,10074.4,518.916
24.857,4.74337,10074.4,518.876
24.9076,4.74398,10074.5,518.835
24.9583,4.74459,10074.5,518.794
25.0089,4.7452,10074.5,518.753
25.0595,4.74581,10074.5,518.712
25.1101,4.74641,10074.5,518.672
25.1608,4.74701,10074.5,518.631
25.2114,4.7476,10074.5,518.59
25.2621,4.7482,10074.6,518.549
25.3127,4.74879,10074.6,518.508
25.3634,4.74937,10074.6,518.467
25.4141,4.74996,10074.6,518.426
25.4648,4.75054,10074.6,518.385
25.5155,4.75111,10074.6,518.343
25.5662,4.75169,10074.6,518.302
25.6169,4.75226,10074.7,518.261
25.6676,4.75283,10074.7,518.22
25.7183,4.7534,10074.7,518.179
25.769,4.75396,10074.7,518.137
25.8198,4.75452,10074.7,518.096
25.8705,4.75508,10074.7,518.055
25.9213,4.75563,10074.7,518.013
25.972,4.75618,10074.7,517.972
26.0228,4.75673,10074.8,517.931
26.0735,4.75728,10074.8,517.889
26.1243,4.75782,10074.8,517.848
26.1751,4.75836,10074.8,517.806
26.2259,4.7589,10074.8,517.765
26.2767,4.75943,10074.8,517.723
26.3275,4.75996,10074.8,517.682
26.3783,4.76049,10074.8,517.64
26.4291,4.76102,10074.8,517.598
26.4799,4.76154,10074.8,517.557
26.5307,4.76206,10074.9,517.515
26.5816,4.76258,10074.9,517.473
26.6324,4.76309,10074.9,517.432
26.6832,4.76361,10074.9,517.39
26.7341,4.76412,10074.9,517.348
26.785,4.76462,10074.9,517.306
26.8358,4.76513,10074.9,517.264
26.8867,4.76563,10074.9,517.223
26.9376,4.76613,10074.9,517.181
26.9884,4.76662,10074.9,517.139
27.0393,4.76712,10074.9,517.097
27.0902,4.76761,10074.9,517.055
27.1411,4.7681,10074.9,517.013
27.192,4.76858,10074.9,516.971
27.243,4.76906,10074.9,516.929
27.2939,4.76954,10074.9,516.887
27.3448,4.77002,10075,516.844
27.3957,4.7705,10075,516.802
27.4467,4.77097,10075,516.76
27.4976,4.77144,10075,516.718
27.5486,4.7719,10075,516.676
27.5995,4.77237,10075,516.633
27.6505,4.77283,10075,516.591
27.7014,4.77329,10075,516.549
27.7524,4.77375,10075,516.506
27.8034,4.7742,10075,516.464
27.8544,4.77465,10075,516.422
27.9054,4.7751,10075,516.379
27.9564,4.77555,10075,516.337
28.0074,4.77599,10075,516.294
28.0584,4.77644,10075,516.252
28.1094,4.77688,10075,516.209
28.1604,4.77731,10075,516.167
