时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,雷达开机状态
792.586815,3.21239,0.000358,9143.990398,-89.974903,4.666854,0.015394,-12.485064,-0.192216,-274.03055,0,0,0,0.890079,6,0,0,0,0,0,0,0
793,3.21137,0.000359,9143.990398,-89.97467,4.666816,0.015464,-12.495617,-0.193243,-274.030068,0,0,0,0.890079,6,0,0,0,0,0,0,0
794,3.208903,0.00036,9143.990398,-89.97467,4.666577,0.015464,-12.56104,-0.194254,-274.027076,0,0,0,0.890079,6,0,0,0,0,0,0,0
794.138994,3.208561,0.00036,9143.990398,-89.97467,4.666579,0.015464,-12.56044,-0.194245,-274.027104,0,0,0,0.890079,6,0,0,0,0,0,0,0
794.586815,3.207456,0.00036,9143.990398,-89.974671,4.666336,0.015464,-12.626986,-0.195274,-274.024045,0,0,0,0.890079,6,0,0,0,0,0,0,0
795,3.206436,0.000361,9143.990398,-89.974671,4.666308,0.015464,-12.634734,-0.195394,-274.023688,0,0,0,0.890079,6,0,0,0,0,0,0,0
796,3.20397,0.000362,9143.990398,-89.974671,4.666102,0.015464,-12.691174,-0.196267,-274.021079,0,0,0,0.890079,6,0,0,0,0,0,0,0
796.586815,3.202522,0.000362,9143.990399,-89.974671,4.666104,0.015464,-12.69057,-0.196257,-274.021107,0,0,0,0.890079,6,0,0,0,0,0,0,0
796.666607,3.202325,0.000362,9143.990399,-89.974671,4.665861,0.015464,-12.75711,-0.197286,-274.018016,0,0,0,0.890079,6,0,0,0,0,0,0,0
797,3.201503,0.000363,9143.990399,-89.974671,4.665724,0.015464,-12.794649,-0.197867,-274.016266,0,0,0,0.890079,6,0,0,0,0,0,0,0
798,3.199036,0.000364,9143.990399,-89.974671,4.665627,0.015464,-12.82119,-0.198277,-274.015025,0,0,0,0.890079,6,0,0,0,0,0,0,0
798.50432,3.197791,0.000364,9143.990399,-89.974671,4.665629,0.015464,-12.820692,-0.198269,-274.015048,0,0,0,0.890079,6,0,0,0,0,0,0,0
798.586815,3.197588,0.000365,9143.990399,-89.974671,4.665386,0.015464,-12.887225,-0.199298,-274.011926,0,0,0,0.890079,6,0,0,0,0,0,0,0
799,3.196569,0.000365,9143.990399,-89.974671,4.665269,0.015464,-12.919274,-0.199794,-274.010417,0,0,0,0.890079,6,0,0,0,0,0,0,0
800,3.194102,0.000366,9143.990399,-89.974671,4.665152,0.015464,-12.951416,-0.200291,-274.008899,0,0,0,0.890079,6,0,0,0,0,0,0,0
800.586815,3.192654,0.000367,9143.9904,-89.974671,4.665154,0.015464,-12.950799,-0.200281,-274.008928,0,0,0,0.890079,6,0,0,0,0,0,0,0
801,3.191635,0.000367,9143.9904,-89.974671,4.664912,0.015464,-13.017329,-0.20131,-274.005775,0,0,0,0.890079,6,0,0,0,0,0,0,0
801.666607,3.18999,0.000368,9143.990398,-89.974295,4.664775,0.015571,-13.054841,-0.20329,-274.003989,0,0,0,0.890079,6,0,0,0,0,0,0,0
801.83763,3.189568,0.000368,9143.990399,-89.974295,4.664677,0.015571,-13.081479,-0.203705,-274.002718,0,0,0,0.890079,6,0,0,0,0,0,0,0
802,3.189168,0.000368,9143.990399,-89.974295,4.664518,0.015571,-13.125216,-0.204386,-274.000626,0,0,0,0.890079,6,0,0,0,0,0,0,0
802.586815,3.18772,0.000369,9143.990399,-89.974295,4.66448,0.015571,-13.135605,-0.204548,-274.000128,0,0,0,0.890079,6,0,0,0,0,0,0,0
803,3.186701,0.000369,9143.990399,-89.974295,4.664441,0.015571,-13.14617,-0.204712,-273.999621,0,0,0,0.890079,6,0,0,0,0,0,0,0
804,3.184234,0.00037,9143.990399,-89.974295,4.664202,0.015571,-13.211567,-0.20573,-273.996475,0,0,0,0.890079,6,0,0,0,0,0,0,0
804.138994,3.183891,0.00037,9143.990399,-89.974295,4.664205,0.015571,-13.210967,-0.205721,-273.996504,0,0,0,0.890079,6,0,0,0,0,0,0,0
804.586815,3.182786,0.000371,9143.990399,-89.974295,4.663962,0.015571,-13.277487,-0.206757,-273.993287,0,0,0,0.890079,6,0,0,0,0,0,0,0
805,3.181767,0.000371,9143.990399,-89.974295,4.663934,0.015571,-13.285233,-0.206877,-273.992912,0,0,0,0.890079,6,0,0,0,0,0,0,0
806,3.1793,0.000372,9143.990399,-89.974295,4.663728,0.015571,-13.341651,-0.207756,-273.99017,0,0,0,0.890079,6,0,0,0,0,0,0,0
806.586815,3.177852,0.000373,9143.990399,-89.974295,4.66373,0.015571,-13.341047,-0.207747,-273.990199,0,0,0,0.890079,6,0,0,0,0,0,0,0
806.666607,3.177655,0.000373,9143.990399,-89.974295,4.663487,0.015571,-13.407561,-0.208782,-273.986952,0,0,0,0.890079,6,0,0,0,0,0,0,0
807,3.176833,0.000373,9143.990399,-89.974295,4.66335,0.015571,-13.445086,-0.209367,-273.985112,0,0,0,0.890079,6,0,0,0,0,0,0,0
808,3.174366,0.000374,9143.990399,-89.974295,4.663253,0.015571,-13.471616,-0.20978,-273.983809,0,0,0,0.890079,6,0,0,0,0,0,0,0
808.50431,3.173122,0.000375,9143.9904,-89.974295,4.663255,0.015571,-13.471119,-0.209772,-273.983833,0,0,0,0.890079,6,0,0,0,0,0,0,0
808.586815,3.172918,0.000375,9143.9904,-89.974295,4.663012,0.015571,-13.537625,-0.210807,-273.980555,0,0,0,0.890079,6,0,0,0,0,0,0,0
809,3.171899,0.000375,9143.9904,-89.974295,4.662895,0.015571,-13.569661,-0.211306,-273.978969,0,0,0,0.890079,6,0,0,0,0,0,0,0
810,3.169432,0.000377,9143.9904,-89.974296,4.662778,0.015571,-13.601791,-0.211807,-273.977376,0,0,0,0.890079,6,0,0,0,0,0,0,0
810.586815,3.167984,0.000377,9143.9904,-89.974296,4.66278,0.015571,-13.601175,-0.211797,-273.977406,0,0,0,0.890079,6,0,0,0,0,0,0,0
811,3.166965,0.000378,9143.9904,-89.974296,4.662538,0.015571,-13.667678,-0.212833,-273.974096,0,0,0,0.890079,6,0,0,0,0,0,0,0
811.666607,3.16532,0.000378,9143.990399,-89.974296,4.662401,0.015571,-13.705197,-0.213417,-273.972221,0,0,0,0.890079,6,0,0,0,0,0,0,0
811.83768,3.164898,0.000378,9143.990399,-89.974296,4.662303,0.015571,-13.731824,-0.213831,-273.970888,0,0,0,0.890079,6,0,0,0,0,0,0,0
812,3.164498,0.000379,9143.990399,-89.974296,4.662144,0.015571,-13.775544,-0.214512,-273.968692,0,0,0,0.890079,6,0,0,0,0,0,0,0
812.586815,3.16305,0.000379,9143.990399,-89.974296,4.662106,0.015571,-13.785934,-0.214674,-273.96817,0,0,0,0.890079,6,0,0,0,0,0,0,0
813,3.162031,0.00038,9143.9904,-89.974296,4.662067,0.015571,-13.796491,-0.214838,-273.967638,0,0,0,0.890079,6,0,0,0,0,0,0,0
814,3.159564,0.000381,9143.990399,-89.974179,4.661829,0.0156,-13.861855,-0.216267,-273.964337,0,0,0,0.890079,6,0,0,0,0,0,0,0
814.138994,3.159221,0.000381,9143.9904,-89.974179,4.661831,0.0156,-13.861257,-0.216258,-273.964368,0,0,0,0.890079,6,0,0,0,0,0,0,0
814.586815,3.158116,0.000381,9143.9904,-89.974179,4.661588,0.0156,-13.92775,-0.217295,-273.960995,0,0,0,0.890079,6,0,0,0,0,0,0,0
815,3.157097,0.000382,9143.990399,-89.974179,4.66156,0.0156,-13.935493,-0.217416,-273.960601,0,0,0,0.890079,6,0,0,0,0,0,0,0
816,3.15463,0.000383,9143.9904,-89.97418,4.661354,0.0156,-13.991888,-0.218296,-273.957726,0,0,0,0.890079,6,0,0,0,0,0,0,0
816.586815,3.153182,0.000384,9143.9904,-89.97418,4.661356,0.0156,-13.991285,-0.218287,-273.957756,0,0,0,0.890079,6,0,0,0,0,0,0,0
816.666607,3.152985,0.000384,9143.9904,-89.97418,4.661113,0.0156,-14.057772,-0.219324,-273.954352,0,0,0,0.890079,6,0,0,0,0,0,0,0
817,3.152163,0.000384,9143.9904,-89.97418,4.660976,0.0156,-14.095283,-0.219909,-273.952424,0,0,0,0.890079,6,0,0,0,0,0,0,0
818,3.149696,0.000385,9143.9904,-89.974063,4.66088,0.015629,-14.121796,-0.220732,-273.951058,0,0,0,0.890079,6,0,0,0,0,0,0,0
818.50431,3.148452,0.000386,9143.9904,-89.974063,4.660881,0.015629,-14.121299,-0.220724,-273.951084,0,0,0,0.890079,6,0,0,0,0,0,0,0
818.586815,3.148248,0.000386,9143.990401,-89.974063,4.660639,0.015629,-14.187778,-0.221763,-273.947648,0,0,0,0.890079,6,0,0,0,0,0,0,0
819,3.147229,0.000386,9143.9904,-89.974063,4.660522,0.015629,-14.219802,-0.222263,-273.945987,0,0,0,0.890079,6,0,0,0,0,0,0,0
820,3.144762,0.000387,9143.990401,-89.974063,4.660405,0.015629,-14.25192,-0.222765,-273.944318,0,0,0,0.890079,6,0,0,0,0,0,0,0
820.586815,3.143314,0.000388,9143.990401,-89.974063,4.660407,0.015629,-14.251304,-0.222756,-273.94435,0,0,0,0.890079,6,0,0,0,0,0,0,0
821,3.142295,0.000388,9143.990401,-89.974063,4.660164,0.015629,-14.31778,-0.223795,-273.940882,0,0,0,0.890079,6,0,0,0,0,0,0,0
821.666607,3.140651,0.000389,9143.9904,-89.974063,4.660027,0.015629,-14.355285,-0.224381,-273.938919,0,0,0,0.890079,6,0,0,0,0,0,0,0
821.83768,3.140229,0.000389,9143.9904,-89.973966,4.65993,0.015653,-14.381896,-0.225137,-273.937523,0,0,0,0.890079,6,0,0,0,0,0,0,0
822,3.139828,0.000389,9143.9904,-89.973966,4.659771,0.015653,-14.425599,-0.225821,-273.935224,0,0,0,0.890079,6,0,0,0,0,0,0,0
822.586815,3.13838,0.00039,9143.9904,-89.973966,4.659733,0.015653,-14.435984,-0.225983,-273.934677,0,0,0,0.890079,6,0,0,0,0,0,0,0
823,3.137361,0.00039,9143.9904,-89.973966,4.659694,0.015653,-14.446537,-0.226149,-273.934121,0,0,0,0.890079,6,0,0,0,0,0,0,0
824,3.134894,0.000391,9143.9904,-89.973966,4.659456,0.015653,-14.511882,-0.227171,-273.930666,0,0,0,0.890079,6,0,0,0,0,0,0,0
824.138994,3.134551,0.000392,9143.9904,-89.973966,4.659458,0.015653,-14.511284,-0.227162,-273.930698,0,0,0,0.890079,6,0,0,0,0,0,0,0
824.586815,3.133447,0.000392,9143.9904,-89.973967,4.659215,0.015653,-14.577749,-0.228202,-273.927168,0,0,0,0.890079,6,0,0,0,0,0,0,0
825,3.132427,0.000393,9143.9904,-89.973967,4.659187,0.015653,-14.58549,-0.228324,-273.926755,0,0,0,0.890079,6,0,0,0,0,0,0,0
826,3.12996,0.000394,9143.9904,-89.973515,4.658981,0.015762,-14.641838,-0.230797,-273.923747,0,0,0,0.890079,6,0,0,0,0,0,0,0
826.586815,3.128513,0.000394,9143.990401,-89.973515,4.658983,0.015762,-14.641235,-0.230788,-273.923779,0,0,0,0.890079,6,0,0,0,0,0,0,0
826.666607,3.128316,0.000394,9143.990401,-89.973515,4.65874,0.015762,-14.707695,-0.231835,-273.920218,0,0,0,0.890079,6,0,0,0,0,0,0,0
827,3.127493,0.000395,9143.990401,-89.973515,4.658604,0.015762,-14.74519,-0.232426,-273.918202,0,0,0,0.890079,6,0,0,0,0,0,0,0
828,3.125026,0.000396,9143.990401,-89.973515,4.658507,0.015762,-14.7717,-0.232844,-273.916773,0,0,0,0.890079,6,0,0,0,0,0,0,0
828.5043,3.123782,0.000396,9143.990401,-89.973515,4.658509,0.015762,-14.771203,-0.232836,-273.9168,0,0,0,0.890079,6,0,0,0,0,0,0,0
828.586815,3.123579,0.000396,9143.990401,-89.973515,4.658266,0.015762,-14.837655,-0.233884,-273.913208,0,0,0,0.890079,6,0,0,0,0,0,0,0
829,3.122559,0.000397,9143.990401,-89.973515,4.658149,0.015762,-14.869665,-0.234388,-273.911471,0,0,0,0.890079,6,0,0,0,0,0,0,0
830,3.120092,0.000398,9143.990401,-89.973515,4.658032,0.015762,-14.901771,-0.234894,-273.909726,0,0,0,0.890079,6,0,0,0,0,0,0,0
830.586815,3.118645,0.000399,9143.990402,-89.973515,4.658034,0.015762,-14.901156,-0.234885,-273.90976,0,0,0,0.890079,6,0,0,0,0,0,0,0
831,3.117625,0.000399,9143.990402,-89.973515,4.657791,0.015762,-14.967605,-0.235932,-273.906136,0,0,0,0.890079,6,0,0,0,0,0,0,0
831.666607,3.115981,0.0004,9143.990401,-89.973515,4.657655,0.015762,-15.005094,-0.236523,-273.904084,0,0,0,0.890079,6,0,0,0,0,0,0,0
831.83765,3.115559,0.0004,9143.990401,-89.973515,4.657557,0.015762,-15.0317,-0.236942,-273.902625,0,0,0,0.890079,6,0,0,0,0,0,0,0
832,3.115158,0.0004,9143.990401,-89.973515,4.657398,0.015762,-15.075385,-0.237631,-273.900223,0,0,0,0.890079,6,0,0,0,0,0,0,0
832.586815,3.113711,0.000401,9143.990401,-89.973515,4.65736,0.015762,-15.085764,-0.237794,-273.899652,0,0,0,0.890079,6,0,0,0,0,0,0,0
833,3.112691,0.000401,9143.990401,-89.973515,4.657322,0.015762,-15.096316,-0.237961,-273.89907,0,0,0,0.890079,6,0,0,0,0,0,0,0
834,3.110224,0.000402,9143.990401,-89.973515,4.657083,0.015762,-15.161634,-0.23899,-273.895461,0,0,0,0.890079,6,0,0,0,0,0,0,0
834.138994,3.109882,0.000402,9143.990401,-89.973515,4.657085,0.015762,-15.161036,-0.238981,-273.895494,0,0,0,0.890079,6,0,0,0,0,0,0,0
834.586815,3.108777,0.000403,9143.990401,-89.973515,4.656843,0.015762,-15.227474,-0.240028,-273.891808,0,0,0,0.890079,6,0,0,0,0,0,0,0
835,3.107757,0.000403,9143.990401,-89.973515,4.656814,0.015762,-15.235212,-0.24015,-273.891377,0,0,0,0.890079,6,0,0,0,0,0,0,0
836,3.10529,0.000405,9143.990401,-89.973515,4.656609,0.015762,-15.291562,-0.241038,-273.888236,0,0,0,0.890079,6,0,0,0,0,0,0,0
836.586815,3.103843,0.000405,9143.990402,-89.973515,4.656611,0.015762,-15.29096,-0.241028,-273.88827,0,0,0,0.890079,6,0,0,0,0,0,0,0
836.666607,3.103646,0.000405,9143.990402,-89.973515,4.656368,0.015761,-15.357392,-0.242076,-273.884552,0,0,0,0.890079,6,0,0,0,0,0,0,0
837,3.102824,0.000406,9143.990402,-89.973515,4.656231,0.015761,-15.394873,-0.242666,-273.882447,0,0,0,0.890079,6,0,0,0,0,0,0,0
838,3.100357,0.000407,9143.990402,-89.973516,4.656135,0.015761,-15.421371,-0.243084,-273.880956,0,0,0,0.890079,6,0,0,0,0,0,0,0
838.50431,3.099112,0.000407,9143.990402,-89.973516,4.656136,0.015761,-15.420875,-0.243076,-273.880984,0,0,0,0.890079,6,0,0,0,0,0,0,0
838.586815,3.098909,0.000407,9143.990402,-89.973516,4.655894,0.015761,-15.4873,-0.244123,-273.877235,0,0,0,0.890079,6,0,0,0,0,0,0,0
839,3.09789,0.000408,9143.990402,-89.973516,4.655777,0.015761,-15.519298,-0.244627,-273.875423,0,0,0,0.890079,6,0,0,0,0,0,0,0
840,3.095423,0.000409,9143.990402,-89.973063,4.65566,0.015855,-15.551367,-0.246586,-273.873603,0,0,0,0.890079,6,0,0,0,0,0,0,0
840.586815,3.093975,0.00041,9143.990403,-89.973063,4.655662,0.015855,-15.550752,-0.246576,-273.873637,0,0,0,0.890079,6,0,0,0,0,0,0,0
841,3.092956,0.00041,9143.990403,-89.973063,4.655419,0.015855,-15.617173,-0.247629,-273.869857,0,0,0,0.890079,6,0,0,0,0,0,0,0
841.666607,3.091311,0.000411,9143.990402,-89.973063,4.655283,0.015855,-15.654648,-0.248223,-273.867717,0,0,0,0.890079,6,0,0,0,0,0,0,0
841.83764,3.090889,0.000411,9143.990402,-89.973063,4.655185,0.015855,-15.681243,-0.248645,-273.866195,0,0,0,0.890079,6,0,0,0,0,0,0,0
842,3.090489,0.000411,9143.990402,-89.973063,4.655026,0.015855,-15.72491,-0.249337,-273.863691,0,0,0,0.890079,6,0,0,0,0,0,0,0
842.586815,3.089041,0.000412,9143.990402,-89.973063,4.654988,0.015855,-15.735284,-0.249502,-273.863095,0,0,0,0.890079,6,0,0,0,0,0,0,0
843,3.088022,0.000412,9143.990402,-89.973063,4.65495,0.015855,-15.745832,-0.249669,-273.862488,0,0,0,0.890079,6,0,0,0,0,0,0,0
844,3.085555,0.000413,9143.990402,-89.973063,4.654711,0.015855,-15.811123,-0.250704,-273.858725,0,0,0,0.890079,6,0,0,0,0,0,0,0
844.138994,3.085212,0.000413,9143.990402,-89.973063,4.654713,0.015855,-15.810526,-0.250695,-273.85876,0,0,0,0.890079,6,0,0,0,0,0,0,0
844.586815,3.084107,0.000414,9143.990402,-89.973063,4.654471,0.015855,-15.876936,-0.251748,-273.854917,0,0,0,0.890079,6,0,0,0,0,0,0,0
845,3.083088,0.000414,9143.990402,-89.973063,4.654443,0.015855,-15.884671,-0.25187,-273.854468,0,0,0,0.890079,6,0,0,0,0,0,0,0
846,3.080621,0.000416,9143.990403,-89.973063,4.654237,0.015855,-15.940998,-0.252763,-273.851194,0,0,0,0.890079,6,0,0,0,0,0,0,0
846.586815,3.079173,0.000416,9143.990403,-89.973063,4.654239,0.015855,-15.940396,-0.252754,-273.851229,0,0,0,0.890079,6,0,0,0,0,0,0,0
846.666607,3.078976,0.000416,9143.990403,-89.973063,4.653997,0.015855,-16.006801,-0.253807,-273.847355,0,0,0,0.890079,6,0,0,0,0,0,0,0
847,3.078154,0.000417,9143.990403,-89.973063,4.65386,0.015855,-16.044266,-0.254401,-273.845162,0,0,0,0.890079,6,0,0,0,0,0,0,0
848,3.075687,0.000418,9143.990403,-89.973063,4.653763,0.015855,-16.070754,-0.254821,-273.843609,0,0,0,0.890079,6,0,0,0,0,0,0,0
848.50433,3.074443,0.000418,9143.990404,-89.973063,4.653765,0.015855,-16.070259,-0.254813,-273.843638,0,0,0,0.890079,6,0,0,0,0,0,0,0
848.586815,3.074239,0.000418,9143.990404,-89.973063,4.653522,0.015855,-16.136655,-0.255865,-273.839732,0,0,0,0.890079,6,0,0,0,0,0,0,0
849,3.07322,0.000419,9143.990403,-89.973063,4.653405,0.015855,-16.168642,-0.256373,-273.837845,0,0,0,0.890079,6,0,0,0,0,0,0,0
850,3.070753,0.00042,9143.990404,-89.973063,4.653288,0.015855,-16.200719,-0.256881,-273.835949,0,0,0,0.890079,6,0,0,0,0,0,0,0
850.586815,3.069305,0.000421,9143.990404,-89.973063,4.653291,0.015855,-16.200105,-0.256871,-273.835985,0,0,0,0.890079,6,0,0,0,0,0,0,0
851,3.068286,0.000421,9143.990404,-89.973064,4.653048,0.015855,-16.266498,-0.257924,-273.832048,0,0,0,0.890079,6,0,0,0,0,0,0,0
851.666607,3.066641,0.000422,9143.990403,-89.973064,4.652911,0.015855,-16.303957,-0.258518,-273.82982,0,0,0,0.890079,6,0,0,0,0,0,0,0
851.83767,3.066219,0.000422,9143.990403,-89.973064,4.652814,0.015855,-16.330542,-0.25894,-273.828235,0,0,0,0.890079,6,0,0,0,0,0,0,0
852,3.065819,0.000422,9143.990403,-89.973064,4.652655,0.015855,-16.37419,-0.259632,-273.825628,0,0,0,0.890079,6,0,0,0,0,0,0,0
852.586815,3.064371,0.000423,9143.990403,-89.972727,4.652617,0.015912,-16.384548,-0.260738,-273.825007,0,0,0,0.890079,6,0,0,0,0,0,0,0
853,3.063352,0.000423,9143.990404,-89.972727,4.652578,0.015912,-16.395089,-0.260905,-273.824376,0,0,0,0.890079,6,0,0,0,0,0,0,0
854,3.060885,0.000424,9143.990404,-89.972728,4.65234,0.015912,-16.460353,-0.261944,-273.82046,0,0,0,0.890079,6,0,0,0,0,0,0,0
854.138994,3.060542,0.000425,9143.990404,-89.972728,4.652342,0.015912,-16.459756,-0.261934,-273.820496,0,0,0,0.890079,6,0,0,0,0,0,0,0
854.586815,3.059437,0.000425,9143.990404,-89.972728,4.6521,0.015912,-16.526138,-0.262991,-273.816496,0,0,0,0.890079,6,0,0,0,0,0,0,0
855,3.058418,0.000426,9143.990404,-89.972728,4.652071,0.015912,-16.533871,-0.263114,-273.816029,0,0,0,0.890079,6,0,0,0,0,0,0,0
856,3.055951,0.000427,9143.990404,-89.972728,4.651866,0.015912,-16.590174,-0.26401,-273.812623,0,0,0,0.890079,6,0,0,0,0,0,0,0
856.586815,3.054503,0.000427,9143.990404,-89.972728,4.651868,0.015912,-16.589572,-0.264,-273.812659,0,0,0,0.890079,6,0,0,0,0,0,0,0
856.666607,3.054306,0.000427,9143.990404,-89.972728,4.651626,0.015912,-16.655949,-0.265056,-273.808629,0,0,0,0.890079,6,0,0,0,0,0,0,0
857,3.053484,0.000428,9143.990404,-89.972728,4.651489,0.015912,-16.693399,-0.265652,-273.806347,0,0,0,0.890079,6,0,0,0,0,0,0,0
858,3.051017,0.000429,9143.990405,-89.972728,4.651392,0.015912,-16.719876,-0.266073,-273.804731,0,0,0,0.890079,6,0,0,0,0,0,0,0
858.50433,3.049773,0.00043,9143.990405,-89.972728,4.651394,0.015912,-16.719381,-0.266066,-273.804762,0,0,0,0.890079,6,0,0,0,0,0,0,0
858.586815,3.049569,0.00043,9143.990405,-89.972728,4.651151,0.015912,-16.785748,-0.267122,-273.8007,0,0,0,0.890079,6,0,0,0,0,0,0,0
859,3.04855,0.00043,9143.990405,-89.972728,4.651035,0.015912,-16.817722,-0.26763,-273.798737,0,0,0,0.890079,6,0,0,0,0,0,0,0
860,3.046083,0.000431,9143.990405,-89.972728,4.650918,0.015912,-16.849786,-0.268141,-273.796765,0,0,0,0.890079,6,0,0,0,0,0,0,0
860.586815,3.044635,0.000432,9143.990406,-89.972728,4.65092,0.015912,-16.849172,-0.268131,-273.796803,0,0,0,0.890079,6,0,0,0,0,0,0,0
861,3.043616,0.000432,9143.990406,-89.972728,4.650677,0.015912,-16.915537,-0.269187,-273.79271,0,0,0,0.890079,6,0,0,0,0,0,0,0
861.666607,3.041972,0.000433,9143.990404,-89.972346,4.650541,0.015969,-16.952966,-0.27074,-273.790394,0,0,0,0.890079,6,0,0,0,0,0,0,0
861.83766,3.04155,0.000433,9143.990405,-89.972346,4.650443,0.015969,-16.979539,-0.271164,-273.788747,0,0,0,0.890079,6,0,0,0,0,0,0,0
862,3.041149,0.000433,9143.990405,-89.972346,4.650284,0.015969,-17.023169,-0.271861,-273.786037,0,0,0,0.890079,6,0,0,0,0,0,0,0
862.586815,3.039701,0.000434,9143.990405,-89.972346,4.650246,0.015969,-17.033537,-0.272027,-273.785392,0,0,0,0.890079,6,0,0,0,0,0,0,0
863,3.038682,0.000435,9143.990405,-89.972346,4.650208,0.015969,-17.044074,-0.272195,-273.784736,0,0,0,0.890079,6,0,0,0,0,0,0,0
864,3.036215,0.000436,9143.990405,-89.972346,4.649969,0.015969,-17.109311,-0.273237,-273.780666,0,0,0,0.890079,6,0,0,0,0,0,0,0
864.138994,3.035872,0.000436,9143.990405,-89.972346,4.649972,0.015969,-17.108714,-0.273227,-273.780703,0,0,0,0.890079,6,0,0,0,0,0,0,0
864.586815,3.034768,0.000436,9143.990405,-89.972346,4.649729,0.015969,-17.175068,-0.274287,-273.776547,0,0,0,0.890079,6,0,0,0,0,0,0,0
865,3.033748,0.000437,9143.990405,-89.972346,4.649701,0.015969,-17.182798,-0.27441,-273.776062,0,0,0,0.890079,6,0,0,0,0,0,0,0
866,3.031281,0.000438,9143.990405,-89.972346,4.649495,0.015969,-17.239077,-0.275309,-273.772523,0,0,0,0.890079,6,0,0,0,0,0,0,0
866.586815,3.029834,0.000439,9143.990406,-89.972346,4.649498,0.015969,-17.238476,-0.275299,-273.772561,0,0,0,0.890079,6,0,0,0,0,0,0,0
866.666607,3.029637,0.000439,9143.990406,-89.972346,4.649255,0.015969,-17.304824,-0.276359,-273.768374,0,0,0,0.890079,6,0,0,0,0,0,0,0
867,3.028814,0.000439,9143.990406,-89.972346,4.649118,0.015969,-17.342258,-0.276956,-273.766005,0,0,0,0.890079,6,0,0,0,0,0,0,0
868,3.026347,0.00044,9143.990406,-89.972346,4.649022,0.015969,-17.368724,-0.277379,-273.764327,0,0,0,0.890079,6,0,0,0,0,0,0,0
868.50433,3.025103,0.000441,9143.990406,-89.972346,4.649024,0.015969,-17.36823,-0.277371,-273.764358,0,0,0,0.890079,6,0,0,0,0,0,0,0
868.586815,3.0249,0.000441,9143.990407,-89.972346,4.648781,0.015969,-17.434569,-0.27843,-273.76014,0,0,0,0.890079,6,0,0,0,0,0,0,0
869,3.02388,0.000441,9143.990406,-89.972346,4.648664,0.015969,-17.466529,-0.278941,-273.758102,0,0,0,0.890079,6,0,0,0,0,0,0,0
870,3.021413,0.000443,9143.990407,-89.972346,4.648547,0.015969,-17.49858,-0.279453,-273.756055,0,0,0,0.890079,6,0,0,0,0,0,0,0
870.586815,3.019966,0.000443,9143.990407,-89.972346,4.64855,0.015969,-17.497966,-0.279443,-273.756094,0,0,0,0.890079,6,0,0,0,0,0,0,0
871,3.018946,0.000444,9143.990407,-89.972346,4.648307,0.015969,-17.564303,-0.280502,-273.751845,0,0,0,0.890079,6,0,0,0,0,0,0,0
871.666607,3.017302,0.000445,9143.990406,-89.971963,4.648171,0.016017,-17.601717,-0.281945,-273.74944,0,0,0,0.890079,6,0,0,0,0,0,0,0
871.83765,3.01688,0.000445,9143.990406,-89.971963,4.648073,0.016017,-17.628279,-0.28237,-273.747731,0,0,0,0.890079,6,0,0,0,0,0,0,0
872,3.016479,0.000445,9143.990406,-89.971963,4.647914,0.016017,-17.67189,-0.283069,-273.744918,0,0,0,0.890079,6,0,0,0,0,0,0,0
872.586815,3.015032,0.000446,9143.990406,-89.971963,4.647876,0.016017,-17.682254,-0.283235,-273.744249,0,0,0,0.890079,6,0,0,0,0,0,0,0
873,3.014012,0.000446,9143.990407,-89.971963,4.647838,0.016017,-17.692787,-0.283404,-273.743568,0,0,0,0.890079,6,0,0,0,0,0,0,0
874,3.011545,0.000447,9143.990407,-89.971963,4.6476,0.016017,-17.757996,-0.284448,-273.739344,0,0,0,0.890079,6,0,0,0,0,0,0,0
874.138994,3.011203,0.000447,9143.990407,-89.971963,4.647602,0.016017,-17.7574,-0.284438,-273.739383,0,0,0,0.890079,6,0,0,0,0,0,0,0
874.586815,3.010098,0.000448,9143.990407,-89.971963,4.647359,0.016017,-17.823724,-0.285501,-273.735071,0,0,0,0.890079,6,0,0,0,0,0,0,0
875,3.009078,0.000448,9143.990407,-89.971963,4.647331,0.016017,-17.831452,-0.285625,-273.734568,0,0,0,0.890079,6,0,0,0,0,0,0,0
876,3.006611,0.00045,9143.990407,-89.971963,4.647126,0.016017,-17.887706,-0.286526,-273.730897,0,0,0,0.890079,6,0,0,0,0,0,0,0
876.586815,3.005164,0.00045,9143.990408,-89.971963,4.647128,0.016017,-17.887106,-0.286516,-273.730936,0,0,0,0.890079,6,0,0,0,0,0,0,0
876.666607,3.004967,0.00045,9143.990408,-89.971963,4.646886,0.016017,-17.953425,-0.287578,-273.726593,0,0,0,0.890079,6,0,0,0,0,0,0,0
877,3.004145,0.000451,9143.990408,-89.971963,4.646749,0.016017,-17.990844,-0.288177,-273.724136,0,0,0,0.890079,6,0,0,0,0,0,0,0
878,3.001678,0.000452,9143.990408,-89.971963,4.646652,0.016017,-18.017298,-0.288601,-273.722395,0,0,0,0.890079,6,0,0,0,0,0,0,0
