时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,雷达开机状态
0,5.166667,0,9144,-90,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
0.053219,5.166546,0,9144.000099,-90,5.708816,0,212.238039,0,-137.349972,0,0,0,0.820283,6,0,0,0,0,0,0,1
0.119212,5.166396,0,9144.000229,-90,5.627526,0,200.388529,0,-154.133374,0,0,0,0.8203,6,0,0,0,0,0,0,0
0.186739,5.166242,0,9144.000207,-90,5.638763,0,202.107731,0,-151.871806,0,0,0,0.8203,6,0,0,0,0,0,0,0
0.253401,5.166091,0,9144.000208,-90,5.638584,-0.000001,202.080296,-0.000173,-151.90796,0,0,0,0.820299,6,0,0,0,0,0,0,0
0.319401,5.16594,0,9144.000208,-90,5.638576,-0.000001,202.078918,-0.000173,-151.909453,0,0,0,0.820298,6,0,0,0,0,0,0,0
0.386312,5.165788,0,9144.000208,-90,5.638563,0,202.076772,0,-151.911971,0,0,0,0.820298,6,0,0,0,0,0,0,0
0.453426,5.165636,0,9144.000208,-90,5.63855,0,202.074679,0,-151.914424,0,0,0,0.820297,6,0,0,0,0,0,0,0
0.519897,5.165485,0,9144.000208,-90,5.638537,0,202.07255,0,-151.916936,0,0,0,0.820296,6,0,0,0,0,0,0,0
0.585916,5.165335,0,9144.000208,-90,5.638524,0,202.070406,0,-151.919478,0,0,0,0.820296,6,0,0,0,0,0,0,0
0.652627,5.165183,0,9144.000208,-90,5.638511,0,202.068281,0,-151.921998,0,0,0,0.820295,6,0,0,0,0,0,0,0
0.720744,5.165028,0,9144.000208,-90,5.638498,0,202.066178,0,-151.924489,0,0,0,0.820295,6,0,0,0,0,0,0,0
0.785885,5.16488,0,9144.000208,-90,5.638485,0,202.064066,0,-151.927012,0,0,0,0.820294,6,0,0,0,0,0,0,0
0.85271,5.164728,0,9144.000208,-90,5.638471,0,202.06186,0,-151.929658,0,0,0,0.820293,6,0,0,0,0,0,0,0
0.919716,5.164576,0,9144.000208,-90,5.638459,0,202.059795,0,-151.932123,0,0,0,0.820293,6,0,0,0,0,0,0,0
0.985751,5.164426,0,9144.000208,-90,5.638445,0,202.05766,0,-151.934691,0,0,0,0.820292,6,0,0,0,0,0,0,0
1.052968,5.164273,0,9144.000235,-89.999996,5.638432,0.000041,202.062171,0.008333,-151.942295,0,0,0,0.820319,6,0,0,0,0,0,0,0
1.128533,5.164101,0,9144.000287,-89.999983,5.623945,0.000174,199.858292,0.03486,-154.867956,0,0,0,0.820395,6,0,0,0,0,0,0,0
1.192592,5.163955,0,9144.0003,-89.999966,5.616313,0.000343,198.689411,0.068191,-156.403556,0,0,0,0.820473,6,0,0,0,0,0,0,0
1.255252,5.163813,0,9144.000299,-89.999946,5.615723,0.000545,198.615546,0.108312,-156.535317,0,0,0,0.820549,6,0,0,0,0,0,0,0
1.333018,5.163636,0,9144.000299,-89.999916,5.615046,0.000834,198.532456,0.165645,-156.687738,0,0,0,0.820644,6,0,0,0,0,0,0,0
1.3961,5.163492,0,9144.000299,-89.999889,5.614228,0.001092,198.422618,0.216663,-156.864908,0,0,0,0.820721,6,0,0,0,0,0,0,0
1.457287,5.163353,0,9144.000299,-89.999861,5.613534,0.001355,198.331687,0.268789,-157.016754,0,0,0,0.820795,6,0,0,0,0,0,0,0
1.533333,5.16318,0,9144.000299,-89.999824,5.612875,0.001695,198.2505,0.336066,-157.165027,0,0,0,0.820888,6,0,0,0,0,0,0,0
1.598182,5.163033,0,9144.000299,-89.999792,5.612076,0.001992,198.143737,0.39468,-157.338571,0,0,0,0.820966,6,0,0,0,0,0,0,0
1.65966,5.162893,0,9144.000299,-89.999759,5.611368,0.002276,198.050241,0.450721,-157.493119,0,0,0,0.821041,6,0,0,0,0,0,0,0
1.722902,5.162749,0,9144.000299,-89.999726,5.610706,0.002568,197.964294,0.508456,-157.639015,0,0,0,0.821118,6,0,0,0,0,0,0,0
1.786141,5.162605,0,9144.000299,-89.999691,5.610031,0.00286,197.876151,0.565908,-157.787457,0,0,0,0.821195,6,0,0,0,0,0,0,0
1.865272,5.162425,0,9144.000299,-89.999648,5.609354,0.003221,197.79222,0.637076,-157.939899,0,0,0,0.821291,6,0,0,0,0,0,0,0
1.926925,5.162284,0,9144.000299,-89.999613,5.608524,0.003498,197.67902,0.691483,-158.118303,0,0,0,0.821366,6,0,0,0,0,0,0,0
1.989777,5.162141,0,9144.000642,-89.999578,5.607845,0.003776,197.67663,0.746365,-158.336729,0,0,0,0.821803,6,0,0,0,0,0,0,0
2.052912,5.161997,0,9144.00097,-89.999557,5.402265,0.004048,161.350164,0.653145,-195.547373,0,0,0,0.82261,6,0,0,0,0,0,0,0
2.129836,5.161822,0,9144.000943,-89.999515,5.406455,0.004374,162.362645,0.71014,-195.103769,0,0,0,0.823598,6,0,0,0,0,0,0,0
2.193967,5.161675,0,9144.000943,-89.99948,5.3983,0.004638,160.927155,0.746447,-196.617961,0,0,0,0.824423,6,0,0,0,0,0,0,0
2.25623,5.161533,0,9144.000942,-89.999446,5.392096,0.004889,159.8593,0.781567,-197.804886,0,0,0,0.825225,6,0,0,0,0,0,0,0
2.333333,5.161357,0,9144.00094,-89.999404,5.386009,0.005191,158.8433,0.824569,-199.013717,0,0,0,0.826219,6,0,0,0,0,0,0,0
2.39545,5.161214,0,9144.000939,-89.999371,5.378431,0.005427,157.483094,0.85472,-200.406143,0,0,0,0.827021,6,0,0,0,0,0,0,0
2.458934,5.161069,0,9144.000938,-89.999336,5.372446,0.005662,156.435779,0.885802,-201.544912,0,0,0,0.827842,6,0,0,0,0,0,0,0
2.521851,5.160924,0,9144.000937,-89.999302,5.366272,0.005889,155.341036,0.91481,-202.706076,0,0,0,0.828656,6,0,0,0,0,0,0,0
2.59877,5.160748,0,9144.000935,-89.999261,5.360178,0.006158,154.288018,0.950067,-203.893958,0,0,0,0.829653,6,0,0,0,0,0,0,0
2.661426,5.160603,0,9144.000934,-89.999228,5.352691,0.00637,152.906685,0.973976,-205.244356,0,0,0,0.830466,6,0,0,0,0,0,0,0
2.723763,5.16046,0,9144.000933,-89.999194,5.346707,0.006575,151.823479,0.998185,-206.356806,0,0,0,0.831276,6,0,0,0,0,0,0,0
2.785644,5.160317,0,9144.000932,-89.999161,5.340707,0.006772,150.728403,1.020786,-207.46467,0,0,0,0.832081,6,0,0,0,0,0,0,0
2.864865,5.160134,0,9144.00093,-89.999119,5.334768,0.007017,149.678797,1.050358,-208.614548,0,0,0,0.833113,6,0,0,0,0,0,0,0
2.926946,5.159991,0,9144.000929,-89.999086,5.327119,0.007203,148.222398,1.06766,-209.957266,0,0,0,0.833923,6,0,0,0,0,0,0,0
2.988871,5.159848,0,9144.000928,-89.999054,5.321257,0.007383,147.131498,1.086258,-211.026975,0,0,0,0.834731,6,0,0,0,0,0,0,0
3.066593,5.159668,0,9144.000926,-89.999013,5.315352,0.007601,146.060234,1.110266,-212.150051,0,0,0,0.835748,6,0,0,0,0,0,0,0
3.12805,5.159525,0,9144.000925,-89.998981,5.307906,0.007768,144.615512,1.123454,-213.437,0,0,0,0.836552,6,0,0,0,0,0,0,0
3.190676,5.15938,0,9144.000923,-89.998948,5.299983,0.007934,143.05995,1.135021,-214.786629,0,0,0,0.837373,6,0,0,0,0,0,0,0
3.253429,5.159234,0,9144.000922,-89.998916,5.289776,0.008095,140.998357,1.141343,-216.448069,0,0,0,0.838195,6,0,0,0,0,0,0,0
3.331037,5.159054,0,9144.000919,-89.998877,5.279694,0.008287,138.977222,1.151734,-218.12288,0,0,0,0.839212,6,0,0,0,0,0,0,0
3.394326,5.158907,0,9144.000917,-89.998845,5.267158,0.008439,136.366394,1.150781,-220.065131,0,0,0,0.840041,6,0,0,0,0,0,0,0
3.456113,5.158763,0,9144.000915,-89.998814,5.257162,0.008582,134.288944,1.152544,-221.630472,0,0,0,0.840849,6,0,0,0,0,0,0,0
3.532588,5.158584,0,9144.000912,-89.998775,5.247335,0.008755,132.261797,1.157918,-223.204711,0,0,0,0.84185,6,0,0,0,0,0,0,0
3.593485,5.158442,0,9144.00091,-89.998745,5.235107,0.008887,129.644961,1.152196,-225.018189,0,0,0,0.842647,6,0,0,0,0,0,0,0
3.657544,5.158293,0,9144.000908,-89.998713,5.225596,0.009022,127.62577,1.151528,-226.465946,0,0,0,0.843485,6,0,0,0,0,0,0,0
3.733333,5.158115,0,9144.000906,-89.998675,5.215477,0.009177,125.474825,1.151566,-228.013321,0,0,0,0.844475,6,0,0,0,0,0,0,0
3.794298,5.157973,0,9144.000904,-89.998645,5.203501,0.009298,122.850837,1.142293,-229.716261,0,0,0,0.845272,6,0,0,0,0,0,0,0
3.855898,5.157828,0,9144.000902,-89.998614,5.194068,0.009416,120.793319,1.137451,-231.084706,0,0,0,0.846077,6,0,0,0,0,0,0,0
3.933333,5.157646,0,9144.000899,-89.998576,5.18445,0.00956,118.706984,1.134894,-232.513313,0,0,0,0.847088,6,0,0,0,0,0,0,0
3.995276,5.157501,0,9144.000897,-89.998546,5.172308,0.009671,115.985775,1.121786,-234.160815,0,0,0,0.847896,6,0,0,0,0,0,0,0
4.057793,5.157354,0,9144.000896,-89.998515,5.162823,0.00978,113.868957,1.11373,-235.476784,0,0,0,0.848712,6,0,0,0,0,0,0,0
4.119825,5.157208,0,9144.000894,-89.998485,5.153161,0.009886,111.694786,1.104205,-236.791595,0,0,0,0.849521,6,0,0,0,0,0,0,0
4.197461,5.157025,0,9144.000891,-89.998446,5.143616,0.010013,109.560005,1.097058,-238.130342,0,0,0,0.850533,6,0,0,0,0,0,0,0
4.258948,5.15688,0,9144.000889,-89.998417,5.131604,0.01011,106.792347,1.079759,-239.6548,0,0,0,0.851335,6,0,0,0,0,0,0,0
4.318935,5.156738,0,9144.000885,-89.998388,5.122317,0.010203,104.657505,1.06785,-240.856325,0,0,0,0.852113,6,0,0,0,0,0,0,0
4.397012,5.156554,0,9144.000867,-89.998349,5.114891,0.01032,102.986616,1.062812,-241.909915,0,0,0,0.853111,6,0,0,0,0,0,0,0
4.458484,5.156409,0,9144.000851,-89.998319,5.106876,0.010408,101.135307,1.052685,-242.946078,0,0,0,0.853879,6,0,0,0,0,0,0,0
4.520594,5.156261,0,9144.000835,-89.998288,5.102734,0.010495,100.2169,1.051859,-243.5788,0,0,0,0.854636,6,0,0,0,0,0,0,0
4.599574,5.156074,0,9144.000812,-89.998249,5.097404,0.010603,99.026396,1.049982,-244.378863,0,0,0,0.855579,6,0,0,0,0,0,0,0
4.663272,5.155923,0,9144.000796,-89.998218,5.089857,0.010686,97.26372,1.039414,-245.331983,0,0,0,0.856322,6,0,0,0,0,0,0,0
4.724123,5.155779,0,9144.000781,-89.998188,5.085723,0.010764,96.32636,1.036858,-245.930692,0,0,0,0.857014,6,0,0,0,0,0,0,0
4.787394,5.155628,0,9144.000768,-89.998157,5.081069,0.010842,95.258915,1.032819,-246.578969,0,0,0,0.857719,6,0,0,0,0,0,0,0
4.861881,5.155451,0,9144.000749,-89.99812,5.076063,0.010931,94.112563,1.02878,-247.286646,0,0,0,0.858531,6,0,0,0,0,0,0,0
4.923387,5.155305,0,9144.000736,-89.99809,5.06985,0.011002,92.645006,1.019333,-248.055777,0,0,0,0.859186,6,0,0,0,0,0,0,0
5,5.155122,0,9144.000716,-89.998053,5.066075,0.011088,91.792995,1.017839,-248.63428,0,0,0,0.859984,6,0,0,0,0,0,0,0
5.061492,5.154976,0,9144.000703,-89.998023,5.059758,0.011155,90.286179,1.007145,-249.39033,0,0,0,0.860609,6,0,0,0,0,0,0,0
5.122262,5.154831,0,9144.000691,-89.997993,5.056274,0.011219,89.479484,1.003871,-249.878421,0,0,0,0.861212,6,0,0,0,0,0,0,0
5.199853,5.154645,0,9144.000674,-89.997955,5.05212,0.011298,88.517952,1.000086,-250.467283,0,0,0,0.861966,6,0,0,0,0,0,0,0
5.262251,5.154496,0,9144.000661,-89.997925,5.046112,0.011359,87.071567,0.989097,-251.167108,0,0,0,0.862559,6,0,0,0,0,0,0,0
5.325847,5.154344,0,9144.000649,-89.997894,5.042797,0.01142,86.297328,0.985548,-251.626322,0,0,0,0.863149,6,0,0,0,0,0,0,0
5.386831,5.154198,0,9144.000639,-89.997864,5.038654,0.011476,85.308816,0.979085,-252.143271,0,0,0,0.863702,6,0,0,0,0,0,0,0
5.462935,5.154016,0,9144.000624,-89.997827,5.034967,0.011545,84.444659,0.974937,-252.653742,0,0,0,0.864378,6,0,0,0,0,0,0,0
5.526004,5.153865,0,9144.000612,-89.997796,5.029654,0.011599,83.153711,0.964579,-253.259177,0,0,0,0.864926,6,0,0,0,0,0,0,0
5.587257,5.153718,0,9144.000602,-89.997767,5.026479,0.011651,82.398805,0.960067,-253.674051,0,0,0,0.865445,6,0,0,0,0,0,0,0
5.666515,5.153528,0,9144.000587,-89.997728,5.022963,0.011715,81.56832,0.955645,-254.155212,0,0,0,0.866102,6,0,0,0,0,0,0,0
5.728711,5.153378,0,9144.000576,-89.997698,5.017718,0.011764,80.280813,0.944474,-254.727709,0,0,0,0.866606,6,0,0,0,0,0,0,0
5.790961,5.153229,0,9144.000566,-89.997668,5.014964,0.011811,79.624118,0.940515,-255.092704,0,0,0,0.867099,6,0,0,0,0,0,0,0
5.852923,5.15308,0,9144.000557,-89.997638,5.011554,0.011857,78.79747,0.934348,-255.504011,0,0,0,0.867578,6,0,0,0,0,0,0,0
5.930892,5.152892,0,9144.000544,-89.9976,5.00827,0.011913,78.011124,0.929352,-255.935644,0,0,0,0.868169,6,0,0,0,0,0,0,0
5.993856,5.152741,0,9144.000534,-89.99757,5.003632,0.011956,76.864446,0.91901,-256.432345,0,0,0,0.868635,6,0,0,0,0,0,0,0
6.054995,5.152594,0,9144.000526,-89.99754,5.000993,0.011996,76.226251,0.914478,-256.764818,0,0,0,0.869077,6,0,0,0,0,0,0,0
6.133333,5.152405,0,9144.000513,-89.997502,4.998004,0.012047,75.506658,0.909647,-257.155379,0,0,0,0.869631,6,0,0,0,0,0,0,0
6.196905,5.152251,0,9144.000504,-89.997472,4.993624,0.012086,74.416997,0.899451,-257.613747,0,0,0,0.870071,6,0,0,0,0,0,0,0
6.257757,5.152105,0,9144.000496,-89.997442,4.991122,0.012123,73.807027,0.894775,-257.920719,0,0,0,0.870481,6,0,0,0,0,0,0,0
6.320792,5.151953,0,9144.000488,-89.997412,4.988377,0.012159,73.13374,0.889294,-258.245742,0,0,0,0.870897,6,0,0,0,0,0,0,0
6.398553,5.151765,0,9144.000477,-89.997374,4.985451,0.012203,72.419715,0.883772,-258.607766,0,0,0,0.8714,6,0,0,0,0,0,0,0
6.46044,5.151615,0,9144.000469,-89.997345,4.981562,0.012236,71.445359,0.874271,-259.003533,0,0,0,0.87179,6,0,0,0,0,0,0,0
6.5214,5.151468,0,9144.000462,-89.997315,4.979374,0.012268,70.909169,0.869971,-259.270868,0,0,0,0.872166,6,0,0,0,0,0,0,0
6.59955,5.151279,0,9144.000451,-89.997278,4.97681,0.012308,70.282012,0.865048,-259.592155,0,0,0,0.872637,6,0,0,0,0,0,0,0
6.662948,5.151126,0,9144.000444,-89.997248,4.973095,0.012338,69.346935,0.855671,-259.962705,0,0,0,0.873011,6,0,0,0,0,0,0,0
6.72629,5.150972,0,9144.000436,-89.997217,4.97096,0.012368,68.820416,0.851217,-260.218748,0,0,0,0.873375,6,0,0,0,0,0,0,0
6.789507,5.150819,0,9144.00043,-89.997187,4.968452,0.012397,68.195375,0.845438,-260.496633,0,0,0,0.873731,6,0,0,0,0,0,0,0
6.866667,5.150632,0,9144.00042,-89.99715,4.966016,0.01243,67.593706,0.840251,-260.788747,0,0,0,0.874156,6,0,0,0,0,0,0,0
6.929149,5.150481,0,9144.000414,-89.99712,4.962751,0.012456,66.767565,0.831726,-261.108413,0,0,0,0.874492,6,0,0,0,0,0,0,0
6.990408,5.150333,0,9144.000407,-89.997091,4.960828,0.012481,66.289555,0.827413,-261.332484,0,0,0,0.874814,6,0,0,0,0,0,0,0
7.052651,5.150182,0,9144.000402,-89.997061,4.958642,0.012505,65.742206,0.822179,-261.572441,0,0,0,0.875134,6,0,0,0,0,0,0,0
7.129664,5.149995,0,9144.000393,-89.997024,4.956424,0.012534,65.190903,0.817174,-261.83356,0,0,0,0.875522,6,0,0,0,0,0,0,0
7.193272,5.14984,0,9144.000387,-89.996994,4.95343,0.012557,64.429662,0.809112,-262.121208,0,0,0,0.875834,6,0,0,0,0,0,0,0
7.254917,5.149691,0,9144.000381,-89.996994,4.951602,0.012557,63.972126,0.803364,-262.32714,0,0,0,0.87613,6,0,0,0,0,0,0,0
7.333143,5.149501,0,9144.000373,-89.996995,4.94961,0.012557,63.475931,0.797131,-262.564217,0,0,0,0.876498,6,0,0,0,0,0,0,0
7.394195,5.149352,0,9144.000368,-89.996995,4.946739,0.012557,62.74198,0.78791,-262.829355,0,0,0,0.876778,6,0,0,0,0,0,0,0
7.455614,5.149203,0,9144.000362,-89.996996,4.945191,0.012557,62.354723,0.783045,-263.008676,0,0,0,0.877053,6,0,0,0,0,0,0,0
7.532504,5.149016,0,9144.000355,-89.996996,4.943288,0.012557,61.877973,0.777056,-263.228082,0,0,0,0.877391,6,0,0,0,0,0,0,0
7.595296,5.148863,0,9144.00035,-89.996997,4.940673,0.012557,61.208123,0.768641,-263.469819,0,0,0,0.87766,6,0,0,0,0,0,0,0
7.658413,5.14871,0,9144.000345,-89.996997,4.939113,0.012557,60.815538,0.763709,-263.644269,0,0,0,0.877924,6,0,0,0,0,0,0,0
7.721153,5.148557,0,9144.00034,-89.996998,4.937291,0.012557,60.352657,0.757894,-263.831875,0,0,0,0.878181,6,0,0,0,0,0,0,0
7.799055,5.148367,0,9144.000333,-89.996998,4.935538,0.012557,59.911387,0.752351,-264.031145,0,0,0,0.878493,6,0,0,0,0,0,0,0
7.860544,5.148218,0,9144.000329,-89.996998,4.933128,0.012557,59.291214,0.74456,-264.247143,0,0,0,0.878734,6,0,0,0,0,0,0,0
7.923838,5.148064,0,9144.000324,-89.996999,4.931777,0.012557,58.950416,0.740279,-264.399777,0,0,0,0.878976,6,0,0,0,0,0,0,0
7.98593,5.147912,0,9144.00032,-89.996999,4.930082,0.012557,58.517562,0.734842,-264.569259,0,0,0,0.879208,6,0,0,0,0,0,0,0
8.061806,5.147727,0,9144.000314,-89.996999,4.928511,0.012557,58.120312,0.729851,-264.744509,0,0,0,0.879486,6,0,0,0,0,0,0,0
8.123873,5.147576,0,9144.00031,-89.997,4.926383,0.012557,57.571519,0.722958,-264.93444,0,0,0,0.879708,6,0,0,0,0,0,0,0
8.185647,5.147425,0,9144.000305,-89.997,4.925089,0.012557,57.242725,0.718827,-265.073741,0,0,0,0.879924,6,0,0,0,0,0,0,0
8.263927,5.147234,0,9144.0003,-89.997001,4.923609,0.012557,56.867695,0.714116,-265.238876,0,0,0,0.880192,6,0,0,0,0,0,0,0
8.327333,5.14708,0,9144.000295,-89.997001,4.921526,0.012557,56.328605,0.707344,-265.420637,0,0,0,0.880403,6,0,0,0,0,0,0,0
8.389512,5.146928,0,9144.000291,-89.997001,4.920303,0.012557,56.016836,0.703428,-265.550479,0,0,0,0.880606,6,0,0,0,0,0,0,0
8.46616,5.146741,0,9144.000286,-89.997002,4.918926,0.012557,55.666636,0.699029,-265.70115,0,0,0,0.880851,6,0,0,0,0,0,0,0
8.528375,5.146589,0,9144.000283,-89.997002,4.917047,0.012557,55.17953,0.69291,-265.863793,0,0,0,0.881045,6,0,0,0,0,0,0,0
8.6,5.146414,0,9144.000278,-89.997002,4.915923,0.012557,54.89409,0.689325,-265.991491,0,0,0,0.881263,6,0,0,0,0,0,0,0
8.65789,5.146273,0,9144.000275,-89.997003,4.914299,0.012557,54.472762,0.684032,-266.13229,0,0,0,0.881435,6,0,0,0,0,0,0,0
8.721961,5.146116,0,9144.000271,-89.997003,4.913301,0.012557,54.218541,0.680839,-266.242851,0,0,0,0.881621,6,0,0,0,0,0,0,0
8.8,5.145925,0,9144.000267,-89.997003,4.911939,0.012557,53.869484,0.676454,-266.38365,0,0,0,0.881844,6,0,0,0,0,0,0,0
8.857657,5.145784,0,9144.000264,-89.997003,4.910243,0.012557,53.427375,0.670901,-266.52311,0,0,0,0.882004,6,0,0,0,0,0,0,0
8.919884,5.145632,0,9144.000261,-89.997004,4.909395,0.012557,53.211688,0.668192,-266.619424,0,0,0,0.882173,6,0,0,0,0,0,0,0
8.999045,5.145439,0,9144.000256,-89.997004,4.908174,0.012557,52.898819,0.664262,-266.747932,0,0,0,0.882384,6,0,0,0,0,0,0,0
9.056593,5.145298,0,9144.000253,-89.997004,4.906534,0.012557,52.470193,0.658878,-266.879587,0,0,0,0.882534,6,0,0,0,0,0,0,0
9.125467,5.14513,0,9144.00025,-89.997004,4.905757,0.012557,52.273155,0.656403,-266.973197,0,0,0,0.882709,6,0,0,0,0,0,0,0
9.189511,5.144973,0,9144.000247,-89.997005,4.904426,0.012556,51.927213,0.652057,-267.090697,0,0,0,0.882868,6,0,0,0,0,0,0,0
9.262285,5.144795,0,9144.000243,-89.99697,4.903388,0.012582,51.660353,0.650044,-267.197964,0,0,0,0.883045,6,0,0,0,0,0,0,0
9.324919,5.144641,0,9144.00024,-89.99694,4.902082,0.012605,51.319928,0.646898,-267.310233,0,0,0,0.883194,6,0,0,0,0,0,0,0
9.397154,5.144465,0,9144.000237,-89.99694,4.901168,0.012605,51.085168,0.643938,-267.407786,0,0,0,0.883361,6,0,0,0,0,0,0,0
9.455371,5.144322,0,9144.000234,-89.996941,4.899919,0.012604,50.758864,0.639824,-267.511332,0,0,0,0.883493,6,0,0,0,0,0,0,0
9.528381,5.144143,0,9144.000231,-89.996941,4.899151,0.012604,50.562733,0.637351,-267.599255,0,0,0,0.883655,6,0,0,0,0,0,0,0
9.6,5.143968,0,9144.000228,-89.996941,4.897895,0.012604,50.235441,0.633224,-267.709596,0,0,0,0.88381,6,0,0,0,0,0,0,0
9.656266,5.14383,0,9144.000226,-89.996941,4.896845,0.012604,49.961024,0.629764,-267.79827,0,0,0,0.883929,6,0,0,0,0,0,0,0
9.729338,5.143651,0,9144.000223,-89.996941,4.896166,0.012604,49.787623,0.627578,-267.877978,0,0,0,0.884081,6,0,0,0,0,0,0,0
9.791853,5.143498,0,9144.00022,-89.996942,4.894974,0.012604,49.475483,0.623642,-267.975483,0,0,0,0.884207,6,0,0,0,0,0,0,0
9.859426,5.143332,0,9144.000218,-89.996942,4.894198,0.012604,49.274991,0.621114,-268.05432,0,0,0,0.884341,6,0,0,0,0,0,0,0
9.91912,5.143186,0,9144.000216,-89.996942,4.893234,0.012604,49.022894,0.617935,-268.136737,0,0,0,0.884457,6,0,0,0,0,0,0,0
9.987529,5.143018,0,9144.000213,-89.996942,4.892504,0.012604,48.834448,0.615559,-268.211704,0,0,0,0.884586,6,0,0,0,0,0,0,0
10.053279,5.142857,0,9144.000211,-89.996942,4.891541,0.012604,48.58273,0.612386,-268.295574,0,0,0,0.884708,6,0,0,0,0,0,0,0
10.126721,5.142677,0,9144.000208,-89.996943,4.890725,0.012604,48.37096,0.609716,-268.375488,0,0,0,0.884841,6,0,0,0,0,0,0,0
10.193038,5.142514,0,9144.000206,-89.996943,4.88975,0.012604,48.115677,0.606497,-268.458099,0,0,0,0.884958,6,0,0,0,0,0,0,0
10.263295,5.142342,0,9144.000203,-89.996943,4.888997,0.012604,47.920141,0.604031,-268.531054,0,0,0,0.885079,6,0,0,0,0,0,0,0
10.330123,5.142178,0,9144.000201,-89.996943,4.888131,0.012604,47.69379,0.601177,-268.60664,0,0,0,0.885192,6,0,0,0,0,0,0,0
10.392684,5.142024,0,9144.000199,-89.996943,4.887379,0.012604,47.49735,0.598701,-268.673716,0,0,0,0.885295,6,0,0,0,0,0,0,0
10.454221,5.141873,0,9144.000197,-89.996943,4.886697,0.012604,47.319392,0.596457,-268.736161,0,0,0,0.885394,6,0,0,0,0,0,0,0
10.521779,5.141708,0,9144.000195,-89.996944,4.886018,0.012604,47.142686,0.594229,-268.800581,0,0,0,0.885501,6,0,0,0,0,0,0,0
10.594724,5.141529,0,9144.000193,-89.996944,4.885242,0.012604,46.939962,0.591673,-268.871295,0,0,0,0.885614,6,0,0,0,0,0,0,0
10.666428,5.141353,0,9144.000191,-89.996944,4.88443,0.012604,46.727465,0.588994,-268.942121,0,0,0,0.885722,6,0,0,0,0,0,0,0
53.654177,5.035338,0.000005,9144.000111,-89.996426,4.843997,0.012982,35.994811,0.467321,-271.942661,0,0,0,0.890079,6,0,0,0,0,0,0,0
53.729594,5.035152,0.000005,9144.000111,-89.996426,4.843981,0.012982,35.990434,0.467264,-271.943241,0,0,0,0.890079,6,0,0,0,0,0,0,0
53.798678,5.034982,0.000005,9144.000111,-89.996426,4.843966,0.012982,35.986326,0.467211,-271.943785,0,0,0,0.890079,6,0,0,0,0,0,0,0
53.853022,5.034848,0.000005,9144.000111,-89.996426,4.843947,0.012982,35.981336,0.467146,-271.944445,0,0,0,0.890079,6,0,0,0,0,0,0,0
53.921117,5.03468,0.000005,9144.000111,-89.996426,4.84393,0.012982,35.976794,0.467087,-271.945046,0,0,0,0.890079,6,0,0,0,0,0,0,0
53.98821,5.034514,0.000005,9144.000111,-89.996426,4.843917,0.012982,35.973235,0.467041,-271.945517,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.055718,5.034348,0.000005,9144.000111,-89.996426,4.843901,0.012982,35.968726,0.466982,-271.946113,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.126636,5.034173,0.000005,9144.000111,-89.996426,4.843885,0.012982,35.964307,0.466925,-271.946698,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.186531,5.034025,0.000005,9144.000111,-89.996426,4.843868,0.012982,35.959857,0.466867,-271.947286,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.264699,5.033832,0.000005,9144.000111,-89.996426,4.843851,0.012982,35.955179,0.466806,-271.947905,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.322519,5.033689,0.000005,9144.000111,-89.996426,4.843837,0.012982,35.951249,0.466755,-271.948425,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.395459,5.033509,0.000005,9144.000111,-89.996426,4.843818,0.012982,35.946069,0.466688,-271.94911,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.466667,5.033334,0.000005,9144.000111,-89.996426,4.843804,0.012982,35.942291,0.466639,-271.949609,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.530784,5.033176,0.000005,9144.000111,-89.996426,4.843786,0.012982,35.93746,0.466576,-271.950248,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.588001,5.033034,0.000005,9144.000111,-89.996426,4.843769,0.012982,35.932771,0.466515,-271.950867,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.66464,5.032845,0.000005,9144.000111,-89.996426,4.843753,0.012982,35.928557,0.46646,-271.951424,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.718926,5.032711,0.000005,9144.000111,-89.996426,4.843739,0.012982,35.924797,0.466412,-271.951921,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.786033,5.032546,0.000005,9144.000111,-89.996426,4.843721,0.012982,35.919716,0.466346,-271.952592,0,0,0,0.890079,6,0,0,0,0,0,0,0
54.853843,5.032379,0.000005,9144.000111,-89.996426,4.843708,0.012982,35.916174,0.4663,-271.95306,0,0,0,0.890079,6,0,0,0,0,0,0,0
