航向角,过载,高度,速度
0.772431,3.09801,10004.2,535.828
0.791767,3.11104,10004.3,535.809
0.811358,3.12398,10004.5,535.79
0.831195,3.1368,10004.6,535.771
0.851272,3.14952,10004.7,535.752
0.871582,3.16211,10004.8,535.733
0.892124,3.17457,10004.9,535.714
0.912894,3.18692,10005,535.696
0.933892,3.19915,10005.1,535.677
0.95512,3.21127,10005.3,535.659
0.976582,3.2233,10005.4,535.64
0.998279,3.23525,10005.5,535.622
1.02022,3.24712,10005.6,535.604
1.0424,3.25893,10005.7,535.586
1.06482,3.27068,10005.9,535.568
1.0875,3.28237,10006,535.55
1.11043,3.29401,10006.1,535.532
1.13361,3.3056,10006.3,535.514
1.15704,3.31714,10006.4,535.497
1.18072,3.32861,10006.5,535.479
1.20464,3.34002,10006.7,535.462
1.22881,3.35135,10006.8,535.444
1.25321,3.36261,10006.9,535.427
1.27785,3.37378,10007.1,535.41
1.30272,3.38486,10007.2,535.392
1.32782,3.39585,10007.4,535.375
1.35314,3.40675,10007.5,535.358
1.37868,3.41755,10007.6,535.341
1.40444,3.42827,10007.8,535.324
1.43043,3.4389,10007.9,535.307
1.45663,3.44944,10008.1,535.291
1.48305,3.45991,10008.2,535.274
1.50969,3.4703,10008.4,535.257
1.53656,3.48062,10008.5,535.24
1.56364,3.49087,10008.7,535.224
1.59094,3.50106,10008.8,535.207
1.61846,3.51119,10009,535.191
1.64621,3.52125,10009.2,535.174
1.67417,3.53125,10009.3,535.158
1.70235,3.54119,10009.5,535.142
1.73074,3.55107,10009.6,535.125
1.75935,3.56087,10009.8,535.109
1.78817,3.57061,10010,535.093
1.8172,3.58028,10010.1,535.077
1.84644,3.58988,10010.3,535.061
1.87588,3.5994,10010.5,535.045
1.90552,3.60885,10010.6,535.029
1.93537,3.61822,10010.8,535.013
1.96541,3.62752,10011,534.997
1.99565,3.63675,10011.2,534.981
2.02609,3.64591,10011.3,534.965
2.05672,3.655,10011.5,534.949
2.08755,3.66402,10011.7,534.934
2.11857,3.67298,10011.9,534.918
2.14978,3.68187,10012,534.902
2.18119,3.6907,10012.2,534.886
2.21278,3.69947,10012.4,534.871
2.24456,3.70818,10012.6,534.855
2.27654,3.71683,10012.8,534.839
2.3087,3.72542,10012.9,534.824
2.34104,3.73395,10013.1,534.808
2.37357,3.74242,10013.3,534.793
2.40629,3.75082,10013.5,534.777
2.43918,3.75917,10013.7,534.762
2.47225,3.76746,10013.9,534.746
2.5055,3.77568,10014.1,534.731
2.53892,3.78385,10014.3,534.716
2.57252,3.79195,10014.5,534.7
2.60629,3.79999,10014.6,534.685
2.64023,3.80797,10014.8,534.67
2.67434,3.8159,10015,534.654
2.70862,3.82376,10015.2,534.639
2.74306,3.83156,10015.4,534.624
2.77767,3.83931,10015.6,534.608
2.81245,3.847,10015.8,534.593
2.84738,3.85464,10016,534.578
2.88248,3.86222,10016.2,534.563
2.91774,3.86975,10016.4,534.548
2.95316,3.87723,10016.6,534.532
2.98874,3.88465,10016.8,534.517
3.02447,3.89202,10017,534.502
3.06036,3.89934,10017.2,534.487
3.09641,3.9066,10017.5,534.472
3.1326,3.91381,10017.7,534.457
3.16895,3.92097,10017.9,534.442
3.20544,3.92808,10018.1,534.427
3.24209,3.93514,10018.3,534.411
3.27888,3.94214,10018.5,534.396
3.31581,3.94909,10018.7,534.381
3.35289,3.95599,10018.9,534.366
3.39012,3.96284,10019.1,534.351
3.42748,3.96964,10019.3,534.336
3.46498,3.97639,10019.6,534.321
3.50263,3.98309,10019.8,534.306
3.54041,3.98974,10020,534.291
3.57832,3.99635,10020.2,534.276
3.61637,4.00291,10020.4,534.261
3.65456,4.00941,10020.6,534.246
3.69288,4.01588,10020.9,534.231
3.73133,4.02229,10021.1,534.216
3.76991,4.02867,10021.3,534.201
3.80862,4.03499,10021.5,534.186
3.84745,4.04127,10021.7,534.171
3.88642,4.0475,10022,534.156
3.9255,4.05369,10022.2,534.141
3.96472,4.05984,10022.4,534.127
4.00405,4.06594,10022.6,534.112
4.04351,4.07199,10022.9,534.097
4.08309,4.07801,10023.1,534.082
4.12278,4.08398,10023.3,534.067
4.1626,4.0899,10023.5,534.052
4.20253,4.09578,10023.8,534.037
4.24258,4.10162,10024,534.022
4.28274,4.10742,10024.2,534.007
4.32302,4.11317,10024.4,533.992
4.3634,4.11889,10024.7,533.977
4.4039,4.12456,10024.9,533.962
4.44451,4.13019,10025.1,533.947
4.48523,4.13579,10025.4,533.932
4.52606,4.14134,10025.6,533.917
4.56699,4.14685,10025.8,533.902
4.60803,4.15232,10026,533.887
4.64918,4.15776,10026.3,533.873
4.69043,4.16315,10026.5,533.858
4.73178,4.16851,10026.7,533.843
4.77323,4.17383,10027,533.828
4.81478,4.17911,10027.2,533.813
4.85644,4.18435,10027.4,533.798
4.89819,4.18955,10027.7,533.783
4.94004,4.19472,10027.9,533.768
4.98199,4.19985,10028.1,533.753
5.02403,4.20494,10028.4,533.738
5.06617,4.21,10028.6,533.723
5.1084,4.21502,10028.8,533.708
5.15072,4.22,10029.1,533.693
5.19314,4.22495,10029.3,533.678
5.23564,4.22987,10029.6,533.663
5.27824,4.23475,10029.8,533.648
5.32092,4.23959,10030,533.633
5.3637,4.2444,10030.3,533.618
5.40656,4.24918,10030.5,533.603
5.44951,4.25392,10030.7,533.588
5.49254,4.25863,10031,533.573
5.53566,4.2633,10031.2,533.558
5.57886,4.26794,10031.4,533.543
5.62214,4.27255,10031.7,533.528
5.66551,4.27713,10031.9,533.513
5.70895,4.28167,10032.2,533.498
5.75248,4.28618,10032.4,533.483
5.79609,4.29066,10032.6,533.468
5.83977,4.29511,10032.9,533.453
5.88354,4.29953,10033.1,533.438
5.92738,4.30391,10033.4,533.423
5.97129,4.30827,10033.6,533.408
6.01528,4.31259,10033.8,533.393
6.05935,4.31689,10034.1,533.378
6.10349,4.32115,10034.3,533.363
6.1477,4.32538,10034.5,533.348
6.19199,4.32959,10034.8,533.333
6.23635,4.33376,10035,533.318
6.28078,4.33791,10035.3,533.303
6.32527,4.34202,10035.5,533.288
6.36984,4.34611,10035.7,533.273
6.41448,4.35017,10036,533.257
6.45918,4.3542,10036.2,533.242
6.50395,4.3582,10036.5,533.227
6.54879,4.36218,10036.7,533.212
6.5937,4.36612,10036.9,533.197
6.63867,4.37004,10037.2,533.182
6.6837,4.37393,10037.4,533.167
6.7288,4.3778,10037.7,533.152
6.77396,4.38164,10037.9,533.137
6.81918,4.38545,10038.1,533.121
6.86447,4.38923,10038.4,533.106
6.90981,4.39299,10038.6,533.091
6.95522,4.39672,10038.9,533.076
7.00069,4.40043,10039.1,533.061
7.04621,4.40411,10039.3,533.046
7.0918,4.40777,10039.6,533.031
7.13744,4.4114,10039.8,533.015
7.18314,4.41501,10040,533
7.2289,4.41859,10040.3,532.985
7.27471,4.42214,10040.5,532.97
7.32058,4.42568,10040.8,532.955
7.36651,4.42918,10041,532.939
7.41249,4.43267,10041.2,532.924
7.45852,4.43613,10041.5,532.909
7.50461,4.43956,10041.7,532.894
7.55075,4.44298,10041.9,532.879
7.59694,4.44637,10042.2,532.863
7.64319,4.44973,10042.4,532.848
7.68949,4.45308,10042.6,532.833
7.73583,4.4564,10042.9,532.818
7.78223,4.45969,10043.1,532.803
7.82868,4.46297,10043.4,532.787
7.87518,4.46622,10043.6,532.772
7.92172,4.46946,10043.8,532.757
7.96832,4.47266,10044.1,532.742
8.01496,4.47585,10044.3,532.726
8.06165,4.47902,10044.5,532.711
8.10838,4.48216,10044.8,532.696
8.15517,4.48529,10045,532.68
8.202,4.48839,10045.2,532.665
8.24887,4.49147,10045.5,532.65
8.29579,4.49453,10045.7,532.635
8.34275,4.49758,10045.9,532.619
8.38976,4.5006,10046.2,532.604
8.43681,4.5036,10046.4,532.589
8.48391,4.50658,10046.6,532.573
8.53105,4.50954,10046.8,532.558
8.57823,4.51248,10047.1,532.543
8.62545,4.5154,10047.3,532.527
8.67272,4.5183,10047.5,532.512
8.72003,4.52118,10047.8,532.497
8.76737,4.52404,10048,532.481
8.81476,4.52689,10048.2,532.466
8.86219,4.52971,10048.4,532.451
8.90966,4.53252,10048.7,532.435
8.95716,4.53531,10048.9,532.42
9.00471,4.53808,10049.1,532.405
9.05229,4.54083,10049.4,532.389
9.09992,4.54356,10049.6,532.374
9.14758,4.54628,10049.8,532.359
9.19528,4.54897,10050,532.343
9.24301,4.55165,10050.3,532.328
9.29078,4.55432,10050.5,532.312
9.33859,4.55696,10050.7,532.297
9.38644,4.55959,10050.9,532.282
9.43432,4.5622,10051.1,532.266
9.48223,4.56479,10051.4,532.251
9.53019,4.56737,10051.6,532.235
9.57817,4.56993,10051.8,532.22
9.62619,4.57247,10052,532.205
9.67425,4.575,10052.3,532.189
9.72234,4.57751,10052.5,532.174
9.77046,4.58,10052.7,532.158
9.81862,4.58248,10052.9,532.143
9.86681,4.58494,10053.1,532.128
9.91503,4.58739,10053.3,532.112
9.96328,4.58982,10053.6,532.097
10.0116,4.59223,10053.8,532.081
10.0599,4.59463,10054,532.066
10.1082,4.59701,10054.2,532.05
10.1566,4.59938,10054.4,532.035
10.205,4.60173,10054.6,532.02
10.2535,4.60407,10054.9,532.004
10.3019,4.60639,10055.1,531.989
10.3504,4.6087,10055.3,531.973
10.399,4.61099,10055.5,531.958
10.4475,4.61327,10055.7,531.942
10.4961,4.61554,10055.9,531.927
10.5448,4.61779,10056.1,531.911
10.5934,4.62002,10056.3,531.896
10.6421,4.62224,10056.5,531.881
10.6908,4.62445,10056.8,531.865
10.7395,4.62665,10057,531.85
10.7883,4.62883,10057.2,531.834
10.8371,4.63099,10057.4,531.819
10.8859,4.63314,10057.6,531.803
10.9348,4.63528,10057.8,531.788
10.9836,4.63741,10058,531.772
11.0325,4.63952,10058.2,531.757
11.0815,4.64162,10058.4,531.741
11.1304,4.6437,10058.6,531.726
11.1794,4.64578,10058.8,531.71
11.2284,4.64784,10059,531.695
11.2774,4.64988,10059.2,531.679
11.3265,4.65192,10059.4,531.664
11.3756,4.65394,10059.6,531.648
11.4247,4.65595,10059.8,531.633
11.4738,4.65794,10060,531.617
11.523,4.65993,10060.2,531.602
11.5721,4.6619,10060.4,531.586
11.6213,4.66386,10060.6,531.571
11.6706,4.66581,10060.8,531.555
11.7198,4.66774,10061,531.54
11.7691,4.66967,10061.2,531.524
11.8184,4.67158,10061.4,531.509
11.8677,4.67348,10061.6,531.493
11.9171,4.67537,10061.8,531.478
11.9665,4.67724,10062,531.462
12.0159,4.67911,10062.2,531.447
12.0653,4.68096,10062.3,531.431
12.1147,4.6828,10062.5,531.416
12.1642,4.68463,10062.7,531.4
12.2137,4.68645,10062.9,531.385
12.2632,4.68826,10063.1,531.369
12.3127,4.69006,10063.3,531.354
12.3623,4.69185,10063.5,531.338
12.4118,4.69363,10063.7,531.323
12.4614,4.69539,10063.9,531.307
12.511,4.69715,10064,531.292
12.5607,4.69889,10064.2,531.276
12.6103,4.70062,10064.4,531.261
12.66,4.70235,10064.6,531.245
12.7097,4.70406,10064.8,531.23
12.7594,4.70576,10065,531.214
12.8092,4.70746,10065.1,531.199
12.8589,4.70914,10065.3,531.183
12.9087,4.71081,10065.5,531.168
12.9585,4.71247,10065.7,531.152
13.0083,4.71412,10065.9,531.137
13.0582,4.71577,10066,531.121
13.108,4.7174,10066.2,531.106
13.1579,4.71902,10066.4,531.09
13.2078,4.72064,10066.6,531.075
13.2577,4.72224,10066.7,531.059
13.3077,4.72383,10066.9,531.044
13.3576,4.72542,10067.1,531.028
13.4076,4.72699,10067.2,531.013
13.4576,4.72856,10067.4,530.997
13.5076,4.73012,10067.6,530.981
13.5576,4.73166,10067.8,530.966
13.6077,4.7332,10067.9,530.95
13.6577,4.73473,10068.1,530.935
13.7078,4.73625,10068.3,530.919
13.7579,4.73776,10068.4,530.904
13.808,4.73927,10068.6,530.888
13.8582,4.74076,10068.8,530.873
13.9083,4.74224,10068.9,530.857
13.9585,4.74372,10069.1,530.842
14.0087,4.74519,10069.3,530.826
14.0589,4.74665,10069.4,530.811
14.1091,4.7481,10069.6,530.795
14.1594,4.74954,10069.7,530.78
14.2096,4.75097,10069.9,530.764
14.2599,4.7524,10070.1,530.749
14.3102,4.75381,10070.2,530.733
14.3605,4.75522,10070.4,530.718
14.4108,4.75662,10070.5,530.702
14.4612,4.75802,10070.7,530.687
14.5115,4.7594,10070.9,530.671
14.5619,4.76078,10071,530.656
14.6123,4.76215,10071.2,530.64
14.6627,4.76351,10071.3,530.625
14.7131,4.76486,10071.5,530.609
14.7636,4.7662,10071.6,530.594
14.814,4.76754,10071.8,530.578
14.8645,4.76887,10071.9,530.563
14.915,4.77019,10072.1,530.547
14.9655,4.77151,10072.2,530.532
15.016,4.77281,10072.4,530.516
15.0665,4.77411,10072.5,530.501
15.1171,4.7754,10072.7,530.485
15.1676,4.77669,10072.8,530.47
15.2182,4.77797,10073,530.454
15.2688,4.77923,10073.1,530.439
15.3194,4.7805,10073.3,530.423
15.37,4.78175,10073.4,530.408
15.4206,4.783,10073.5,530.392
15.4713,4.78424,10073.7,530.377
15.522,4.78547,10073.8,530.362
15.5726,4.7867,10074,530.346
15.6233,4.78792,10074.1,530.331
15.674,4.78913,10074.2,530.315
15.7247,4.79034,10074.4,530.3
15.7755,4.79154,10074.5,530.284
15.8262,4.79273,10074.7,530.269
15.877,4.79392,10074.8,530.253
15.9278,4.7951,10074.9,530.238
15.9785,4.79627,10075.1,530.222
16.0293,4.79743,10075.2,530.207
16.0802,4.79859,10075.3,530.191
16.131,4.79975,10075.5,530.176
16.1818,4.80089,10075.6,530.16
16.2327,4.80203,10075.7,530.145
16.2835,4.80316,10075.9,530.13
16.3344,4.80429,10076,530.114
16.3853,4.80541,10076.1,530.099
16.4362,4.80653,10076.2,530.083
16.4871,4.80763,10076.4,530.068
16.5381,4.80873,10076.5,530.052
16.589,4.80983,10076.6,530.037
16.64,4.81092,10076.7,530.021
16.6909,4.812,10076.9,530.006
16.7419,4.81308,10077,529.99
16.7929,4.81415,10077.1,529.975
16.8439,4.81521,10077.2,529.96
16.8949,4.81627,10077.4,529.944
16.946,4.81733,10077.5,529.929
16.997,4.81837,10077.6,529.913
17.0481,4.81942,10077.7,529.898
17.0991,4.82045,10077.8,529.882
17.1502,4.82148,10078,529.867
17.2013,4.8225,10078.1,529.852
17.2524,4.82352,10078.2,529.836
17.3035,4.82454,10078.3,529.821
17.3546,4.82554,10078.4,529.805
17.4057,4.82654,10078.5,529.79
17.4569,4.82754,10078.6,529.775
17.508,4.82853,10078.8,529.759
17.5592,4.82951,10078.9,529.744
17.6104,4.83049,10079,529.728
17.6616,4.83147,10079.1,529.713
17.7128,4.83243,10079.2,529.698
17.764,4.8334,10079.3,529.682
17.8152,4.83435,10079.4,529.667
17.8664,4.83531,10079.5,529.651
17.9177,4.83625,10079.6,529.636
17.9689,4.8372,10079.7,529.621
18.0202,4.83813,10079.8,529.605
18.0715,4.83906,10080,529.59
18.1228,4.83999,10080.1,529.574
18.1741,4.84091,10080.2,529.559
18.2254,4.84183,10080.3,529.544
18.2767,4.84274,10080.4,529.528
18.328,4.84364,10080.5,529.513
18.3793,4.84454,10080.6,529.497
18.4307,4.84544,10080.7,529.482
18.482,4.84633,10080.8,529.467
18.5334,4.84721,10080.9,529.451
18.5848,4.84809,10081,529.436
18.6362,4.84897,10081.1,529.421
18.6875,4.84984,10081.2,529.405
18.739,4.85071,10081.3,529.39
18.7904,4.85157,10081.3,529.375
18.8418,4.85242,10081.4,529.359
18.8932,4.85328,10081.5,529.344
18.9447,4.85412,10081.6,529.328
18.9961,4.85497,10081.7,529.313
19.0476,4.8558,10081.8,529.298
19.099,4.85664,10081.9,529.282
19.1505,4.85746,10082,529.267
19.202,4.85829,10082.1,529.252
19.2535,4.85911,10082.2,529.236
19.305,4.85992,10082.3,529.221
19.3565,4.86073,10082.4,529.206
19.408,4.86154,10082.4,529.19
19.4596,4.86234,10082.5,529.175
19.5111,4.86314,10082.6,529.16
19.5626,4.86393,10082.7,529.144
19.6142,4.86472,10082.8,529.129
19.6658,4.8655,10082.9,529.114
19.7173,4.86628,10082.9,529.098
19.7689,4.86705,10083,529.083
19.8205,4.86782,10083.1,529.068
19.8721,4.86859,10083.2,529.052
19.9237,4.86935,10083.3,529.037
19.9753,4.87011,10083.4,529.022
20.0269,4.87086,10083.4,529.006
20.0786,4.87161,10083.5,528.991
20.1302,4.87236,10083.6,528.976
20.1818,4.8731,10083.7,528.961
20.2335,4.87383,10083.7,528.945
20.2851,4.87457,10083.8,528.93
20.3368,4.8753,10083.9,528.915
20.3885,4.87602,10084,528.899
20.4402,4.87674,10084,528.884
20.4919,4.87746,10084.1,528.869
20.5436,4.87817,10084.2,528.853
20.5953,4.87888,10084.3,528.838
20.647,4.87958,10084.3,528.823
20.6987,4.88028,10084.4,528.808
20.7504,4.88098,10084.5,528.792
20.8021,4.88167,10084.6,528.777
20.8539,4.88236,10084.6,528.762
20.9056,4.88305,10084.7,528.746
20.9574,4.88373,10084.8,528.731
21.0091,4.8844,10084.8,528.716
21.0609,4.88508,10084.9,528.701
21.1127,4.88575,10085,528.685
21.1645,4.88641,10085,528.67
21.2162,4.88707,10085.1,528.655
21.268,4.88773,10085.2,528.64
21.3198,4.88839,10085.2,528.624
21.3716,4.88904,10085.3,528.609
21.4235,4.88969,10085.3,528.594
21.4753,4.89033,10085.4,528.579
21.5271,4.89097,10085.5,528.563
21.5789,4.89161,10085.5,528.548
21.6308,4.89224,10085.6,528.533
21.6826,4.89287,10085.7,528.518
21.7345,4.89349,10085.7,528.502
21.7863,4.89412,10085.8,528.487
21.8382,4.89473,10085.8,528.472
21.89,4.89535,10085.9,528.457
21.9419,4.89596,10085.9,528.441
21.9938,4.89657,10086,528.426
22.0457,4.89717,10086.1,528.411
22.0976,4.89777,10086.1,528.396
22.1495,4.89837,10086.2,528.38
22.2014,4.89897,10086.2,528.365
22.2533,4.89956,10086.3,528.35
22.3052,4.90015,10086.3,528.335
22.3571,4.90073,10086.4,528.319
22.409,4.90131,10086.4,528.304
22.461,4.90189,10086.5,528.289
22.5129,4.90246,10086.5,528.274
22.5648,4.90303,10086.6,528.259
22.6168,4.9036,10086.6,528.243
22.6687,4.90416,10086.7,528.228
22.7207,4.90473,10086.7,528.213
22.7726,4.90528,10086.8,528.198
22.8246,4.90584,10086.8,528.182
22.8766,4.90639,10086.9,528.167
22.9285,4.90694,10086.9,528.152
22.9805,4.90748,10087,528.137
23.0325,4.90802,10087,528.122
23.0845,4.90856,10087.1,528.106
23.1365,4.9091,10087.1,528.091
23.1885,4.90963,10087.2,528.076
23.2405,4.91016,10087.2,528.061
23.2925,4.91069,10087.2,528.046
23.3445,4.91121,10087.3,528.03
23.3965,4.91173,10087.3,528.015
23.4486,4.91225,10087.4,528
23.5006,4.91276,10087.4,527.985
23.5526,4.91327,10087.5,527.97
23.6046,4.91378,10087.5,527.954
23.6567,4.91429,10087.5,527.939
23.7087,4.91479,10087.6,527.924
23.7608,4.91529,10087.6,527.909
23.8128,4.91578,10087.7,527.894
23.8649,4.91628,10087.7,527.878
23.9169,4.91677,10087.7,527.863
23.969,4.91726,10087.8,527.848
24.0211,4.91774,10087.8,527.833
24.0731,4.91822,10087.8,527.818
24.1252,4.9187,10087.9,527.803
24.1773,4.91918,10087.9,527.787
24.2294,4.91965,10087.9,527.772
24.2815,4.92012,10088,527.757
24.3336,4.92059,10088,527.742
24.3856,4.92105,10088.1,527.727
24.4377,4.92152,10088.1,527.712
24.4898,4.92198,10088.1,527.696
24.5419,4.92243,10088.1,527.681
24.5941,4.92289,10088.2,527.666
24.6462,4.92334,10088.2,527.651
24.6983,4.92378,10088.2,527.636
24.7504,4.92423,10088.3,527.621
24.8025,4.92467,10088.3,527.605
24.8546,4.92511,10088.3,527.59
24.9068,4.92555,10088.4,527.575
24.9589,4.92599,10088.4,527.56
25.011,4.92642,10088.4,527.545
25.0632,4.92685,10088.4,527.53
25.1153,4.92728,10088.5,527.514
25.1675,4.9277,10088.5,527.499
25.2196,4.92812,10088.5,527.484
25.2718,4.92854,10088.6,527.469
25.3239,4.92896,10088.6,527.454
25.3761,4.92937,10088.6,527.439
25.4282,4.92978,10088.6,527.423
25.4804,4.93019,10088.7,527.408
25.5325,4.9306,10088.7,527.393
25.5847,4.931,10088.7,527.378
25.6369,4.9314,10088.7,527.363
25.6891,4.9318,10088.8,527.348
25.7412,4.9322,10088.8,527.333
25.7934,4.93259,10088.8,527.317
25.8456,4.93299,10088.8,527.302
25.8978,4.93337,10088.8,527.287
25.95,4.93376,10088.9,527.272
26.0021,4.93415,10088.9,527.257
26.0543,4.93453,10088.9,527.242
26.1065,4.93491,10088.9,527.227
26.1587,4.93528,10088.9,527.211
26.2109,4.93566,10089,527.196
26.2631,4.93603,10089,527.181
26.3153,4.9364,10089,527.166
26.3675,4.93677,10089,527.151
26.4197,4.93713,10089,527.136
26.4719,4.9375,10089,527.121
26.5242,4.93786,10089.1,527.105
26.5764,4.93822,10089.1,527.09
26.6286,4.93857,10089.1,527.075
26.6808,4.93893,10089.1,527.06
26.733,4.93928,10089.1,527.045
26.7852,4.93963,10089.1,527.03
26.8375,4.93997,10089.2,527.015
26.8897,4.94032,10089.2,526.999
26.9419,4.94066,10089.2,526.984
26.9942,4.941,10089.2,526.969
27.0464,4.94134,10089.2,526.954
27.0986,4.94168,10089.2,526.939
27.1509,4.94201,10089.2,526.924
27.2031,4.94234,10089.3,526.909
27.2553,4.94267,10089.3,526.894
27.3076,4.943,10089.3,526.878
27.3598,4.94332,10089.3,526.863
27.4121,4.94365,10089.3,526.848
27.4643,4.94397,10089.3,526.833
27.5166,4.94429,10089.3,526.818
27.5688,4.9446,10089.3,526.803
27.6211,4.94492,10089.3,526.788
27.6733,4.94523,10089.4,526.773
27.7256,4.94554,10089.4,526.757
27.7778,4.94585,10089.4,526.742
27.8301,4.94615,10089.4,526.727
27.8823,4.94646,10089.4,526.712
27.9346,4.94676,10089.4,526.697
27.9868,4.94706,10089.4,526.682
28.0391,4.94736,10089.4,526.667
28.0914,4.94765,10089.4,526.651
28.1436,4.94795,10089.4,526.636
28.1959,4.94824,10089.4,526.621
28.2482,4.94853,10089.4,526.606
28.3004,4.94882,10089.5,526.591
28.3527,4.94911,10089.5,526.576
28.405,4.94939,10089.5,526.561
28.4573,4.94967,10089.5,526.546
28.5095,4.94995,10089.5,526.53
28.5618,4.95023,10089.5,526.515
28.6141,4.95051,10089.5,526.5
28.6664,4.95078,10089.5,526.485
28.7186,4.95105,10089.5,526.47
28.7709,4.95132,10089.5,526.455
28.8232,4.95159,10089.5,526.44
28.8755,4.95186,10089.5,526.425
28.9278,4.95213,10089.5,526.409
28.9801,4.95239,10089.5,526.394
29.0323,4.95265,10089.5,526.379
29.0846,4.95291,10089.5,526.364
29.1369,4.95317,10089.5,526.349
29.1892,4.95342,10089.5,526.334
29.2415,4.95368,10089.5,526.319
29.2938,4.95393,10089.5,526.304
29.3461,4.95418,10089.5,526.288
29.3984,4.95443,10089.5,526.273
29.4507,4.95467,10089.5,526.258
29.5029,4.95492,10089.5,526.243
29.5552,4.95516,10089.5,526.228
29.6075,4.9554,10089.5,526.213
29.6598,4.95564,10089.5,526.198
29.7121,4.95588,10089.5,526.182
29.7644,4.95612,10089.5,526.167
29.8167,4.95635,10089.5,526.152
29.869,4.95659,10089.5,526.137
29.9213,4.95682,10089.5,526.122
29.9736,4.95705,10089.5,526.107
30.0259,4.95728,10089.5,526.092
30.0782,4.9575,10089.5,526.077
30.1305,4.95773,10089.5,526.061
30.1828,4.95795,10089.5,526.046
30.2351,4.95817,10089.5,526.031
30.2874,4.95839,10089.5,526.016
30.3397,4.95861,10089.5,526.001
