航向角,过载,高度,速度
-71.5255,4.85905,10082.5,425.1
-71.4628,4.85894,10082.5,425.062
-71.4001,4.85883,10082.5,425.023
-71.3373,4.85872,10082.5,424.985
-71.2746,4.85861,10082.5,424.946
-71.2119,4.85851,10082.5,424.908
-71.1491,4.8584,10082.5,424.869
-71.0864,4.85829,10082.5,424.83
-71.0236,4.85818,10082.5,424.792
-70.9609,4.85808,10082.5,424.753
-70.8981,4.85797,10082.5,424.714
-70.8354,4.85786,10082.5,424.676
-70.7726,4.85776,10082.5,424.637
-70.7099,4.85765,10082.5,424.598
-70.6471,4.85754,10082.5,424.56
-70.5843,4.85744,10082.5,424.521
-70.5216,4.85733,10082.5,424.482
-70.4588,4.85723,10082.5,424.443
-70.396,4.85712,10082.5,424.404
-70.3332,4.85702,10082.5,424.366
-70.2704,4.85691,10082.5,424.327
-70.2076,4.85681,10082.5,424.288
-70.1448,4.8567,10082.5,424.249
-70.082,4.8566,10082.5,424.21
-70.0192,4.8565,10082.5,424.171
-69.9564,4.85639,10082.5,424.132
-69.8936,4.85629,10082.5,424.093
-69.8307,4.85619,10082.5,424.054
-69.7679,4.85609,10082.5,424.015
-69.7051,4.85598,10082.5,423.976
-69.6423,4.85588,10082.5,423.937
-69.5794,4.85578,10082.5,423.898
-69.5166,4.85568,10082.5,423.859
-69.4537,4.85557,10082.5,423.82
-69.3909,4.85547,10082.5,423.781
-69.328,4.85537,10082.5,423.742
-69.2652,4.85527,10082.5,423.703
-69.2023,4.85517,10082.5,423.663
-69.1394,4.85507,10082.4,423.624
-69.0766,4.85497,10082.4,423.585
-69.0137,4.85487,10082.4,423.546
-68.9508,4.85477,10082.4,423.507
-68.8879,4.85467,10082.4,423.467
-68.8251,4.85457,10082.4,423.428
-68.7622,4.85447,10082.4,423.389
-68.6993,4.85437,10082.4,423.349
-68.6364,4.85427,10082.4,423.31
-68.5735,4.85417,10082.4,423.271
-68.5106,4.85407,10082.4,423.231
-68.4476,4.85398,10082.4,423.192
-68.3847,4.85388,10082.4,423.153
-68.3218,4.85378,10082.4,423.113
-68.2589,4.85368,10082.4,423.074
-68.1959,4.85358,10082.4,423.034
-68.133,4.85349,10082.4,422.995
-68.0701,4.85339,10082.4,422.955
-68.0071,4.85329,10082.4,422.916
-67.9442,4.8532,10082.4,422.876
-67.8812,4.8531,10082.4,422.837
-67.8183,4.853,10082.4,422.797
-67.7553,4.85291,10082.4,422.757
-67.6924,4.85281,10082.4,422.718
-67.6294,4.85271,10082.4,422.678
-67.5664,4.85262,10082.4,422.639
-67.5034,4.85252,10082.4,422.599
-67.4405,4.85243,10082.4,422.559
-67.3775,4.85233,10082.4,422.519
-67.3145,4.85224,10082.4,422.48
-67.2515,4.85214,10082.4,422.44
-67.1885,4.85205,10082.4,422.4
-67.1255,4.85195,10082.4,422.36
-67.0625,4.85186,10082.4,422.321
-66.9995,4.85176,10082.4,422.281
-66.9364,4.85167,10082.4,422.241
-66.8734,4.85157,10082.4,422.201
-66.8104,4.85148,10082.4,422.161
-66.7474,4.85139,10082.4,422.121
-66.6843,4.85129,10082.4,422.081
-66.6213,4.8512,10082.4,422.042
-66.5583,4.85111,10082.4,422.002
-66.4952,4.85101,10082.4,421.962
-66.4322,4.85092,10082.3,421.922
-66.3691,4.85083,10082.3,421.882
-66.306,4.85074,10082.3,421.842
-66.243,4.85064,10082.3,421.801
-66.1799,4.85055,10082.3,421.761
-66.1168,4.85046,10082.3,421.721
-66.0538,4.85037,10082.3,421.681
-65.9907,4.85028,10082.3,421.641
-65.9276,4.85018,10082.3,421.601
-65.8645,4.85009,10082.3,421.561
-65.8014,4.85,10082.3,421.521
-65.7383,4.84991,10082.3,421.48
-65.6752,4.84982,10082.3,421.44
-65.6121,4.84973,10082.3,421.4
-65.549,4.84964,10082.3,421.36
-65.4858,4.84955,10082.3,421.319
-65.4227,4.84946,10082.3,421.279
-65.3596,4.84937,10082.3,421.239
-65.2965,4.84928,10082.3,421.198
-65.2333,4.84919,10082.3,421.158
-65.1702,4.8491,10082.3,421.118
-65.107,4.84901,10082.3,421.077
-65.0439,4.84892,10082.3,421.037
-64.9807,4.84883,10082.3,420.996
-64.9176,4.84874,10082.3,420.956
-64.8544,4.84865,10082.3,420.916
-64.7912,4.84856,10082.3,420.875
-64.7281,4.84847,10082.3,420.835
-64.6649,4.84838,10082.3,420.794
-64.6017,4.84829,10082.3,420.753
-64.5385,4.8482,10082.3,420.713
-64.4753,4.84812,10082.3,420.672
-64.4121,4.84803,10082.3,420.632
-64.3489,4.84794,10082.3,420.591
-64.2857,4.84785,10082.3,420.55
-64.2225,4.84776,10082.3,420.51
-64.1593,4.84768,10082.3,420.469
-64.0961,4.84759,10082.3,420.428
-64.0329,4.8475,10082.3,420.388
-63.9696,4.84741,10082.3,420.347
-63.9064,4.84733,10082.3,420.306
-63.8431,4.84724,10082.3,420.265
-63.7799,4.84715,10082.2,420.225
-63.7167,4.84706,10082.2,420.184
-63.6534,4.84698,10082.2,420.143
-63.5902,4.84689,10082.2,420.102
-63.5269,4.8468,10082.2,420.061
-63.4636,4.84672,10082.2,420.02
-63.4004,4.84663,10082.2,419.979
-63.3371,4.84654,10082.2,419.938
-63.2738,4.84646,10082.2,419.897
-63.2105,4.84637,10082.2,419.856
-63.1472,4.84629,10082.2,419.815
-63.0839,4.8462,10082.2,419.774
-63.0206,4.84612,10082.2,419.733
-62.9573,4.84603,10082.2,419.692
-62.894,4.84594,10082.2,419.651
-62.8307,4.84586,10082.2,419.61
-62.7674,4.84577,10082.2,419.569
-62.7041,4.84569,10082.2,419.528
-62.6407,4.8456,10082.2,419.487
-62.5774,4.84552,10082.2,419.446
-62.5141,4.84543,10082.2,419.404
-62.4507,4.84535,10082.2,419.363
-62.3874,4.84526,10082.2,419.322
-62.324,4.84518,10082.2,419.281
-62.2607,4.8451,10082.2,419.239
-62.1973,4.84501,10082.2,419.198
-62.1339,4.84493,10082.2,419.157
-62.0706,4.84484,10082.2,419.115
-62.0072,4.84476,10082.2,419.074
-61.9438,4.84467,10082.2,419.033
-61.8804,4.84459,10082.2,418.991
-61.817,4.84451,10082.2,418.95
-61.7536,4.84442,10082.2,418.909
-61.6902,4.84434,10082.2,418.867
-61.6268,4.84426,10082.2,418.826
-61.5634,4.84417,10082.2,418.784
-61.5,4.84409,10082.2,418.743
-61.4366,4.84401,10082.2,418.701
-61.3732,4.84392,10082.2,418.659
-61.3097,4.84384,10082.2,418.618
-61.2463,4.84376,10082.2,418.576
-61.1829,4.84367,10082.1,418.535
-61.1194,4.84359,10082.1,418.493
-61.056,4.84351,10082.1,418.451
-60.9925,4.84343,10082.1,418.41
-60.9291,4.84334,10082.1,418.368
-60.8656,4.84326,10082.1,418.326
-60.8021,4.84318,10082.1,418.285
-60.7387,4.8431,10082.1,418.243
-60.6752,4.84302,10082.1,418.201
-60.6117,4.84293,10082.1,418.159
-60.5482,4.84285,10082.1,418.118
-60.4847,4.84277,10082.1,418.076
-60.4212,4.84269,10082.1,418.034
-60.3577,4.84261,10082.1,417.992
-60.2942,4.84252,10082.1,417.95
-60.2307,4.84244,10082.1,417.908
-60.1672,4.84236,10082.1,417.866
-60.1037,4.84228,10082.1,417.824
-60.0401,4.8422,10082.1,417.782
-59.9766,4.84212,10082.1,417.74
-59.9131,4.84204,10082.1,417.698
-59.8495,4.84196,10082.1,417.656
-59.786,4.84187,10082.1,417.614
-59.7224,4.84179,10082.1,417.572
-59.6589,4.84171,10082.1,417.53
-59.5953,4.84163,10082.1,417.488
-59.5317,4.84155,10082.1,417.446
-59.4682,4.84147,10082.1,417.404
-59.4046,4.84139,10082.1,417.362
-59.341,4.84131,10082.1,417.319
-59.2774,4.84123,10082.1,417.277
-59.2138,4.84115,10082.1,417.235
-59.1502,4.84107,10082.1,417.193
-59.0866,4.84099,10082.1,417.15
-59.023,4.84091,10082.1,417.108
-58.9594,4.84083,10082.1,417.066
-58.8958,4.84075,10082.1,417.023
-58.8322,4.84067,10082.1,416.981
-58.7685,4.84059,10082.1,416.939
-58.7049,4.84051,10082.1,416.896
-58.6413,4.84043,10082,416.854
-58.5776,4.84035,10082,416.811
-58.514,4.84027,10082,416.769
-58.4503,4.84019,10082,416.727
-58.3867,4.84011,10082,416.684
-58.323,4.84003,10082,416.642
-58.2593,4.83995,10082,416.599
-58.1956,4.83987,10082,416.556
-58.132,4.83979,10082,416.514
-58.0683,4.83972,10082,416.471
-58.0046,4.83964,10082,416.429
-57.9409,4.83956,10082,416.386
-57.8772,4.83948,10082,416.343
-57.8135,4.8394,10082,416.301
-57.7498,4.83932,10082,416.258
-57.6861,4.83924,10082,416.215
-57.6223,4.83916,10082,416.173
-57.5586,4.83908,10082,416.13
-57.4949,4.83901,10082,416.087
-57.4312,4.83893,10082,416.044
-57.3674,4.83885,10082,416.001
-57.3037,4.83877,10082,415.959
-57.2399,4.83869,10082,415.916
-57.1762,4.83861,10082,415.873
-57.1124,4.83854,10082,415.83
-57.0486,4.83846,10082,415.787
-56.9849,4.83838,10082,415.744
-56.9211,4.8383,10082,415.701
-56.8573,4.83822,10082,415.658
-56.7935,4.83815,10082,415.615
-56.7297,4.83807,10082,415.572
-56.6659,4.83799,10082,415.529
-56.6021,4.83791,10082,415.486
-56.5383,4.83783,10082,415.443
-56.4745,4.83776,10082,415.4
-56.4107,4.83768,10082,415.357
-56.3469,4.8376,10082,415.313
-56.283,4.83752,10082,415.27
-56.2192,4.83745,10082,415.227
-56.1553,4.83737,10082,415.184
-56.0915,4.83729,10081.9,415.141
-56.0276,4.83721,10081.9,415.097
-55.9638,4.83714,10081.9,415.054
-55.8999,4.83706,10081.9,415.011
-55.8361,4.83698,10081.9,414.968
-55.7722,4.83691,10081.9,414.924
-55.7083,4.83683,10081.9,414.881
-55.6444,4.83675,10081.9,414.837
-55.5805,4.83667,10081.9,414.794
-55.5167,4.8366,10081.9,414.751
-55.4528,4.83652,10081.9,414.707
-55.3888,4.83644,10081.9,414.664
-55.3249,4.83637,10081.9,414.62
-55.261,4.83629,10081.9,414.577
-55.1971,4.83621,10081.9,414.533
-55.1332,4.83614,10081.9,414.49
-55.0692,4.83606,10081.9,414.446
-55.0053,4.83598,10081.9,414.403
-54.9414,4.83591,10081.9,414.359
-54.8774,4.83583,10081.9,414.315
-54.8135,4.83575,10081.9,414.272
-54.7495,4.83568,10081.9,414.228
-54.6855,4.8356,10081.9,414.184
-54.6216,4.83553,10081.9,414.141
-54.5576,4.83545,10081.9,414.097
-54.4936,4.83537,10081.9,414.053
-54.4296,4.8353,10081.9,414.009
-54.3657,4.83522,10081.9,413.966
-54.3017,4.83514,10081.9,413.922
-54.2377,4.83507,10081.9,413.878
-54.1736,4.83499,10081.9,413.834
-54.1096,4.83492,10081.9,413.79
-54.0456,4.83484,10081.9,413.746
-53.9816,4.83476,10081.9,413.702
-53.9176,4.83469,10081.9,413.659
-53.8535,4.83461,10081.9,413.615
-53.7895,4.83454,10081.9,413.571
-53.7255,4.83446,10081.9,413.527
-53.6614,4.83439,10081.9,413.483
-53.5973,4.83431,10081.8,413.439
-53.5333,4.83423,10081.8,413.394
-53.4692,4.83416,10081.8,413.35
-53.4051,4.83408,10081.8,413.306
-53.3411,4.83401,10081.8,413.262
-53.277,4.83393,10081.8,413.218
-53.2129,4.83386,10081.8,413.174
-53.1488,4.83378,10081.8,413.13
-53.0847,4.83371,10081.8,413.085
-53.0206,4.83363,10081.8,413.041
-52.9565,4.83355,10081.8,412.997
-52.8924,4.83348,10081.8,412.953
-52.8282,4.8334,10081.8,412.908
-52.7641,4.83333,10081.8,412.864
-52.7,4.83325,10081.8,412.82
-52.6359,4.83318,10081.8,412.775
-52.5717,4.8331,10081.8,412.731
-52.5076,4.83303,10081.8,412.687
-52.4434,4.83295,10081.8,412.642
-52.3792,4.83288,10081.8,412.598
-52.3151,4.8328,10081.8,412.553
-52.2509,4.83273,10081.8,412.509
-52.1867,4.83265,10081.8,412.464
-52.1225,4.83258,10081.8,412.42
-52.0584,4.8325,10081.8,412.375
-51.9942,4.83243,10081.8,412.331
-51.93,4.83235,10081.8,412.286
-51.8658,4.83228,10081.8,412.242
-51.8015,4.8322,10081.8,412.197
-51.7373,4.83213,10081.8,412.152
-51.6731,4.83205,10081.8,412.108
-51.6089,4.83198,10081.8,412.063
-51.5446,4.8319,10081.8,412.018
-51.4804,4.83183,10081.8,411.974
-51.4162,4.83175,10081.8,411.929
-51.3519,4.83168,10081.8,411.884
-51.2877,4.83161,10081.8,411.839
-51.2234,4.83153,10081.8,411.794
-51.1591,4.83146,10081.8,411.75
-51.0949,4.83138,10081.7,411.705
-51.0306,4.83131,10081.7,411.66
-50.9663,4.83123,10081.7,411.615
-50.902,4.83116,10081.7,411.57
-50.8377,4.83108,10081.7,411.525
-50.7734,4.83101,10081.7,411.48
-50.7091,4.83093,10081.7,411.435
-50.6448,4.83086,10081.7,411.39
-50.5805,4.83079,10081.7,411.345
-50.5161,4.83071,10081.7,411.3
-50.4518,4.83064,10081.7,411.255
-50.3875,4.83056,10081.7,411.21
-50.3231,4.83049,10081.7,411.165
-50.2588,4.83041,10081.7,411.12
-50.1944,4.83034,10081.7,411.075
-50.1301,4.83027,10081.7,411.029
-50.0657,4.83019,10081.7,410.984
-50.0014,4.83012,10081.7,410.939
-49.937,4.83004,10081.7,410.894
-49.8726,4.82997,10081.7,410.849
-49.8082,4.82989,10081.7,410.803
-49.7438,4.82982,10081.7,410.758
-49.6794,4.82975,10081.7,410.713
-49.615,4.82967,10081.7,410.667
-49.5506,4.8296,10081.7,410.622
-49.4862,4.82952,10081.7,410.577
-49.4218,4.82945,10081.7,410.531
-49.3573,4.82938,10081.7,410.486
-49.2929,4.8293,10081.7,410.44
-49.2285,4.82923,10081.7,410.395
-49.164,4.82915,10081.7,410.349
-49.0996,4.82908,10081.7,410.304
-49.0351,4.82901,10081.7,410.258
-48.9707,4.82893,10081.7,410.213
-48.9062,4.82886,10081.7,410.167
-48.8417,4.82879,10081.7,410.122
-48.7772,4.82871,10081.7,410.076
-48.7127,4.82864,10081.7,410.03
-48.6483,4.82856,10081.6,409.985
-48.5838,4.82849,10081.6,409.939
-48.5193,4.82842,10081.6,409.893
-48.4547,4.82834,10081.6,409.848
-48.3902,4.82827,10081.6,409.802
-48.3257,4.82819,10081.6,409.756
-48.2612,4.82812,10081.6,409.71
-48.1966,4.82805,10081.6,409.664
-48.1321,4.82797,10081.6,409.619
-48.0676,4.8279,10081.6,409.573
-48.003,4.82783,10081.6,409.527
-47.9385,4.82775,10081.6,409.481
-47.8739,4.82768,10081.6,409.435
-47.8093,4.82761,10081.6,409.389
-47.7448,4.82753,10081.6,409.343
-47.6802,4.82746,10081.6,409.297
-47.6156,4.82738,10081.6,409.251
-47.551,4.82731,10081.6,409.205
-47.4864,4.82724,10081.6,409.159
-47.4218,4.82716,10081.6,409.113
-47.3572,4.82709,10081.6,409.067
-47.2926,4.82702,10081.6,409.021
-47.228,4.82694,10081.6,408.975
-47.1633,4.82687,10081.6,408.929
-47.0987,4.8268,10081.6,408.882
-47.0341,4.82672,10081.6,408.836
-46.9694,4.82665,10081.6,408.79
-46.9048,4.82658,10081.6,408.744
-46.8401,4.8265,10081.6,408.697
-46.7754,4.82643,10081.6,408.651
-46.7108,4.82636,10081.6,408.605
-46.6461,4.82628,10081.6,408.559
-46.5814,4.82621,10081.6,408.512
-46.5167,4.82614,10081.6,408.466
-46.452,4.82606,10081.6,408.419
-46.3873,4.82599,10081.6,408.373
-46.3226,4.82592,10081.6,408.327
-46.2579,4.82584,10081.6,408.28
-46.1932,4.82577,10081.5,408.234
-46.1285,4.8257,10081.5,408.187
-46.0638,4.82562,10081.5,408.141
-45.999,4.82555,10081.5,408.094
-45.9343,4.82548,10081.5,408.048
-45.8695,4.8254,10081.5,408.001
-45.8048,4.82533,10081.5,407.954
-45.74,4.82526,10081.5,407.908
-45.6753,4.82518,10081.5,407.861
-45.6105,4.82511,10081.5,407.815
-45.5457,4.82504,10081.5,407.768
-45.4809,4.82496,10081.5,407.721
-45.4161,4.82489,10081.5,407.674
-45.3513,4.82482,10081.5,407.628
-45.2865,4.82474,10081.5,407.581
-45.2217,4.82467,10081.5,407.534
-45.1569,4.8246,10081.5,407.487
-45.0921,4.82452,10081.5,407.44
-45.0273,4.82445,10081.5,407.394
-44.9624,4.82438,10081.5,407.347
-44.8976,4.8243,10081.5,407.3
-44.8328,4.82423,10081.5,407.253
-44.7679,4.82416,10081.5,407.206
-44.703,4.82408,10081.5,407.159
-44.6382,4.82401,10081.5,407.112
-44.5733,4.82394,10081.5,407.065
-44.5084,4.82386,10081.5,407.018
-44.4436,4.82379,10081.5,406.971
-44.3787,4.82372,10081.5,406.924
-44.3138,4.82365,10081.5,406.877
-44.2489,4.82357,10081.5,406.83
-44.184,4.8235,10081.5,406.782
-44.1191,4.82343,10081.5,406.735
-44.0541,4.82335,10081.5,406.688
-43.9892,4.82328,10081.5,406.641
-43.9243,4.82321,10081.5,406.594
-43.8593,4.82313,10081.5,406.546
-43.7944,4.82306,10081.4,406.499
-43.7295,4.82299,10081.4,406.452
-43.6645,4.82291,10081.4,406.404
-43.5995,4.82284,10081.4,406.357
-43.5346,4.82277,10081.4,406.31
-43.4696,4.82269,10081.4,406.262
-43.4046,4.82262,10081.4,406.215
-43.3396,4.82255,10081.4,406.168
-43.2746,4.82248,10081.4,406.12
-43.2096,4.8224,10081.4,406.073
-43.1446,4.82233,10081.4,406.025
-43.0796,4.82226,10081.4,405.978
-43.0146,4.82218,10081.4,405.93
-42.9496,4.82211,10081.4,405.883
-42.8845,4.82204,10081.4,405.835
-42.8195,4.82196,10081.4,405.787
-42.7545,4.82189,10081.4,405.74
-42.6894,4.82182,10081.4,405.692
-42.6244,4.82174,10081.4,405.644
-42.5593,4.82167,10081.4,405.597
-42.4942,4.8216,10081.4,405.549
-42.4292,4.82152,10081.4,405.501
-42.3641,4.82145,10081.4,405.454
-42.299,4.82138,10081.4,405.406
-42.2339,4.82131,10081.4,405.358
-42.1688,4.82123,10081.4,405.31
-42.1037,4.82116,10081.4,405.262
-42.0386,4.82109,10081.4,405.214
-41.9735,4.82101,10081.4,405.167
-41.9083,4.82094,10081.4,405.119
-41.8432,4.82087,10081.4,405.071
-41.7781,4.82079,10081.4,405.023
-41.7129,4.82072,10081.4,404.975
-41.6478,4.82065,10081.4,404.927
-41.5826,4.82057,10081.4,404.879
-41.5175,4.8205,10081.4,404.831
-41.4523,4.82043,10081.3,404.783
-41.3871,4.82036,10081.3,404.735
-41.3219,4.82028,10081.3,404.687
-41.2567,4.82021,10081.3,404.638
-41.1915,4.82014,10081.3,404.59
-41.1263,4.82006,10081.3,404.542
-41.0611,4.81999,10081.3,404.494
-40.9959,4.81992,10081.3,404.446
-40.9307,4.81984,10081.3,404.398
-40.8655,4.81977,10081.3,404.349
-40.8002,4.8197,10081.3,404.301
-40.735,4.81962,10081.3,404.253
-40.6697,4.81955,10081.3,404.204
-40.6045,4.81948,10081.3,404.156
-40.5392,4.8194,10081.3,404.108
-40.474,4.81933,10081.3,404.059
-40.4087,4.81926,10081.3,404.011
-40.3434,4.81919,10081.3,403.962
-40.2781,4.81911,10081.3,403.914
-40.2128,4.81904,10081.3,403.866
-40.1475,4.81897,10081.3,403.817
-40.0822,4.81889,10081.3,403.769
-40.0169,4.81882,10081.3,403.72
-39.9516,4.81875,10081.3,403.671
-39.8863,4.81867,10081.3,403.623
-39.821,4.8186,10081.3,403.574
-39.7556,4.81853,10081.3,403.526
-39.6903,4.81845,10081.3,403.477
-39.6249,4.81838,10081.3,403.428
-39.5596,4.81831,10081.3,403.38
-39.4942,4.81823,10081.3,403.331
-39.4288,4.81816,10081.3,403.282
-39.3635,4.81809,10081.3,403.233
-39.2981,4.81801,10081.3,403.185
-39.2327,4.81794,10081.3,403.136
-39.1673,4.81787,10081.3,403.087
-39.1019,4.81779,10081.2,403.038
-39.0365,4.81772,10081.2,402.989
-38.9711,4.81765,10081.2,402.94
-38.9056,4.81758,10081.2,402.891
-38.8402,4.8175,10081.2,402.843
-38.7748,4.81743,10081.2,402.794
-38.7093,4.81736,10081.2,402.745
-38.6439,4.81728,10081.2,402.696
-38.5784,4.81721,10081.2,402.647
-38.513,4.81714,10081.2,402.598
-38.4475,4.81706,10081.2,402.548
-38.382,4.81699,10081.2,402.499
-38.3166,4.81692,10081.2,402.45
-38.2511,4.81684,10081.2,402.401
-38.1856,4.81677,10081.2,402.352
-38.1201,4.8167,10081.2,402.303
-38.0546,4.81662,10081.2,402.254
-37.989,4.81655,10081.2,402.204
-37.9235,4.81648,10081.2,402.155
-37.858,4.8164,10081.2,402.106
-37.7925,4.81633,10081.2,402.057
-37.7269,4.81626,10081.2,402.007
-37.6614,4.81618,10081.2,401.958
-37.5958,4.81611,10081.2,401.909
-37.5303,4.81604,10081.2,401.859
-37.4647,4.81596,10081.2,401.81
-37.3991,4.81589,10081.2,401.76
-37.3335,4.81582,10081.2,401.711
-37.2679,4.81574,10081.2,401.661
-37.2024,4.81567,10081.2,401.612
-37.1368,4.81559,10081.2,401.562
-37.0711,4.81552,10081.2,401.513
-37.0055,4.81545,10081.2,401.463
-36.9399,4.81537,10081.2,401.414
-36.8743,4.8153,10081.2,401.364
-36.8086,4.81523,10081.1,401.315
-36.743,4.81515,10081.1,401.265
-36.6774,4.81508,10081.1,401.215
-36.6117,4.81501,10081.1,401.166
-36.546,4.81493,10081.1,401.116
-36.4804,4.81486,10081.1,401.066
-36.4147,4.81479,10081.1,401.016
-36.349,4.81471,10081.1,400.967
-36.2833,4.81464,10081.1,400.917
-36.2176,4.81457,10081.1,400.867
-36.1519,4.81449,10081.1,400.817
-36.0862,4.81442,10081.1,400.767
-36.0205,4.81435,10081.1,400.717
-35.9548,4.81427,10081.1,400.667
-35.889,4.8142,10081.1,400.618
-35.8233,4.81412,10081.1,400.568
-35.7576,4.81405,10081.1,400.518
-35.6918,4.81398,10081.1,400.468
-35.6261,4.8139,10081.1,400.418
-35.5603,4.81383,10081.1,400.368
-35.4945,4.81376,10081.1,400.317
-35.4288,4.81368,10081.1,400.267
-35.363,4.81361,10081.1,400.217
-35.2972,4.81353,10081.1,400.167
-35.2314,4.81346,10081.1,400.117
-35.1656,4.81339,10081.1,400.067
-35.0998,4.81331,10081.1,400.017
-35.0339,4.81324,10081.1,399.966
-34.9681,4.81317,10081.1,399.916
-34.9023,4.81309,10081.1,399.866
-34.8364,4.81302,10081.1,399.816
-34.7706,4.81294,10081.1,399.765
-34.7047,4.81287,10081.1,399.715
-34.6389,4.8128,10081.1,399.665
-34.573,4.81272,10081,399.614
-34.5072,4.81265,10081,399.564
-34.4413,4.81258,10081,399.513
-34.3754,4.8125,10081,399.463
-34.3095,4.81243,10081,399.412
-34.2436,4.81235,10081,399.362
-34.1777,4.81228,10081,399.311
-34.1118,4.81221,10081,399.261
-34.0458,4.81213,10081,399.21
-33.9799,4.81206,10081,399.16
-33.914,4.81198,10081,399.109
-33.848,4.81191,10081,399.059
-33.7821,4.81184,10081,399.008
-33.7161,4.81176,10081,398.957
-33.6502,4.81169,10081,398.907
-33.5842,4.81161,10081,398.856
-33.5182,4.81154,10081,398.805
-33.4522,4.81147,10081,398.754
-33.3862,4.81139,10081,398.704
-33.3202,4.81132,10081,398.653
-33.2542,4.81124,10081,398.602
-33.1882,4.81117,10081,398.551
-33.1222,4.8111,10081,398.5
-33.0562,4.81102,10081,398.449
-32.9901,4.81095,10081,398.398
-32.9241,4.81087,10081,398.347
-32.8581,4.8108,10081,398.297
-32.792,4.81073,10081,398.246
-32.7259,4.81065,10081,398.195
-32.6599,4.81058,10081,398.143
-32.5938,4.8105,10081,398.092
-32.5277,4.81043,10081,398.041
-32.4616,4.81035,10081,397.99
-32.3955,4.81028,10081,397.939
-32.3294,4.81021,10080.9,397.888
-32.2633,4.81013,10080.9,397.837
-32.1972,4.81006,10080.9,397.786
-32.1311,4.80998,10080.9,397.734
-32.0649,4.80991,10080.9,397.683
-31.9988,4.80983,10080.9,397.632
-31.9326,4.80976,10080.9,397.581
-31.8665,4.80969,10080.9,397.529
-31.8003,4.80961,10080.9,397.478
-31.7342,4.80954,10080.9,397.427
-31.668,4.80946,10080.9,397.375
-31.6018,4.80939,10080.9,397.324
-31.5356,4.80931,10080.9,397.273
-31.4694,4.80924,10080.9,397.221
-31.4032,4.80916,10080.9,397.17
-31.337,4.80909,10080.9,397.118
-31.2708,4.80902,10080.9,397.067
-31.2046,4.80894,10080.9,397.015
-31.1383,4.80887,10080.9,396.964
-31.0721,4.80879,10080.9,396.912
-31.0058,4.80872,10080.9,396.86
-30.9396,4.80864,10080.9,396.809
-30.8733,4.80857,10080.9,396.757
-30.8071,4.80849,10080.9,396.706
-30.7408,4.80842,10080.9,396.654
-30.6745,4.80834,10080.9,396.602
-30.6082,4.80827,10080.9,396.55
-30.5419,4.80819,10080.9,396.499
-30.4756,4.80812,10080.9,396.447
-30.4093,4.80805,10080.9,396.395
-30.343,4.80797,10080.9,396.343
-30.2767,4.8079,10080.9,396.291
-30.2103,4.80782,10080.8,396.24
-30.144,4.80775,10080.8,396.188
-30.0776,4.80767,10080.8,396.136
-30.0113,4.8076,10080.8,396.084
-29.9449,4.80752,10080.8,396.032
-29.8785,4.80745,10080.8,395.98
-29.8122,4.80737,10080.8,395.928
-29.7458,4.8073,10080.8,395.876
-29.6794,4.80722,10080.8,395.824
-29.613,4.80715,10080.8,395.772
-29.5466,4.80707,10080.8,395.72
-29.4802,4.807,10080.8,395.668
-29.4138,4.80692,10080.8,395.616
-29.3473,4.80685,10080.8,395.563
-29.2809,4.80677,10080.8,395.511
-29.2145,4.8067,10080.8,395.459
-29.148,4.80662,10080.8,395.407
-29.0815,4.80655,10080.8,395.354
-29.0151,4.80647,10080.8,395.302
-28.9486,4.8064,10080.8,395.25
-28.8821,4.80632,10080.8,395.198
-28.8156,4.80625,10080.8,395.145
-28.7491,4.80617,10080.8,395.093
-28.6826,4.8061,10080.8,395.041
-28.6161,4.80602,10080.8,394.988
-28.5496,4.80595,10080.8,394.936
-28.4831,4.80587,10080.8,394.883
-28.4166,4.8058,10080.8,394.831
-28.35,4.80572,10080.8,394.778
-28.2835,4.80565,10080.8,394.726
-28.2169,4.80557,10080.8,394.673
-28.1504,4.8055,10080.8,394.621
-28.0838,4.80542,10080.8,394.568
-28.0172,4.80534,10080.7,394.515
-27.9506,4.80527,10080.7,394.463
-27.8841,4.80519,10080.7,394.41
-27.8175,4.80512,10080.7,394.357
-27.7509,4.80504,10080.7,394.305
-27.6842,4.80497,10080.7,394.252
-27.6176,4.80489,10080.7,394.199
-27.551,4.80482,10080.7,394.147
-27.4844,4.80474,10080.7,394.094
-27.4177,4.80467,10080.7,394.041
-27.3511,4.80459,10080.7,393.988
-27.2844,4.80451,10080.7,393.935
-27.2177,4.80444,10080.7,393.882
-27.1511,4.80436,10080.7,393.829
-27.0844,4.80429,10080.7,393.777
-27.0177,4.80421,10080.7,393.724
-26.951,4.80414,10080.7,393.671
-26.8843,4.80406,10080.7,393.618
-26.8176,4.80399,10080.7,393.565
-26.7509,4.80391,10080.7,393.512
-26.6842,4.80383,10080.7,393.458
-26.6174,4.80376,10080.7,393.405
-26.5507,4.80368,10080.7,393.352
-26.4839,4.80361,10080.7,393.299
-26.4172,4.80353,10080.7,393.246
-26.3504,4.80346,10080.7,393.193
-26.2836,4.80338,10080.7,393.14
-26.2169,4.8033,10080.7,393.086
-26.1501,4.80323,10080.7,393.033
-26.0833,4.80315,10080.7,392.98
-26.0165,4.80308,10080.7,392.927
-25.9497,4.803,10080.6,392.873
-25.8829,4.80292,10080.6,392.82
-25.816,4.80285,10080.6,392.767
-25.7492,4.80277,10080.6,392.713
