时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,迎角,侧滑角,法向过载,燃油消耗,油门位置
1.9,1.166485,0.000001,9144,-89.807187,0,0,45,0,0,0,0,0,0.146013,6,0.079669,0,0,0,0,0,0.016232,0.016232,0.016232,0.016232,0.016232
1.95,1.166464,0.000001,9144,-89.807187,0,0,47.5,0,0,0,0,0,0.154125,6,0.082245,0,0,0,0,0,0.016418,0.016418,0.016418,0.016418,0.016418
2,1.166442,0.000001,9144,-89.807187,0,0,50,0,0,0,0,0,0.162237,6,0.084351,0,0,0,0,0,0.016492,0.016492,0.016492,0.016492,0.016492
2.1,1.166395,0.000001,9144,-89.807187,0,0,55,0,0,0,0,0,0.17846,6,0.084435,0,0,0,0,0,0.016435,0.016435,0.016435,0.016435,0.016435
2.15,1.16637,0.000001,9144,-89.807187,0,0,57.5,0,0,0,0,0,0.186572,6,0.090885,0,0,0,0,0,0.006991,0.006991,0.006991,0.006991,0.006991
2.245651,1.166318,0.000001,9144,-89.807187,0,0,62.282565,0,0,0,0,0,0.20209,6,0.091234,0,0,0,0,0,0.016143,0.016143,0.016143,0.016143,0.016143
2.3,1.166287,0.000001,9144,-89.807187,0,0,65,0,0,0,0,0,0.210908,6,0.09731,0,0,0,0,0,0.015467,0.015467,0.015467,0.015467,0.015467
2.35,1.166257,0.000001,9144,-89.807187,0,0,67.5,0,0,0,0,0,0.21902,6,0.100017,0,0,0,0,0,0.015703,0.015703,0.015703,0.015703,0.015703
2.445748,1.166197,0.000002,9144,-89.807187,0,0,72.28738,0,0,0,0,0,0.234553,6,0.100447,0,0,0,0,0,0.015677,0.015677,0.015677,0.015677,0.015677
2.5,1.166161,0.000002,9144,-89.807187,0,0,75,0,0,0,0,0,0.243355,6,0.106732,0,0,0,0,0,0.015183,0.015183,0.015183,0.015183,0.015183
2.55,1.166127,0.000002,9144,-89.807187,0,0,77.5,0,0,0,0,0,0.251467,6,0.109525,0,0,0,0,0,0.015388,0.015388,0.015388,0.015388,0.015388
2.6,1.166092,0.000002,9144,-89.807187,0,0,80,0,0,0,0,0,0.259579,6,0.111949,0,0,0,0,0,0.015326,0.015326,0.015326,0.015326,0.015326
2.7,1.166017,0.000002,9144,-89.807187,0,0,85,0,0,0,0,0,0.275803,6,0.112269,0,0,0,0,0,0.01527,0.01527,0.01527,0.01527,0.01527
2.75,1.165979,0.000002,9144,-89.807187,0,0,87.5,0,0,0,0,0,0.283914,6,0.119309,0,0,0,0,0,0.014614,0.014614,0.014614,0.014614,0.014614
2.846003,1.165901,0.000003,9144,-89.807187,0,0,92.30014,0,0,0,0,0,0.29949,6,0.119824,0,0,0,0,0,0.014987,0.014987,0.014987,0.014987,0.014987
2.9,1.165856,0.000003,9144,-89.807187,0,0,95,0,0,0,0,0,0.30825,6,0.126432,0,0,0,0,0,0.014363,0.014363,0.014363,0.014363,0.014363
2.95,1.165812,0.000003,9144,-89.807187,0,0,97.5,0,0,0,0,0,0.316362,6,0.12934,0,0,0,0,0,0.014579,0.014579,0.014579,0.014579,0.014579
3,1.165768,0.000003,9144,-89.807187,0,0,100,0,0,0,0,0,0.324474,6,0.13189,0,0,0,0,0,0.014495,0.014495,0.014495,0.014495,0.014495
3.1,1.165676,0.000003,9144,-89.807187,0,0,105,0,0,0,0,0,0.340697,6,0.132289,0,0,0,0,0,0.014461,0.014461,0.014461,0.014461,0.014461
3.15,1.165628,0.000004,9144,-89.807187,0,0,107.5,0,0,0,0,0,0.348809,6,0.139647,0,0,0,0,0,0.013713,0.013713,0.013713,0.013713,0.013713
3.2,1.165579,0.000004,9144,-89.807187,0,0,110,0,0,0,0,0,0.356921,6,0.142268,0,0,0,0,0,0.014066,0.014066,0.014066,0.014066,0.014066
3.293982,1.165484,0.000004,9144,-89.807187,0,0,114.69909,0,0,0,0,0,0.372168,6,0.142974,0,0,0,0,0,0.013976,0.013976,0.013976,0.013976,0.013976
3.35,1.165426,0.000004,9144,-89.807187,0,0,117.5,0,0,0,0,0,0.381256,6,0.149656,0,0,0,0,0,0.012902,0.012902,0.012902,0.012902,0.012902
3.4,1.165373,0.000004,9144,-89.807187,0,0,120,0,0,0,0,0,0.389368,6,0.152947,0,0,0,0,0,0.01324,0.01324,0.01324,0.01324,0.01324
3.494107,1.165269,0.000005,9144,-89.807187,0,0,124.70533,0,0,0,0,0,0.404636,6,0.153701,0,0,0,0,0,0.013416,0.013416,0.013416,0.013416,0.013416
3.55,1.165206,0.000005,9144,-89.807187,0,0,127.5,0,0,0,0,0,0.413704,6,0.16057,0,0,0,0,0,0.012408,0.012408,0.012408,0.012408,0.012408
3.6,1.165148,0.000005,9144,-89.807187,0,0,130,0,0,0,0,0,0.421816,6,0.163943,0,0,0,0,0,0.012753,0.012753,0.012753,0.012753,0.012753
3.695261,1.165035,0.000006,9144,-89.807187,0,0,134.76304,0,0,0,0,0,0.43727,6,0.1647,0,0,0,0,0,0.012946,0.012946,0.012946,0.012946,0.012946
3.75,1.164968,0.000006,9144,-89.807187,0,0,137.5,0,0,0,0,0,0.446151,6,0.171917,0,0,0,0,0,0.011875,0.011875,0.011875,0.011875,0.011875
3.8,1.164905,0.000006,9144,-89.807187,0,0,140,0,0,0,0,0,0.454263,6,0.175267,0,0,0,0,0,0.012287,0.012287,0.012287,0.012287,0.012287
3.895339,1.164783,0.000006,9144,-89.807187,0,0,144.766955,0,0,0,0,0,0.469731,6,0.176077,0,0,0,0,0,0.012477,0.012477,0.012477,0.012477,0.012477
3.95,1.164712,0.000007,9144,-89.807187,0,0,147.5,0,0,0,0,0,0.478599,6,0.183491,0,0,0,0,0,0.01139,0.01139,0.01139,0.01139,0.01139
4,1.164645,0.000007,9144,-89.807187,0,0,150,0,0,0,0,0,0.48671,6,0.186929,0,0,0,0,0,0.011811,0.011811,0.011811,0.011811,0.011811
4.096497,1.164513,0.00001,9144,-88.09955,0,0,154.82485,0,0,0,0,17.69627,0.502366,6,0.187743,0,0,0,0,1.769627,0.012019,0.012019,0.012019,0.012019,0.012019
4.15,1.164438,0.000012,9144,-88.09955,0,0,157.5,0,0,0,0,0,0.511046,6,0.195585,0,0,0,0,0,0.010883,0.010883,0.010883,0.010883,0.010883
4.2,1.164366,0.000015,9144,-88.09955,0,0,160,0,0,0,0,0,0.519158,6,0.199087,0,0,0,0,0,0.011374,0.011374,0.011374,0.011374,0.011374
4.25,1.164294,0.000017,9144,-88.09955,0,0,162.5,0,0,0,0,0,0.52727,6,0.202275,0,0,0,0,0,0.011286,0.011286,0.011286,0.011286,0.011286
4.35,1.164146,0.000022,9144,-88.09955,0,0,167.5,0,0,0,0,0,0.543493,6,0.203168,0,0,0,0,0,0.01147,0.01147,0.01147,0.01147,0.01147
4.4,1.16407,0.000025,9144,-88.09955,0,0,170,0,0,0,0,0,0.551605,6,0.212239,0,0,0,0,0,0.010172,0.010172,0.010172,0.010172,0.010172
4.8,1.163423,0.000046,9144,-88.09955,0,0,190,0,0,0,0,0,0.6165,6,0.199964,0,0,0,0,0,0.011135,0.011135,0.011135,0.011135,0.011135
5,1.163073,0.000058,9144,-88.09955,0,0,200,0,0,0,0,0,0.648947,6,0.238321,0,0,0,0,0,0.009128,0.009128,0.009128,0.009128,0.009128
5.25,1.16261,0.000078,9144,-87.566432,0,0,212.5,0,0,0,0,2.13247,0.689506,6,0.252182,0,0,0,0,0.213247,0.010095,0.010095,0.010095,0.010095,0.010095
5.7,1.161706,0.000116,9144,-87.566432,0,0,235,0,0,0,0,0,0.762513,6,0.264207,0,0,0,0,0,0.009356,0.009356,0.009356,0.009356,0.009356
6,1.161053,0.000144,9144,-87.566432,0,0,250,0,0,0,0,0,0.811184,6,0.313863,0,0,0,0,0,0.008391,0.008391,0.008391,0.008391,0.008391
6.3,1.16036,0.00018,9144,-87.050327,0,0,265,0,0,0,0,1.720351,0.859855,6,0.34472,0,0,0,0,0.172035,0.008376,0.008376,0.008376,0.008376,0.008376
6.666607,1.159467,0.000226,9144,-87.050327,0,0,272.857604,0,0,0,0,0,0.885351,6,0.373997,0,0,0,0,0,0.00785,0.00785,0.00785,0.00785,0.00785
6.8,1.159141,0.000243,9144,-87.050327,0,0,272.857604,0,0,0,0,0,0.885351,6,0.429491,0,0,0,0,0,0.007019,0.007019,0.007019,0.007019,0.007019
7,1.158651,0.000269,9144,-87.050327,0,0,272.857604,0,0,0,0,0,0.885351,6,0.440091,0,0,0,0,0,0.00731,0.00731,0.00731,0.00731,0.00731
7.25,1.158039,0.000301,9144,-87.046206,0,0,272.857604,0,0,0,0,0.016483,0.885351,6,0.458026,0,0,0,0,0.001648,0.006804,0.006804,0.006804,0.006804,0.006804
7.7,1.156937,0.000358,9144,-87.046206,0,0,272.857604,0,0,0,0,0,0.885351,6,0.470226,0,0,0,0,0,0.006581,0.006581,0.006581,0.006581,0.006581
8,1.156202,0.000396,9144,-87.046206,0,0,272.857604,0,0,0,0,0,0.885351,6,0.520105,0,0,0,0,0,0.006119,0.006119,0.006119,0.006119,0.006119
8.3,1.155467,0.00043,9144,-87.335018,0,0,272.857604,0,0,0,0,-0.962706,0.885351,6,0.544688,0,0,0,0,-0.096271,0.005904,0.005904,0.005904,0.005904,0.005904
8.8,1.154243,0.000488,9144,-87.335018,0,0,272.857604,0,0,0,0,0,0.885351,6,0.554657,0,0,0,0,0,0.005512,0.005512,0.005512,0.005512,0.005512
9,1.153753,0.000511,9144,-87.335018,0,0,272.857604,0,0,0,0,0,0.885351,6,0.60901,0,0,0,0,0,0.005001,0.005001,0.005001,0.005001,0.005001
9.25,1.153141,0.00054,9144,-87.331621,0,0,272.857604,0,0,0,0,0.013589,0.885351,6,0.618501,0,0,0,0,0.001359,0.004887,0.004887,0.004887,0.004887,0.004887
9.7,1.152038,0.000591,9144,-87.331621,0,0,272.857604,0,0,0,0,0,0.885351,6,0.620741,0,0,0,0,0,0.004574,0.004574,0.004574,0.004574,0.004574
10,1.151304,0.000626,9144,-87.331621,0,0,272.857604,0,0,0,0,0,0.885351,6,0.656129,0,0,0,0,0,0.004346,0.004346,0.004346,0.004346,0.004346
10.284411,1.150607,0.000656,9144,-87.562752,0,0,272.857604,0,0,0,0,-0.812666,0.885351,6,0.672995,0,0,0,0,-0.081267,0.004151,0.004151,0.004151,0.004151,0.004151
10.795013,1.149356,0.000709,9144,-87.562752,0,0,272.857604,0,0,0,0,0,0.885351,6,0.672784,0,0,0,0,0,0.003878,0.003878,0.003878,0.003878,0.003878
11,1.148854,0.000731,9144,-87.562752,0,0,272.857604,0,0,0,0,0,0.885351,6,0.715959,0,0,0,0,0,0.003599,0.003599,0.003599,0.003599,0.003599
11.25,1.148241,0.000757,9144,-87.561466,0,0,272.857604,0,0,0,0,0.005145,0.885351,6,0.721919,0,0,0,0,0.000514,0.003441,0.003441,0.003441,0.003441,0.003441
11.666607,1.147221,0.000801,9144,-87.561466,0,0,272.857604,0,0,0,0,0,0.885351,6,0.721859,0,0,0,0,0,0.003246,0.003246,0.003246,0.003246,0.003246
11.75,1.147016,0.000809,9144,-87.561466,0,0,272.857604,0,0,0,0,0,0.885351,6,0.75929,0,0,0,0,0,0.002985,0.002985,0.002985,0.002985,0.002985
12,1.146404,0.000836,9144,-87.561466,0,0,272.857604,0,0,0,0,0,0.885351,6,0.751813,0,0,0,0,0,0.002898,0.002898,0.002898,0.002898,0.002898
12.28441,1.145707,0.000865,9144,-87.593902,0,0,272.857604,0,0,0,0,-0.114048,0.885351,6,0.758832,0,0,0,0,-0.011405,0.002813,0.002813,0.002813,0.002813,0.002813
12.8,1.144444,0.000919,9144,-87.593902,0,0,272.857604,0,0,0,0,0,0.885351,6,0.754935,0,0,0,0,0,0.002813,0.002813,0.002813,0.002813,0.002813
13,1.143954,0.000939,9144,-87.593902,0,0,272.857604,0,0,0,0,0,0.885351,6,0.790922,0,0,0,0,0,0.002694,0.002694,0.002694,0.002694,0.002694
13.25,1.143342,0.000965,9144,-87.592713,0,0,272.857604,0,0,0,0,0.004758,0.885351,6,0.794116,0,0,0,0,0.000476,0.002533,0.002533,0.002533,0.002533,0.002533
13.75,1.142117,0.001017,9144,-87.592713,0,0,272.857604,0,0,0,0,0,0.885351,6,0.787061,0,0,0,0,0,0.002408,0.002408,0.002408,0.002408,0.002408
14,1.141504,0.001043,9144,-87.592713,0,0,272.857604,0,0,0,0,0,0.885351,6,0.815872,0,0,0,0,0,0.002335,0.002335,0.002335,0.002335,0.002335
14.284411,1.140808,0.001072,9144,-87.617034,0,0,272.857604,0,0,0,0,-0.085514,0.885351,6,0.820633,0,0,0,0,-0.008551,0.002227,0.002227,0.002227,0.002227,0.002227
14.8,1.139544,0.001125,9144,-87.617034,0,0,272.857604,0,0,0,0,0,0.885351,6,0.815109,0,0,0,0,0,0.00212,0.00212,0.00212,0.00212,0.00212
15,1.139054,0.001146,9144,-87.617034,0,0,272.857604,0,0,0,0,0,0.885351,6,0.845496,0,0,0,0,0,0.002037,0.002037,0.002037,0.002037,0.002037
15.25,1.138442,0.001171,9144,-87.615915,0,0,272.857604,0,0,0,0,0.004474,0.885351,6,0.847376,0,0,0,0,0.000447,0.001935,0.001935,0.001935,0.001935,0.001935
15.75,1.137217,0.001223,9144,-87.615915,0,0,272.857604,0,0,0,0,0,0.885351,6,0.839526,0,0,0,0,0,0.001861,0.001861,0.001861,0.001861,0.001861
16,1.136605,0.001248,9144,-87.615916,0,0,272.857604,0,0,0,0,0,0.885351,6,0.863916,0,0,0,0,0,0.001819,0.001819,0.001819,0.001819,0.001819
16.2,1.136115,0.001269,9144,-87.63251,0,0,272.857604,0,0,0,0,-0.082973,0.885351,6,0.871772,0,0,0,0,-0.008297,0.001745,0.001745,0.001745,0.001745,0.001745
16.666607,1.134971,0.001316,9144,-87.63251,0,0,272.857604,0,0,0,0,0,0.885351,6,0.861768,0,0,0,0,0,0.001658,0.001658,0.001658,0.001658,0.001658
16.8,1.134645,0.00133,9144,-87.63251,0,0,272.857604,0,0,0,0,0,0.885351,6,0.888261,0,0,0,0,0,0.001582,0.001582,0.001582,0.001582,0.001582
17,1.134155,0.00135,9144,-87.63251,0,0,272.857604,0,0,0,0,0,0.885351,6,0.887229,0,0,0,0,0,0.00153,0.00153,0.00153,0.00153,0.00153
17.3,1.13342,0.001381,9144,-87.631443,0,0,272.857604,0,0,0,0,0.003558,0.885351,6,0.885719,0,0,0,0,0.000356,0.001503,0.001503,0.001503,0.001503,0.001503
17.75,1.132317,0.001427,9144,-87.631443,0,0,272.857604,0,0,0,0,0,0.885351,6,0.883549,0,0,0,0,0,0.001502,0.001502,0.001502,0.001502,0.001502
18,1.131705,0.001452,9144,-87.631443,0,0,272.857604,0,0,0,0,0,0.885351,6,0.901283,0,0,0,0,0,0.001476,0.001476,0.001476,0.001476,0.001476
18.25,1.131092,0.001478,9144,-87.644577,0,0,272.857604,0,0,0,0,-0.052536,0.885351,6,0.905379,0,0,0,0,-0.005254,0.001412,0.001412,0.001412,0.001412,0.001412
18.8,1.129745,0.001534,9144,-87.644577,0,0,272.857604,0,0,0,0,0,0.885351,6,0.894852,0,0,0,0,0,0.001363,0.001363,0.001363,0.001363,0.001363
19,1.129255,0.001554,9144,-87.644577,0,0,272.857604,0,0,0,0,0,0.885351,6,0.920176,0,0,0,0,0,0.001326,0.001326,0.001326,0.001326,0.001326
19.3,1.12852,0.001584,9144,-87.643547,0,0,272.857604,0,0,0,0,0.003431,0.885351,6,0.91831,0,0,0,0,0.000343,0.001278,0.001278,0.001278,0.001278,0.001278
19.75,1.127417,0.00163,9144,-87.643547,0,0,272.857604,0,0,0,0,0,0.885351,6,0.915618,0,0,0,0,0,0.001245,0.001245,0.001245,0.001245,0.001245
20,1.126805,0.001655,9144,-87.643547,0,0,272.857604,0,0,0,0,0,0.885351,6,0.931178,0,0,0,0,0,0.001224,0.001224,0.001224,0.001224,0.001224
20.25,1.126192,0.001681,9144,-87.654561,0,0,272.857604,0,0,0,0,-0.044056,0.885351,6,0.934499,0,0,0,0,-0.004406,0.001181,0.001181,0.001181,0.001181,0.001181
20.784411,1.124883,0.001735,9144,-87.654561,0,0,272.857604,0,0,0,0,0,0.885351,6,0.924908,0,0,0,0,0,0.001147,0.001147,0.001147,0.001147,0.001147
21,1.124355,0.001756,9144,-87.654561,0,0,272.857604,0,0,0,0,0,0.885351,6,0.945956,0,0,0,0,0,0.001122,0.001122,0.001122,0.001122,0.001122
21.3,1.12362,0.001787,9144,-87.653562,0,0,272.857604,0,0,0,0,0.003332,0.885351,6,0.944781,0,0,0,0,0.000333,0.001087,0.001087,0.001087,0.001087,0.001087
21.666607,1.122722,0.001824,9144,-87.653562,0,0,272.857604,0,0,0,0,0,0.885351,6,0.945413,0,0,0,0,0,0.001059,0.001059,0.001059,0.001059,0.001059
21.75,1.122517,0.001832,9144,-87.653562,0,0,272.857604,0,0,0,0,0,0.885351,6,0.962019,0,0,0,0,0,0.001033,0.001033,0.001033,0.001033,0.001033
22,1.121905,0.001857,9144,-87.653562,0,0,272.857604,0,0,0,0,0,0.885351,6,0.955636,0,0,0,0,0,0.001004,0.001004,0.001004,0.001004,0.001004
22.2,1.121415,0.001878,9144,-87.661236,0,0,272.857604,0,0,0,0,-0.038371,0.885351,6,0.960543,0,0,0,0,-0.003837,0.000989,0.000989,0.000989,0.000989,0.000989
22.784409,1.119983,0.001936,9144,-87.661236,0,0,272.857604,0,0,0,0,0,0.885351,6,0.946441,0,0,0,0,0,0.000984,0.000984,0.000984,0.000984,0.000984
23,1.119455,0.001958,9144,-87.661236,0,0,272.857604,0,0,0,0,0,0.885351,6,0.968066,0,0,0,0,0,0.000972,0.000972,0.000972,0.000972,0.000972
23.3,1.11872,0.001988,9144,-87.660259,0,0,272.857604,0,0,0,0,0.003258,0.885351,6,0.966707,0,0,0,0,0.000326,0.000944,0.000944,0.000944,0.000944,0.000944
23.75,1.117618,0.002034,9144,-87.660259,0,0,272.857604,0,0,0,0,0,0.885351,6,0.963552,0,0,0,0,0,0.000921,0.000921,0.000921,0.000921,0.000921
24,1.117005,0.002059,9144,-87.660259,0,0,272.857604,0,0,0,0,0,0.885351,6,0.976019,0,0,0,0,0,0.000907,0.000907,0.000907,0.000907,0.000907
24.295695,1.116281,0.002089,9144,-87.666708,0,0,272.857604,0,0,0,0,-0.02181,0.885351,6,0.97649,0,0,0,0,-0.002181,0.000883,0.000883,0.000883,0.000883,0.000883
24.784412,1.115083,0.002138,9144,-87.666708,0,0,272.857604,0,0,0,0,0,0.885351,6,0.971555,0,0,0,0,0,0.000865,0.000865,0.000865,0.000865,0.000865
25,1.114555,0.002159,9144,-87.666708,0,0,272.857604,0,0,0,0,0,0.885351,6,0.986639,0,0,0,0,0,0.00085,0.00085,0.00085,0.00085,0.00085
25.3,1.11382,0.00219,9144,-87.665749,0,0,272.857604,0,0,0,0,0.003198,0.885351,6,0.985167,0,0,0,0,0.00032,0.000828,0.000828,0.000828,0.000828,0.000828
25.75,1.112718,0.002235,9144,-87.665749,0,0,272.857604,0,0,0,0,0,0.885351,6,0.981934,0,0,0,0,0,0.000812,0.000812,0.000812,0.000812,0.000812
26,1.112105,0.00226,9144,-87.665749,0,0,272.857604,0,0,0,0,0,0.885351,6,0.993265,0,0,0,0,0,0.000801,0.000801,0.000801,0.000801,0.000801
26.3,1.11137,0.00229,9144,-87.670362,0,0,272.857604,0,0,0,0,-0.015378,0.885351,6,0.993344,0,0,0,0,-0.001538,0.000782,0.000782,0.000782,0.000782,0.000782
26.666607,1.110472,0.002327,9144,-87.670362,0,0,272.857604,0,0,0,0,0,0.885351,6,0.993191,0,0,0,0,0,0.000766,0.000766,0.000766,0.000766,0.000766
26.78441,1.110183,0.002339,9144,-87.670362,0,0,272.857604,0,0,0,0,0,0.885351,6,1.00525,0,0,0,0,0,0.000752,0.000752,0.000752,0.000752,0.000752
27,1.109655,0.00236,9144,-87.670362,0,0,272.857604,0,0,0,0,0,0.885351,6,1.00246,0,0,0,0,0,0.000737,0.000737,0.000737,0.000737,0.000737
27.28441,1.108958,0.002389,9144,-87.669417,0,0,272.857604,0,0,0,0,0.003324,0.885351,6,1.001494,0,0,0,0,0.000332,0.000728,0.000728,0.000728,0.000728,0.000728
27.75,1.107818,0.002436,9144,-87.669417,0,0,272.857604,0,0,0,0,0,0.885351,6,0.996992,0,0,0,0,0,0.000724,0.000724,0.000724,0.000724,0.000724
28,1.107205,0.002461,9144,-87.669417,0,0,272.857604,0,0,0,0,0,0.885351,6,1.008048,0,0,0,0,0,0.000716,0.000716,0.000716,0.000716,0.000716
28.25,1.106593,0.002486,9144,-87.674028,0,0,272.857604,0,0,0,0,-0.018443,0.885351,6,1.009749,0,0,0,0,-0.001844,0.0007,0.0007,0.0007,0.0007,0.0007
28.784411,1.105283,0.002539,9144,-87.674028,0,0,272.857604,0,0,0,0,0,0.885351,6,1.001426,0,0,0,0,0,0.000686,0.000686,0.000686,0.000686,0.000686
29,1.104755,0.002561,9144,-87.674028,0,0,272.857604,0,0,0,0,0,0.885351,6,1.016099,0,0,0,0,0,0.000676,0.000676,0.000676,0.000676,0.000676
29.28441,1.104058,0.002589,9144,-87.673095,0,0,272.857604,0,0,0,0,0.003281,0.885351,6,1.015067,0,0,0,0,0.000328,0.000662,0.000662,0.000662,0.000662,0.000662
29.8,1.102795,0.002641,9144,-87.673095,0,0,272.857604,0,0,0,0,0,0.885351,6,1.008959,0,0,0,0,0,0.000652,0.000652,0.000652,0.000652,0.000652
30,1.102305,0.002661,9144,-87.673095,0,0,272.857604,0,0,0,0,0,0.885351,6,1.02286,0,0,0,0,0,0.000642,0.000642,0.000642,0.000642,0.000642
30.25,1.101693,0.002686,9144,-87.660124,0,0,272.857604,0,0,0,0,0.051884,0.885351,6,1.022342,0,0,0,0,0.005188,0.000629,0.000629,0.000629,0.000629,0.000629
30.7,1.10059,0.002732,9144,-87.660124,0,0,272.857604,0,0,0,0,0,0.885351,6,1.017131,0,0,0,0,0,0.000619,0.000619,0.000619,0.000619,0.000619
31,1.099855,0.002762,9144,-87.660124,0,0,272.857604,0,0,0,0,0,0.885351,6,1.02471,0,0,0,0,0,0.000612,0.000612,0.000612,0.000612,0.000612
31.284412,1.099158,0.002791,9144,-87.659188,0,0,272.857604,0,0,0,0,0.003291,0.885351,6,1.026904,0,0,0,0,0.000329,0.000603,0.000603,0.000603,0.000603,0.000603
31.666607,1.098222,0.002829,9144,-87.659188,0,0,272.857604,0,0,0,0,0,0.885351,6,1.025289,0,0,0,0,0,0.000591,0.000591,0.000591,0.000591,0.000591
31.8,1.097895,0.002843,9144,-87.659188,0,0,272.857604,0,0,0,0,0,0.885351,6,1.035414,0,0,0,0,0,0.000581,0.000581,0.000581,0.000581,0.000581
32,1.097405,0.002863,9144,-87.659188,0,0,272.857604,0,0,0,0,0,0.885351,6,1.033946,0,0,0,0,0,0.000572,0.000572,0.000572,0.000572,0.000572
32.25,1.096793,0.002888,9144,-87.662165,0,0,272.857604,0,0,0,0,-0.011908,0.885351,6,1.033374,0,0,0,0,-0.001191,0.000566,0.000566,0.000566,0.000566,0.000566
32.7,1.09569,0.002933,9144,-87.662165,0,0,272.857604,0,0,0,0,0,0.885351,6,1.028329,0,0,0,0,0,0.000563,0.000563,0.000563,0.000563,0.000563
33,1.094955,0.002963,9144,-87.662165,0,0,272.857604,0,0,0,0,0,0.885351,6,1.035347,0,0,0,0,0,0.000558,0.000558,0.000558,0.000558,0.000558
