时间戳,雷达开关机状态,雷达扫描方式,俯仰扫描范围,方位扫描范围,跟踪目标数量,目标批号,雷达对该目标状态,目标距离,目标方位角,目标俯仰角,目标径向速度,目标速度X轴,目标速度Y轴,目标速度Z轴,目标RCS
491.1162,1,1,30,60,5,1,2,44025.39787,0.08129,-0.060452,-213.856677,-90.498741,230.613948,126.204732,1.000019
503.1162,1,1,30,60,5,1,2,43521.10196,0.588785,-0.026417,254.230664,-116.413908,-241.937399,91.638196,1.001003
505.1162,1,1,30,60,5,1,2,43508.42245,-0.057546,-0.030124,285.664195,-57.543995,-278.938397,61.146556,1.00001
507.1162,1,1,30,60,5,1,2,43558.72955,-0.04393,-0.031303,298.334852,-4.311902,-296.447028,33.824905,1.000006
509.1162,1,1,30,60,5,1,2,43638.03001,-0.016606,-0.031118,310.87342,1.813802,-309.766959,28.663785,1.000001
511.1162,1,1,30,60,5,1,2,43747.43331,0.006734,-0.030889,322.609867,1.512071,-321.494994,29.476362,1
513.1162,1,1,30,60,5,1,2,43884.23546,-0.003598,-0.030638,332.251265,0.824601,-331.193992,29.688403,1
515.1162,1,1,30,60,5,1,2,44043.3369,-0.003167,-0.030402,339.657518,0.048619,-338.725687,29.124028,1
517.1162,1,1,30,60,5,1,2,44221.98606,0.002723,-0.030156,346.319612,-0.606423,-345.542293,28.309679,1
519.1162,1,1,30,60,5,1,2,44419.79331,-0.00678,-0.029925,352.63478,-1.269788,-352.072587,26.287104,1
521.1162,1,1,30,60,5,1,2,44634.6738,-0.00431,-0.029856,358.627871,-1.886048,-358.304807,23.283302,1
523.1162,1,1,30,60,5,1,2,44868.13101,-0.001634,-0.029655,364.324656,-2.419846,-364.214649,19.663511,1
525.1162,1,1,30,60,5,1,2,45117.92098,-0.01067,-0.029459,369.686239,-2.778475,-369.761572,16.359637,1
527.1162,1,1,30,60,5,1,2,45385.02818,-0.004185,-0.029396,374.806656,-3.094677,-375.024463,11.485723,1
529.1162,1,1,30,60,5,1,2,45667.18392,-0.005741,-0.029229,379.655103,-3.337489,-379.950722,6.367894,1
531.1162,1,1,30,60,5,1,2,45965.53611,0.001126,-0.029032,384.200184,-3.505258,-384.551435,2.174529,1
533.1162,1,1,30,60,5,1,2,46278.95259,-0.013807,-0.028948,388.501418,-3.658733,-388.837657,-2.46752,1.000001
535.1162,1,1,30,60,5,1,2,46606.70267,0.000903,-0.028855,392.493203,-3.77564,-392.806759,-6.470193,1
537.1162,1,1,30,60,5,1,2,46949.38736,-0.008176,-0.028622,396.253822,-3.894604,-396.433304,-11.57466,1
539.1162,1,1,30,60,5,1,2,47305.07669,-0.004909,-0.028571,399.729869,-3.977625,-399.806659,-15.460357,1
541.1162,1,1,30,60,5,1,2,47674.19951,-0.003958,-0.028371,402.983177,-4.074784,-402.868405,-20.047741,1
543.1162,1,1,30,60,5,1,2,48056.10587,-0.001478,-0.028288,406.050148,-4.161775,-405.578826,-25.758425,1
545.1162,1,1,30,60,5,1,2,48451.55164,-0.002138,-0.028101,408.90773,-4.229642,-408.002069,-31.51165,1
547.1162,1,1,30,60,5,1,2,48858.05123,-0.012764,-0.02785,411.538109,-4.294394,-410.229643,-36.508717,1
549.1162,1,1,30,60,5,1,2,49276.4211,-0.001416,-0.027685,413.992282,-4.365042,-412.185767,-41.793821,1
551.1162,1,1,30,60,5,1,2,49707.08008,-0.00605,-0.027564,416.255935,-4.424676,-414.041945,-45.970499,1
553.1162,1,1,30,60,5,1,2,50149.20773,-0.158489,-0.027465,418.345441,-4.498515,-415.684409,-50.248431,1.000073
555.1162,1,1,30,60,5,1,2,50601.61188,-0.814808,-0.027154,420.324602,-4.569138,-416.954979,-55.801016,1.001921
557.1162,1,1,30,60,5,1,2,51064.90708,-1.463403,-0.026996,422.159134,-4.622085,-418.144235,-60.523586,1.006197
559.1162,1,1,30,60,5,1,2,51538.6107,-2.119435,-0.026887,423.844606,-4.683104,-419.117697,-65.456946,1.012998
561.1162,1,1,30,60,5,1,2,52023.58561,-2.760399,-0.026859,425.390827,-4.738202,-420.060816,-69.553861,1.022046
587.1162,1,1,30,60,5,1,2,53403.65663,-0.122324,-0.083467,-231.550025,1.861638,200.817648,178.073435,1.000043
589.1162,1,1,30,60,5,1,2,52371.95474,-0.039625,-0.08493,-258.379445,5.355354,236.597985,137.774472,1.000005
591.1162,1,1,30,60,5,1,2,51292.33745,-0.096362,-0.086478,-277.397698,2.810253,270.920117,64.392173,1.000027
593.1162,1,1,30,60,5,1,2,50176.94989,-0.038425,-0.08816,-285.60652,15.217823,282.474699,42.712037,1.000004
595.1162,1,1,30,60,5,1,2,49053.33172,0.014343,-0.089002,-287.312557,34.945311,280.012202,54.721234,1.000001
597.1162,1,1,30,60,5,1,2,47932.78786,0.007314,-0.089467,-287.696208,38.841741,279.047534,59.717013,1
599.1162,1,1,30,60,5,1,2,46811.90819,-0.000121,-0.089871,-287.791597,39.460088,278.83646,60.959475,1
601.1162,1,1,30,60,5,1,2,45690.92384,-0.001463,-0.090314,-287.752225,39.104682,278.910515,60.518071,1
603.1162,1,1,30,60,5,1,2,44570.08675,-0.001291,-0.090793,-287.620741,38.625468,278.968725,59.745479,1
617,1,1,30,60,5,6,2,14093.64969,-14.66752,0.096143,152.4,-62.860628,839.230101,259.658502,1.619182
619,1,1,30,60,5,6,2,18049.03917,-26.092785,0.103682,152.4,-76.367007,780.725752,325.158099,2.936424
621,1,1,30,60,5,6,2,17453.42875,-56.097182,0.104128,152.4,-80.391704,715.616905,390.805665,9.402067
623,1,1,30,60,5,6,2,15762.45429,-122.849037,0.108971,152.4,-76.705755,652.774156,440.575827,20
625,1,1,30,60,5,6,2,15446.47178,-153.453112,0.098877,152.4,-68.281914,604.462307,463.882439,20
627,1,1,30,60,5,6,2,12010.95006,-164.759491,0.095917,152.4,-58.224366,579.906757,456.330896,20
629,1,1,30,60,5,6,2,11025.58885,-169.98561,0.096228,152.4,-48.756099,580.099073,417.497481,20
631,1,1,30,60,5,6,2,13804.39575,-173.286408,0.099472,152.4,-40.960717,597.148847,349.259665,20
633,1,1,30,60,5,6,2,13060.02631,-179.576355,0.101624,152.4,-34.977084,613.379336,268.170439,20
635,1,1,30,60,5,6,2,10886.67433,-178.253112,0.089234,152.4,-30.333279,611.999032,215.70862,20
637,1,1,30,60,5,6,2,10710.76502,92.18923,0.041177,152.4,109.447329,586.302135,175.805248,20
639,1,1,30,60,5,6,2,8457.494433,93.037848,0.026935,152.4,180.918096,549.193163,147.651702,20
641,1,1,30,60,5,6,2,7798.189801,94.631868,0.000648,152.4,222.991668,511.742825,128.438075,20
643,1,1,30,60,5,6,2,4440.45814,95.415287,-0.011833,152.4,247.534801,477.293128,115.199513,20
645,1,1,30,60,5,6,2,4773.511262,96.309729,-0.025711,152.4,262.084968,445.921063,105.607833,20
647,1,1,30,60,5,6,2,3788.304409,-177.633255,0.03323,152.4,131.759466,451.767386,149.098118,20
649,1,1,30,60,5,6,2,4079.559197,-175.439744,0.069566,152.4,25.040601,405.219334,240.914192,20
651,1,1,30,60,5,6,2,2947.664551,-169.299814,0.088038,152.4,-10.799798,328.932282,317.238254,20
653,1,1,30,60,5,6,2,2304.081362,-67.536965,0.097997,152.4,-24.784811,282.257091,344.663681,12.740341
655,1,1,30,60,5,6,2,1422.607232,-5.998872,0.112396,152.4,-39.882636,251.451852,352.793782,1.104045
657,1,1,30,60,5,6,2,282.990826,3.305347,0.15744,152.4,-84.168925,245.864593,337.175338,1.031608
