时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,侧滑角,法向过载,迎角,燃油消耗,油门位置
192.7,-0.693992,0.072444,9143.975675,91.967477,4.863331,0.093146,40.851667,3.816195,-269.755253,-0.003313,-0.000061,0.003122,0.885351,,1.415453,-0.000024,-0.000024,-0.001325,0.001325,0.000312,0.000312,0.000312,0.000312,0.000312,0.000312
193,-0.693256,0.072419,9143.975689,91.968408,4.863271,0.092224,40.838945,3.777064,-269.75773,-0.00307,-0.000201,0.003102,0.885351,,1.416201,-0.000081,-0.000081,-0.001228,0.001228,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031
193.1162,-0.692971,0.072409,9143.975694,91.968765,4.863162,0.091886,40.811056,3.760569,-269.762181,-0.002909,-0.000934,0.003071,0.885351,,1.417314,-0.000374,-0.000374,-0.001164,0.001164,0.000307,0.000307,0.000307,0.000307,0.000307,0.000307
193.2,-0.692766,0.072402,9143.975697,91.96902,4.863091,0.091638,40.792958,3.748682,-269.765084,-0.002964,-0.000845,0.003044,0.885351,,1.417459,-0.000338,-0.000338,-0.001186,0.001186,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304
193.734007,-0.691456,0.072357,9143.975721,91.970631,4.863065,0.08994,40.792051,3.678766,-269.766184,-0.003179,-0.00005,0.003016,0.885351,,1.414099,-0.00002,-0.00002,-0.001272,0.001272,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302
193.883369,-0.69109,0.072345,9143.975727,91.971076,4.863045,0.089472,40.788483,3.659179,-269.766989,-0.003137,-0.000132,0.002985,0.885351,,1.416492,-0.000053,-0.000053,-0.001255,0.001255,0.000299,0.000299,0.000299,0.000299,0.000299,0.000299
194,-0.690804,0.072335,9143.975732,91.971422,4.862915,0.089129,40.754774,3.642064,-269.772316,-0.002941,-0.001116,0.002961,0.885351,,1.416614,-0.000446,-0.000446,-0.001176,0.001176,0.000296,0.000296,0.000296,0.000296,0.000296,0.000296
194.25,-0.690191,0.072314,9143.975743,91.972164,4.862881,0.088449,40.748227,3.61356,-269.773688,-0.002719,-0.000134,0.002967,0.885351,,1.41555,-0.000054,-0.000054,-0.001088,0.001088,0.000297,0.000297,0.000297,0.000297,0.000297,0.000297
194.7,-0.689087,0.072276,9143.975763,91.973507,4.862853,0.087417,40.74448,3.570854,-269.774822,-0.002293,-0.000062,0.002985,0.885351,,1.413902,-0.000025,-0.000025,-0.000917,0.000917,0.000299,0.000299,0.000299,0.000299,0.000299,0.000299
195,-0.688351,0.072251,9143.975777,91.974398,4.862793,0.086787,40.730479,3.543798,-269.777293,-0.002098,-0.000201,0.002971,0.885351,,1.414645,-0.000081,-0.000081,-0.000839,0.000839,0.000297,0.000297,0.000297,0.000297,0.000297,0.000297
195.1162,-0.688067,0.072241,9143.975782,91.97474,4.862684,0.086542,40.702161,3.531275,-269.781731,-0.002111,-0.000934,0.002939,0.885351,,1.415746,-0.000374,-0.000374,-0.000844,0.000844,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294
195.2,-0.687861,0.072234,9143.975786,91.974984,4.862614,0.08636,40.683763,3.522213,-269.784625,-0.002173,-0.000845,0.002918,0.885351,,1.415891,-0.000338,-0.000338,-0.000869,0.000869,0.000292,0.000292,0.000292,0.000292,0.000292,0.000292
195.7,-0.686635,0.072192,9143.975808,91.976432,4.862587,0.085175,40.680697,3.473373,-269.78572,-0.002371,-0.000054,0.002895,0.885351,,1.412815,-0.000021,-0.000021,-0.000948,0.000948,0.000289,0.000289,0.000289,0.000289,0.000289,0.000289
195.883369,-0.686185,0.072177,9143.975817,91.976958,4.862567,0.084739,40.676899,3.455181,-269.786527,-0.002378,-0.000108,0.00287,0.885351,,1.41472,-0.000043,-0.000043,-0.000951,0.000951,0.000287,0.000287,0.000287,0.000287,0.000287,0.000287
196,-0.685899,0.072167,9143.975822,91.97729,4.862445,0.084475,40.64507,3.441702,-269.791496,-0.002257,-0.001044,0.00285,0.885351,,1.415061,-0.000418,-0.000418,-0.000903,0.000903,0.000285,0.000285,0.000285,0.000285,0.000285,0.000285
196.234008,-0.685325,0.072147,9143.975832,91.977951,4.862403,0.083902,40.635727,3.417458,-269.793211,-0.002449,-0.00018,0.002822,0.885351,,1.414125,-0.000072,-0.000072,-0.00098,0.00098,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282
196.666607,-0.684264,0.07211,9143.975852,91.97916,4.862376,0.082779,40.632136,3.371203,-269.794334,-0.002596,-0.000064,0.002795,0.885351,,1.412519,-0.000025,-0.000025,-0.001038,0.001038,0.000279,0.000279,0.000279,0.000279,0.000279,0.000279
196.75,-0.68406,0.072103,9143.975856,91.97939,4.862319,0.082567,40.617671,3.361341,-269.796635,-0.00254,-0.000677,0.002768,0.885351,,1.4147,-0.000271,-0.000271,-0.001016,0.001016,0.000277,0.000277,0.000277,0.000277,0.000277,0.000277
197,-0.683447,0.072082,9143.975867,91.980076,4.862215,0.081922,40.591728,3.33282,-269.800893,-0.002581,-0.000418,0.002741,0.885351,,1.41344,-0.000167,-0.000167,-0.001033,0.001033,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274
197.1162,-0.683162,0.072072,9143.975872,91.980392,4.862197,0.081619,40.587916,3.320136,-269.801623,-0.002605,-0.000154,0.002724,0.885351,,1.41421,-0.000062,-0.000062,-0.001042,0.001042,0.000272,0.000272,0.000272,0.000272,0.000272,0.000272
197.2,-0.682956,0.072065,9143.975876,91.98062,4.862136,0.081406,40.572301,3.31016,-269.804095,-0.002542,-0.000724,0.002712,0.885351,,1.414354,-0.00029,-0.00029,-0.001017,0.001017,0.000271,0.000271,0.000271,0.000271,0.000271,0.000271
197.65,-0.681853,0.072027,9143.975897,91.981836,4.862109,0.080263,40.568784,3.26319,-269.805195,-0.00254,-0.00006,0.002704,0.885351,,1.41167,-0.000024,-0.000024,-0.001016,0.001016,0.00027,0.00027,0.00027,0.00027,0.00027,0.00027
197.883369,-0.68128,0.072008,9143.975908,91.982465,4.862089,0.07971,40.565267,3.240329,-269.806,-0.00237,-0.000085,0.002694,0.885351,,1.41288,-0.000034,-0.000034,-0.000948,0.000948,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269
198,-0.680994,0.071998,9143.975913,91.982777,4.86198,0.079451,40.536646,3.227472,-269.810455,-0.002222,-0.000939,0.002675,0.885351,,1.413538,-0.000376,-0.000376,-0.000889,0.000889,0.000267,0.000267,0.000267,0.000267,0.000267,0.000267
198.234006,-0.68042,0.071978,9143.975924,91.983403,4.861925,0.078969,40.523528,3.206782,-269.812673,-0.002059,-0.000233,0.002675,0.885351,,1.412613,-0.000093,-0.000093,-0.000824,0.000824,0.000268,0.000268,0.000268,0.000268,0.000268,0.000268
198.75,-0.679155,0.071934,9143.975947,91.984791,4.861898,0.078082,40.519028,3.170246,-269.81378,-0.00172,-0.000053,0.002691,0.885351,,1.410434,-0.000021,-0.000021,-0.000688,0.000688,0.000269,0.000269,0.000269,0.000269,0.000269,0.000269
199,-0.678542,0.071913,9143.975959,91.985461,4.861841,0.077688,40.50507,3.153114,-269.816077,-0.001574,-0.000226,0.002678,0.885351,,1.41194,-0.00009,-0.00009,-0.00063,0.00063,0.000268,0.000268,0.000268,0.000268,0.000268,0.000268
199.1162,-0.678257,0.071903,9143.975964,91.985769,4.861717,0.077501,40.472081,3.142908,-269.821146,-0.001614,-0.001074,0.002651,0.885351,,1.412704,-0.00043,-0.00043,-0.000646,0.000646,0.000265,0.000265,0.000265,0.000265,0.000265,0.000265
199.2,-0.678051,0.071896,9143.975968,91.98599,4.861658,0.07736,40.456858,3.135983,-269.823509,-0.001684,-0.000695,0.002635,0.885351,,1.412847,-0.000278,-0.000278,-0.000673,0.000673,0.000264,0.000264,0.000264,0.000264,0.000264,0.000264
199.65,-0.676948,0.071858,9143.975989,91.987167,4.861631,0.076529,40.452158,3.10183,-269.824609,-0.001845,-0.00006,0.002616,0.885351,,1.410193,-0.000024,-0.000024,-0.000738,0.000738,0.000262,0.000262,0.000262,0.000262,0.000262,0.000262
199.883369,-0.676375,0.071838,9143.976,91.987773,4.861611,0.076095,40.448177,3.083855,-269.825412,-0.001861,-0.000085,0.002598,0.885351,,1.411393,-0.000034,-0.000034,-0.000744,0.000744,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026
200,-0.676089,0.071828,9143.976006,91.988074,4.861502,0.075888,40.419345,3.073244,-269.829853,-0.001774,-0.000939,0.002581,0.885351,,1.412045,-0.000376,-0.000376,-0.00071,0.00071,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258
200.234005,-0.675516,0.071808,9143.976016,91.988672,4.861447,0.075423,40.40609,3.053359,-269.832064,-0.001985,-0.000233,0.002553,0.885351,,1.411131,-0.000093,-0.000093,-0.000794,0.000794,0.000255,0.000255,0.000255,0.000255,0.000255,0.000255
200.75,-0.67425,0.071765,9143.976041,91.989974,4.86142,0.074295,40.402182,3.007197,-269.833168,-0.002188,-0.000053,0.002524,0.885351,,1.408977,-0.000021,-0.000021,-0.000875,0.000875,0.000252,0.000252,0.000252,0.000252,0.000252,0.000252
201,-0.673637,0.071743,9143.976052,91.9906,4.861364,0.073777,40.388534,2.985156,-269.835455,-0.002071,-0.000226,0.002505,0.885351,,1.41047,-0.00009,-0.00009,-0.000828,0.000828,0.000251,0.000251,0.000251,0.000251,0.000251,0.000251
201.1162,-0.673352,0.071733,9143.976058,91.990889,4.861239,0.07355,40.355624,2.973506,-269.840508,-0.001955,-0.001074,0.002484,0.885351,,1.411227,-0.00043,-0.00043,-0.000782,0.000782,0.000248,0.000248,0.000248,0.000248,0.000248,0.000248
201.2,-0.673147,0.071726,9143.976062,91.991096,4.861181,0.073382,40.340451,2.965589,-269.842864,-0.002,-0.000695,0.002468,0.885351,,1.411369,-0.000278,-0.000278,-0.0008,0.0008,0.000247,0.000247,0.000247,0.000247,0.000247,0.000247
201.65,-0.672043,0.071688,9143.976083,91.992198,4.861154,0.072424,40.33598,2.926412,-269.84396,-0.002129,-0.00006,0.00245,0.885351,,1.408745,-0.000024,-0.000024,-0.000852,0.000852,0.000245,0.000245,0.000245,0.000245,0.000245,0.000245
201.883369,-0.671471,0.071668,9143.976094,91.992767,4.861134,0.071941,40.332066,2.906532,-269.84476,-0.002071,-0.000085,0.002435,0.885351,,1.409934,-0.000034,-0.000034,-0.000828,0.000828,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244
202,-0.671185,0.071658,9143.976099,91.993049,4.861024,0.071716,40.303241,2.895335,-269.849187,-0.00193,-0.000939,0.00242,0.885351,,1.410581,-0.000376,-0.000376,-0.000772,0.000772,0.000242,0.000242,0.000242,0.000242,0.000242,0.000242
202.234006,-0.670611,0.071638,9143.97611,91.993613,4.86097,0.071265,40.289861,2.876146,-269.85139,-0.001924,-0.000233,0.002409,0.885351,,1.409677,-0.000093,-0.000093,-0.000769,0.000769,0.000241,0.000241,0.000241,0.000241,0.000241,0.000241
202.75,-0.669345,0.071594,9143.976135,91.994854,4.860942,0.070328,40.285206,2.83787,-269.85249,-0.001816,-0.000053,0.002406,0.885351,,1.407549,-0.000021,-0.000021,-0.000726,0.000726,0.000241,0.000241,0.000241,0.000241,0.000241,0.000241
203,-0.668732,0.071573,9143.976147,91.995453,4.860886,0.069911,40.271177,2.819975,-269.854771,-0.001671,-0.000226,0.002393,0.885351,,1.409029,-0.00009,-0.00009,-0.000668,0.000668,0.000239,0.000239,0.000239,0.000239,0.000239,0.000239
203.1162,-0.668447,0.071563,9143.976152,91.995728,4.860761,0.069721,40.238112,2.80999,-269.859808,-0.001632,-0.001074,0.002371,0.885351,,1.409778,-0.00043,-0.00043,-0.000653,0.000653,0.000237,0.000237,0.000237,0.000237,0.000237,0.000237
203.2,-0.668242,0.071556,9143.976156,91.995926,4.860703,0.06958,40.222833,2.803222,-269.862156,-0.001683,-0.000695,0.002357,0.885351,,1.40992,-0.000278,-0.000278,-0.000673,0.000673,0.000236,0.000236,0.000236,0.000236,0.000236,0.000236
203.7,-0.667016,0.071513,9143.97618,91.997096,4.860676,0.06867,40.218073,2.766129,-269.863248,-0.001819,-0.000054,0.00234,0.885351,,1.406979,-0.000022,-0.000022,-0.000728,0.000728,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234
203.883369,-0.666566,0.071498,9143.976189,91.997521,4.860656,0.068339,40.213663,2.752434,-269.864045,-0.001808,-0.000108,0.002322,0.885351,,1.408814,-0.000043,-0.000043,-0.000723,0.000723,0.000232,0.000232,0.000232,0.000232,0.000232,0.000232
204,-0.66628,0.071488,9143.976195,91.997791,4.860534,0.06814,40.181429,2.742191,-269.868951,-0.001707,-0.001044,0.002307,0.885351,,1.409144,-0.000418,-0.000418,-0.000683,0.000683,0.000231,0.000231,0.000231,0.000231,0.000231,0.000231
204.15,-0.665912,0.071475,9143.976202,91.998136,4.860492,0.067894,40.170789,2.73156,-269.870643,-0.001636,-0.00028,0.002305,0.885351,,1.408831,-0.000112,-0.000112,-0.000654,0.000654,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023
204.75,-0.664441,0.071424,9143.97623,91.999527,4.860465,0.067055,40.165651,2.697362,-269.871751,-0.001398,-0.000046,0.002317,0.885351,,1.405629,-0.000018,-0.000018,-0.000559,0.000559,0.000232,0.000232,0.000232,0.000232,0.000232,0.000232
205,-0.663827,0.071403,9143.976243,92.000105,4.860429,0.06675,40.156791,2.684435,-269.873199,-0.001223,-0.000144,0.002313,0.885351,,1.407614,-0.000058,-0.000058,-0.000489,0.000489,0.000231,0.000231,0.000231,0.000231,0.000231,0.000231
205.1162,-0.663542,0.071393,9143.976248,92.000371,4.860283,0.066606,40.117908,2.676068,-269.879065,-0.001232,-0.001255,0.00229,0.885351,,1.408357,-0.000502,-0.000502,-0.000493,0.000493,0.000229,0.000229,0.000229,0.000229,0.000229,0.000229
205.25,-0.663214,0.071381,9143.976255,92.000675,4.860225,0.06643,40.102827,2.667972,-269.881386,-0.001316,-0.000432,0.002276,0.885351,,1.408155,-0.000173,-0.000173,-0.000526,0.000526,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228
205.7,-0.662111,0.071343,9143.976276,92.001692,4.860198,0.065781,40.097257,2.641463,-269.882474,-0.001442,-0.00006,0.00226,0.885351,,1.405896,-0.000024,-0.000024,-0.000577,0.000577,0.000226,0.000226,0.000226,0.000226,0.000226,0.000226
205.883369,-0.661661,0.071327,9143.976285,92.002104,4.860166,0.065513,40.089341,2.630133,-269.883761,-0.001464,-0.000175,0.002243,0.885351,,1.407407,-0.00007,-0.00007,-0.000586,0.000586,0.000224,0.000224,0.000224,0.000224,0.000224,0.000224
206,-0.661375,0.071317,9143.976291,92.002364,4.860057,0.065346,40.060358,2.621525,-269.888148,-0.001429,-0.000937,0.002229,0.885351,,1.407735,-0.000375,-0.000375,-0.000572,0.000572,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223
206.2,-0.660885,0.0713,9143.976301,92.002809,4.860015,0.065075,40.049675,2.609932,-269.889846,-0.001354,-0.000211,0.002228,0.885351,,1.407085,-0.000085,-0.000085,-0.000542,0.000542,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223
206.666607,-0.65974,0.07126,9143.976323,92.003852,4.859987,0.064527,40.043688,2.587486,-269.890951,-0.001175,-0.000059,0.002236,0.885351,,1.405131,-0.000024,-0.000024,-0.00047,0.00047,0.000224,0.000224,0.000224,0.000224,0.000224,0.000224
206.734006,-0.659575,0.071254,9143.976326,92.004002,4.859939,0.064453,40.0309,2.583691,-269.892884,-0.001096,-0.000715,0.002227,0.885351,,1.407526,-0.000286,-0.000286,-0.000438,0.000438,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223
207,-0.658923,0.071232,9143.976339,92.00459,4.859826,0.064135,40.001294,2.568994,-269.897414,-0.001197,-0.000425,0.002208,0.885351,,1.406129,-0.00017,-0.00017,-0.000479,0.000479,0.000221,0.000221,0.000221,0.000221,0.000221,0.000221
207.1162,-0.658638,0.071222,9143.976345,92.004845,4.859812,0.063987,39.997947,2.562834,-269.897968,-0.001274,-0.000119,0.002194,0.885351,,1.406963,-0.000048,-0.000048,-0.000509,0.000509,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219
207.25,-0.65831,0.07121,9143.976352,92.005137,4.859747,0.063819,39.980952,2.554995,-269.900561,-0.001257,-0.000483,0.002187,0.885351,,1.406763,-0.000193,-0.000193,-0.000503,0.000503,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219
207.7,-0.657206,0.071172,9143.976373,92.006118,4.85972,0.063243,39.975168,2.531509,-269.901639,-0.00128,-0.00006,0.00218,0.885351,,1.40453,-0.000024,-0.000024,-0.000512,0.000512,0.000218,0.000218,0.000218,0.000218,0.000218,0.000218
207.883369,-0.656756,0.071156,9143.976382,92.006516,4.859688,0.063012,39.967124,2.521732,-269.902921,-0.00126,-0.000175,0.002168,0.885351,,1.406027,-0.00007,-0.00007,-0.000504,0.000504,0.000217,0.000217,0.000217,0.000217,0.000217,0.000217
208,-0.65647,0.071146,9143.976388,92.006767,4.859579,0.062866,39.938064,2.514058,-269.907295,-0.001249,-0.000937,0.002154,0.885351,,1.406353,-0.000375,-0.000375,-0.0005,0.0005,0.000215,0.000215,0.000215,0.000215,0.000215,0.000215
208.2,-0.65598,0.071129,9143.976398,92.007198,4.859537,0.062636,39.92725,2.504142,-269.908987,-0.001152,-0.000211,0.002156,0.885351,,1.40571,-0.000085,-0.000085,-0.000461,0.000461,0.000216,0.000216,0.000216,0.000216,0.000216,0.000216
208.734007,-0.65467,0.071083,9143.976424,92.008356,4.859509,0.062138,39.921079,2.483807,-269.910087,-0.000932,-0.000052,0.002168,0.885351,,1.403325,-0.000021,-0.000021,-0.000373,0.000373,0.000217,0.000217,0.000217,0.000217,0.000217,0.000217
209,-0.654018,0.07106,9143.976437,92.008931,4.859461,0.061906,39.908667,2.473744,-269.912015,-0.000872,-0.000181,0.00216,0.885351,,1.404768,-0.000072,-0.000072,-0.000349,0.000349,0.000216,0.000216,0.000216,0.000216,0.000216,0.000216
209.1162,-0.653733,0.07105,9143.976443,92.009179,4.859332,0.061798,39.874077,2.467268,-269.917187,-0.000932,-0.001114,0.002141,0.885351,,1.405595,-0.000445,-0.000445,-0.000373,0.000373,0.000214,0.000214,0.000214,0.000214,0.000214,0.000214
209.25,-0.653405,0.071039,9143.97645,92.009465,4.85927,0.061665,39.857694,2.460945,-269.919664,-0.000992,-0.000464,0.00213,0.885351,,1.405398,-0.000185,-0.000185,-0.000397,0.000397,0.000213,0.000213,0.000213,0.000213,0.000213,0.000213
209.7,-0.652301,0.071,9143.976472,92.010417,4.859243,0.061171,39.851638,2.440813,-269.920741,-0.001098,-0.00006,0.002118,0.885351,,1.403188,-0.000024,-0.000024,-0.000439,0.000439,0.000212,0.000212,0.000212,0.000212,0.000212,0.000212
209.883369,-0.651852,0.070984,9143.976481,92.010803,4.859211,0.060963,39.843515,2.431983,-269.92202,-0.001136,-0.000175,0.002103,0.885351,,1.404672,-0.00007,-0.00007,-0.000454,0.000454,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021
210,-0.651566,0.070974,9143.976486,92.011047,4.859102,0.060831,39.814405,2.424943,-269.926378,-0.001129,-0.000937,0.00209,0.885351,,1.404996,-0.000375,-0.000375,-0.000452,0.000452,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209
210.2,-0.651075,0.070957,9143.976496,92.011464,4.859059,0.060609,39.803547,2.415414,-269.928065,-0.00111,-0.000211,0.002087,0.885351,,1.40436,-0.000085,-0.000085,-0.000444,0.000444,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209
210.734007,-0.649766,0.070911,9143.976523,92.012579,4.859032,0.060059,39.797455,2.393091,-269.929162,-0.001029,-0.000052,0.002087,0.885351,,1.402001,-0.000021,-0.000021,-0.000412,0.000412,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209
211,-0.649113,0.070888,9143.976536,92.013131,4.858983,0.059797,39.785094,2.381884,-269.931083,-0.000985,-0.000181,0.002077,0.885351,,1.403432,-0.000072,-0.000072,-0.000394,0.000394,0.000208,0.000208,0.000208,0.000208,0.000208,0.000208
211.1162,-0.648828,0.070878,9143.976542,92.013371,4.858854,0.059682,39.750507,2.375193,-269.936238,-0.000997,-0.001113,0.002061,0.885351,,1.404252,-0.000445,-0.000445,-0.000399,0.000399,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206
211.25,-0.6485,0.070867,9143.976548,92.013645,4.858792,0.059541,39.734127,2.368622,-269.938707,-0.001048,-0.000464,0.00205,0.885351,,1.404058,-0.000185,-0.000185,-0.000419,0.000419,0.000205,0.000205,0.000205,0.000205,0.000205,0.000205
211.666607,-0.647478,0.070831,9143.976569,92.014494,4.858765,0.059067,39.727978,2.349362,-269.93978,-0.001138,-0.000065,0.002038,0.885351,,1.402093,-0.000026,-0.000026,-0.000455,0.000455,0.000204,0.000204,0.000204,0.000204,0.000204,0.000204
211.75,-0.647274,0.070824,9143.976573,92.014663,4.858733,0.058969,39.719578,2.34495,-269.941055,-0.001178,-0.000384,0.002024,0.885351,,1.404027,-0.000154,-0.000154,-0.000471,0.000471,0.000202,0.000202,0.000202,0.000202,0.000202,0.000202
211.883369,-0.646947,0.070812,9143.97658,92.014931,4.858632,0.058811,39.692709,2.337066,-269.945075,-0.001186,-0.000758,0.002012,0.885351,,1.403641,-0.000303,-0.000303,-0.000474,0.000474,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201
212,-0.646661,0.070802,9143.976585,92.015165,4.858614,0.058669,39.688178,2.331143,-269.945793,-0.001218,-0.000155,0.002006,0.885351,,1.403664,-0.000062,-0.000062,-0.000487,0.000487,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201
212.15,-0.646293,0.070789,9143.976593,92.015463,4.858582,0.058463,39.679985,2.322452,-269.947072,-0.001375,-0.000215,0.001987,0.885351,,1.403366,-0.000086,-0.000086,-0.00055,0.00055,0.000199,0.000199,0.000199,0.000199,0.000199,0.000199
212.734007,-0.644861,0.070739,9143.976622,92.016603,4.858554,0.057455,39.674827,2.282023,-269.948175,-0.001726,-0.000048,0.001951,0.885351,,1.400404,-0.000019,-0.000019,-0.00069,0.00069,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195
213,-0.644208,0.070716,9143.976635,92.017117,4.858518,0.057006,39.666164,2.263647,-269.949603,-0.001689,-0.000135,0.001932,0.885351,,1.402121,-0.000054,-0.000054,-0.000676,0.000676,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193
213.1162,-0.643924,0.070706,9143.976641,92.01734,4.858376,0.056837,39.62831,2.254771,-269.955236,-0.001454,-0.001221,0.001925,0.885351,,1.402933,-0.000488,-0.000488,-0.000581,0.000581,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193
213.25,-0.643595,0.070695,9143.976648,92.017596,4.858315,0.056637,39.61212,2.245926,-269.957686,-0.00149,-0.000461,0.001912,0.885351,,1.402742,-0.000185,-0.000185,-0.000596,0.000596,0.000191,0.000191,0.000191,0.000191,0.000191,0.000191
213.7,-0.642492,0.070656,9143.97667,92.018451,4.858288,0.055937,39.606411,2.217777,-269.958757,-0.001556,-0.00006,0.0019,0.885351,,1.400579,-0.000024,-0.000024,-0.000623,0.000623,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019
213.883369,-0.642042,0.07064,9143.976679,92.018797,4.858256,0.055661,39.598391,2.206361,-269.960027,-0.001506,-0.000175,0.001888,0.885351,,1.402037,-0.00007,-0.00007,-0.000602,0.000602,0.000189,0.000189,0.000189,0.000189,0.000189,0.000189
214,-0.641756,0.07063,9143.976685,92.019016,4.858146,0.055494,39.569319,2.198106,-269.964357,-0.001433,-0.000936,0.001876,0.885351,,1.402356,-0.000375,-0.000375,-0.000573,0.000573,0.000188,0.000188,0.000188,0.000188,0.000188,0.000188
214.2,-0.641266,0.070613,9143.976695,92.019392,4.858104,0.055235,39.558488,2.187229,-269.966032,-0.001295,-0.000211,0.00188,0.885351,,1.401735,-0.000085,-0.000085,-0.000518,0.000518,0.000188,0.000188,0.000188,0.000188,0.000188,0.000188
214.734006,-0.639956,0.070567,9143.976722,92.020406,4.858076,0.054702,39.55223,2.165754,-269.967122,-0.000997,-0.000052,0.001898,0.885351,,1.399426,-0.000021,-0.000021,-0.000399,0.000399,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019
215,-0.639304,0.070544,9143.976736,92.02091,4.858028,0.054472,39.539734,2.15595,-269.969031,-0.000864,-0.000181,0.001895,0.885351,,1.400833,-0.000072,-0.000072,-0.000346,0.000346,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019
215.1162,-0.639019,0.070534,9143.976741,92.021128,4.857899,0.054368,39.505084,2.149922,-269.974152,-0.000899,-0.001113,0.001878,0.885351,,1.401639,-0.000445,-0.000445,-0.00036,0.00036,0.000188,0.000188,0.000188,0.000188,0.000188,0.000188
215.25,-0.638691,0.070522,9143.976748,92.021378,4.857837,0.05424,39.488639,2.143984,-269.976605,-0.000952,-0.000464,0.001868,0.885351,,1.40145,-0.000185,-0.000185,-0.000381,0.000381,0.000187,0.000187,0.000187,0.000187,0.000187,0.000187
215.7,-0.637587,0.070483,9143.976771,92.022214,4.85781,0.053773,39.482366,2.125145,-269.977671,-0.001038,-0.00006,0.001857,0.885351,,1.39931,-0.000024,-0.000024,-0.000415,0.000415,0.000186,0.000186,0.000186,0.000186,0.000186,0.000186
215.883369,-0.637137,0.070467,9143.97678,92.022552,4.857778,0.05358,39.474141,2.117053,-269.978937,-0.001054,-0.000175,0.001845,0.885351,,1.400755,-0.00007,-0.00007,-0.000421,0.000421,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
216,-0.636851,0.070457,9143.976786,92.022766,4.857669,0.05346,39.444951,2.110724,-269.983253,-0.001032,-0.000936,0.001834,0.885351,,1.401072,-0.000375,-0.000375,-0.000413,0.000413,0.000183,0.000183,0.000183,0.000183,0.000183,0.000183
216.2,-0.636361,0.07044,9143.976796,92.023133,4.857626,0.053265,39.433961,2.102421,-269.984923,-0.000975,-0.000211,0.001834,0.885351,,1.400457,-0.000085,-0.000085,-0.00039,0.00039,0.000183,0.000183,0.000183,0.000183,0.000183,0.000183
216.65,-0.635257,0.070401,9143.976819,92.02396,4.857599,0.052885,39.427339,2.087068,-269.986009,-0.000843,-0.000061,0.00184,0.885351,,1.398715,-0.000024,-0.000024,-0.000337,0.000337,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
217,-0.634399,0.070371,9143.976837,92.024602,4.857551,0.052607,39.414921,2.075419,-269.987912,-0.000795,-0.000138,0.001833,0.885351,,1.399079,-0.000055,-0.000055,-0.000318,0.000318,0.000183,0.000183,0.000183,0.000183,0.000183,0.000183
217.1162,-0.634114,0.070361,9143.976842,92.024813,4.857442,0.052513,39.385774,2.070173,-269.992206,-0.000809,-0.000937,0.00182,0.885351,,1.400367,-0.000375,-0.000375,-0.000324,0.000324,0.000182,0.000182,0.000182,0.000182,0.000182,0.000182
217.25,-0.633786,0.070349,9143.976849,92.025056,4.857359,0.052401,39.363624,2.064566,-269.995479,-0.000841,-0.00062,0.00181,0.885351,,1.400181,-0.000248,-0.000248,-0.000336,0.000336,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181
