时间戳,本机经度,本机纬度,本机高度,本机航向角,本机俯仰角,本机滚转角,本机速度X轴,本机速度Y轴,本机速度Z轴,体轴滚转角速度,体轴俯仰角速度,体轴偏航角速度,本机马赫数,本机剩余弹量,本机耗油率,左升降舵位置,右升降舵位置,左副翼位置,右副翼位置,方向舵位置,侧滑角,法向过载,迎角,燃油消耗,油门位置
0,-1.166667,0.083333,9144,90,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0.093565,-1.166454,0.083333,9144.000273,90,5.708816,0,212.234914,0,-137.347949,0,61.014176,0,0.820271,,0.005758,24.40567,24.40567,0,0,0,0,0,0,0,0
0.193158,-1.166228,0.083333,9144.000571,90,5.63629,0,201.724886,0,-152.366282,0,-0.728227,0,0.820273,,0.481503,-0.291291,-0.291291,0,0,0,0,0,0,0,0
0.244901,-1.16611,0.083333,9144.000568,90,5.638694,0,202.090587,0,-151.880876,0,0.046462,0,0.820273,,0.784392,0.018585,0.018585,0,0,0,0,0,0,0,0
0.343496,-1.165886,0.083333,9144.000568,90,5.638626,0,202.080248,0,-151.89457,0,-0.000688,0,0.820273,,0.708415,-0.000275,-0.000275,0,0,0,0,0,0,0,0
0.443059,-1.165659,0.083333,9144.000568,90,5.638617,0.000001,202.078844,0.000173,-151.896376,0.000009,-0.000091,0,0.820273,,0.769607,-0.000036,-0.000036,0.000003,-0.000003,0,0,0,0,0,0
0.493836,-1.165544,0.083333,9144.000568,90,5.638596,0,202.075615,0,-151.900642,-0.000017,-0.000417,0,0.820273,,0.890146,-0.000167,-0.000167,-0.000007,0.000007,0,0,0,0,0,0
0.5949,-1.165314,0.083333,9144.000568,90,5.638574,0,202.07231,0,-151.904979,0,-0.000213,0,0.820272,,0.823454,-0.000085,-0.000085,0,0,0,0,0,0,0,0
0.693496,-1.16509,0.083333,9144.000568,90,5.638564,0,202.070756,0,-151.906991,0,-0.000102,0,0.820272,,0.85071,-0.000041,-0.000041,0,0,0,0,0,0,0,0
0.792988,-1.164864,0.083333,9144.000568,90,5.638542,0,202.067428,0,-151.911362,0,-0.000218,0,0.820272,,0.867114,-0.000087,-0.000087,0,0,0,0,0,0,0,0
0.843835,-1.164748,0.083333,9144.000568,90,5.638522,0,202.06424,0,-151.915576,0,-0.000411,0,0.820272,,0.931634,-0.000164,-0.000164,0,0,0,0,0,0,0,0
0.943364,-1.164522,0.083333,9144.000568,90,5.6385,0.000001,202.060944,0.000173,-151.919908,0.000009,-0.000216,0,0.820272,,0.886723,-0.000087,-0.000087,0.000003,-0.000003,0,0,0,0,0,0
1,-1.164393,0.083333,9144.000568,90,5.63849,0.000001,202.059388,0.000244,-151.921949,0.000006,-0.000179,0,0.820272,,0.935075,-0.000072,-0.000072,0.000002,-0.000002,0,0,0,0,0,0
1.093731,-1.16418,0.083333,9144.000643,90.002292,5.638468,0.023329,202.01397,4.713599,-151.936164,0.248878,-0.000237,0.024454,0.820325,,0.906225,-0.000095,-0.000095,0.099551,-0.099551,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445
1.15,-1.164052,0.083333,9144.000672,90.005634,5.618154,0.057286,198.63061,11.391206,-156.02191,0.603478,-0.361018,0.059383,0.82039,,1.135969,-0.144407,-0.144407,0.241391,-0.241391,0.005938,0.005938,0.005938,0.005938,0.005938,0.005938
1.244076,-1.163838,0.083333,9144.000676,90.013588,5.616431,0.137089,196.851358,27.156546,-156.386163,0.848289,-0.018307,0.084559,0.820505,,1.309482,-0.007323,-0.007323,0.339316,-0.339316,0.008456,0.008456,0.008456,0.008456,0.008456,0.008456
1.3,-1.163711,0.083333,9144.000676,90.019498,5.615484,0.195362,194.806431,38.549451,-156.587277,1.041991,-0.016934,0.105672,0.820573,,1.668257,-0.006774,-0.006774,0.416796,-0.416796,0.010567,0.010567,0.010567,0.010567,0.010567,0.010567
1.35,-1.163597,0.083333,9144.000677,90.025371,5.614845,0.252131,192.222728,49.519124,-156.725711,1.135384,-0.012775,0.11746,0.820634,,1.844127,-0.00511,-0.00511,0.454153,-0.454153,0.011746,0.011746,0.011746,0.011746,0.011746,0.011746
1.444195,-1.163383,0.083333,9144.000677,90.037519,5.614321,0.368014,185.157041,71.392877,-156.851747,1.230238,-0.00557,0.12897,0.820748,,1.922488,-0.002228,-0.002228,0.492095,-0.492095,0.012897,0.012897,0.012897,0.012897,0.012897,0.012897
1.5,-1.163256,0.083333,9144.000678,90.045296,5.613332,0.440749,179.35383,84.600388,-157.060845,1.303384,-0.017715,0.139347,0.820816,,2.21131,-0.007086,-0.007086,0.521354,-0.521354,0.013935,0.013935,0.013935,0.013935,0.013935,0.013935
1.55,-1.163142,0.083333,9144.000679,90.052583,5.612679,0.507333,173.250627,96.303467,-157.20203,1.331682,-0.013068,0.145754,0.820877,,2.346599,-0.005227,-0.005227,0.532673,-0.532673,0.014575,0.014575,0.014575,0.014575,0.014575,0.014575
1.644291,-1.162928,0.083333,9144.00068,90.066808,5.612151,0.63519,159.512339,117.575552,-157.328651,1.355991,-0.0056,0.15086,0.820992,,2.386565,-0.00224,-0.00224,0.542396,-0.542396,0.015086,0.015086,0.015086,0.015086,0.015086,0.015086
1.7,-1.162801,0.083333,9144.000681,90.075472,5.611115,0.711348,149.993095,129.275421,-157.546831,1.367065,-0.018594,0.155516,0.82106,,2.626741,-0.007437,-0.007437,0.546826,-0.546826,0.015552,0.015552,0.015552,0.015552,0.015552,0.015552
1.75,-1.162687,0.083333,9144.000682,90.083422,5.610441,0.779463,140.781434,139.120172,-157.691832,1.362295,-0.01347,0.15901,0.82112,,2.734451,-0.005388,-0.005388,0.544918,-0.544918,0.015901,0.015901,0.015901,0.015901,0.015901,0.015901
1.845397,-1.16247,0.083333,9144.000682,90.098756,5.609909,0.908313,121.703927,156.012224,-157.819442,1.35067,-0.00558,0.160738,0.821236,,2.74866,-0.002232,-0.002232,0.540268,-0.540268,0.016074,0.016074,0.016074,0.016074,0.016074,0.016074
1.9,-1.162346,0.083333,9144.000682,90.107619,5.608817,0.980965,109.971031,164.30488,-158.048305,1.330558,-0.02001,0.162309,0.821303,,2.957982,-0.008004,-0.008004,0.532223,-0.532223,0.016231,0.016231,0.016231,0.016231,0.016231,0.016231
1.95,-1.162232,0.083333,9144.000681,90.11583,5.608138,1.046448,98.937476,171.068623,-158.194081,1.309659,-0.013567,0.164223,0.821363,,3.042951,-0.005427,-0.005427,0.523864,-0.523864,0.016422,0.016422,0.016422,0.016422,0.016422,0.016422
2,-1.162118,0.083333,9144.000679,90.124076,5.607557,1.11092,87.676046,177.018107,-158.320695,1.289441,-0.011632,0.164919,0.821424,,3.110467,-0.004653,-0.004653,0.515777,-0.515777,0.016492,0.016492,0.016492,0.016492,0.016492,0.016492
2.1,-1.16189,0.083333,9144.00154,90.140511,5.607035,1.236616,64.820254,186.693053,-158.557886,1.256957,-0.005215,0.164355,0.82212,,3.099113,-0.002086,-0.002086,0.502783,-0.502783,0.016436,0.016436,0.016436,0.016436,0.016436,0.016436
2.15,-1.161776,0.083333,9144.001739,90.14401,5.399255,1.297174,43.449112,154.80956,-196.06769,1.211161,-4.155611,0.069969,0.822759,,3.294354,-1.662244,-1.662244,0.484465,-0.484465,0.006997,0.006997,0.006997,0.006997,0.006997,0.006997
2.2,-1.161662,0.083333,9144.001721,90.152194,5.404806,1.356793,34.405314,158.308054,-195.324537,1.192374,0.111023,0.163674,0.823401,,3.350227,0.044409,0.044409,0.476949,-0.476949,0.016367,0.016367,0.016367,0.016367,0.016367,0.016367
2.293423,-1.161449,0.083333,9144.001702,90.166996,5.399362,1.464688,17.069639,160.266243,-196.489884,1.154908,-0.058272,0.158449,0.824603,,3.33929,-0.023309,-0.023309,0.461963,-0.461963,0.015845,0.015845,0.015845,0.015845,0.015845,0.015845
2.35,-1.16132,0.083333,9144.001686,90.175744,5.389903,1.527659,6.87608,159.299376,-198.18055,1.113011,-0.167188,0.154611,0.825332,,3.488112,-0.066875,-0.066875,0.445204,-0.445204,0.015461,0.015461,0.015461,0.015461,0.015461,0.015461
2.4,-1.161205,0.083333,9144.001669,90.183552,5.384463,1.581747,-1.735583,158.481461,-199.200545,1.081773,-0.108802,0.156166,0.825976,,3.551551,-0.043521,-0.043521,0.432709,-0.432709,0.015617,0.015617,0.015617,0.015617,0.015617,0.015617
2.493538,-1.160991,0.083333,9144.00163,90.198152,5.379629,1.679282,-17.080839,156.829166,-200.25662,1.04273,-0.051674,0.156088,0.827184,,3.534214,-0.020669,-0.020669,0.417092,-0.417092,0.015609,0.015609,0.015609,0.015609,0.015609,0.015609
2.55,-1.160861,0.083333,9144.001602,90.206694,5.370192,1.735732,-25.612931,153.88016,-201.914521,0.999778,-0.167149,0.151284,0.827914,,3.668243,-0.06686,-0.06686,0.399911,-0.399911,0.015128,0.015128,0.015128,0.015128,0.015128,0.015128
2.6,-1.160747,0.083332,9144.001574,90.214333,5.364806,1.784161,-32.827303,151.513173,-202.910243,0.968599,-0.107712,0.152785,0.828561,,3.72355,-0.043085,-0.043085,0.38744,-0.38744,0.015278,0.015278,0.015278,0.015278,0.015278,0.015278
2.693676,-1.160531,0.083332,9144.001512,90.228638,5.360016,1.871259,-45.661228,147.368686,-203.948935,0.929775,-0.051139,0.152699,0.829775,,3.701735,-0.020455,-0.020455,0.37191,-0.37191,0.01527,0.01527,0.01527,0.01527,0.01527,0.01527
2.75,-1.160402,0.083332,9144.00147,90.236934,5.350635,1.921249,-52.355044,143.225762,-205.568067,0.88755,-0.166545,0.147297,0.830506,,3.823786,-0.066618,-0.066618,0.35502,-0.35502,0.01473,0.01473,0.01473,0.01473,0.01473,0.01473
2.8,-1.160287,0.083332,9144.001428,90.244374,5.345308,1.964119,-58.069909,139.946273,-206.539026,0.85739,-0.106552,0.148803,0.831156,,3.872512,-0.042621,-0.042621,0.342956,-0.342956,0.01488,0.01488,0.01488,0.01488,0.01488,0.01488
2.895799,-1.160066,0.083332,9144.001337,90.258626,5.340563,2.04261,-68.520799,134.288645,-207.566358,0.819336,-0.049531,0.148774,0.832402,,3.844935,-0.019812,-0.019812,0.327734,-0.327734,0.014877,0.014877,0.014877,0.014877,0.014877,0.014877
2.95,-1.159941,0.083332,9144.001279,90.266353,5.331038,2.084818,-73.212752,129.660297,-209.170056,0.778719,-0.175722,0.142546,0.833108,,3.963627,-0.070289,-0.070289,0.311488,-0.311488,0.014255,0.014255,0.014255,0.014255,0.014255,0.014255
3,-1.159825,0.083331,9144.001222,90.273585,5.325982,2.12235,-77.531893,126.017841,-210.084681,0.750648,-0.101137,0.144657,0.83376,,4.003051,-0.040455,-0.040455,0.300259,-0.300259,0.014466,0.014466,0.014466,0.014466,0.014466,0.014466
3.05,-1.15971,0.083331,9144.00116,90.280777,5.321184,2.158621,-81.554649,122.379045,-210.957117,0.725422,-0.095948,0.143835,0.834413,,4.033232,-0.038379,-0.038379,0.290169,-0.290169,0.014383,0.014383,0.014383,0.014383,0.014383,0.014383
3.15,-1.159478,0.083331,9144.001024,90.295131,5.31648,2.227547,-89.322246,115.86568,-211.978014,0.68926,-0.047039,0.143542,0.835719,,3.998043,-0.018815,-0.018815,0.275704,-0.275704,0.014354,0.014354,0.014354,0.014354,0.014354,0.014354
3.2,-1.159362,0.083331,9144.000949,90.30193,5.306628,2.260124,-91.787759,111.365009,-213.576115,0.651533,-0.197039,0.135971,0.836374,,4.118626,-0.078816,-0.078816,0.260613,-0.260613,0.013597,0.013597,0.013597,0.013597,0.013597,0.013597
3.296014,-1.15914,0.08333,9144.000793,90.315355,5.300947,2.319336,-97.536236,105.004989,-214.715082,0.6167,-0.059175,0.139823,0.837632,,4.087627,-0.02367,-0.02367,0.24668,-0.24668,0.013982,0.013982,0.013982,0.013982,0.013982,0.013982
3.35,-1.159014,0.08333,9144.000698,90.32228,5.284899,2.35066,-98.424325,99.519782,-217.170428,0.580234,-0.297254,0.128271,0.838339,,4.190026,-0.118902,-0.118902,0.232094,-0.232094,0.012827,0.012827,0.012827,0.012827,0.012827,0.012827
3.4,-1.158898,0.08333,9144.000605,90.328915,5.276533,2.378456,-99.913555,95.561266,-218.504431,0.555913,-0.167331,0.13271,0.838994,,4.22171,-0.066933,-0.066933,0.222365,-0.222365,0.013271,0.013271,0.013271,0.013271,0.013271,0.013271
3.496168,-1.158674,0.083329,9144.000414,90.34182,5.2686,2.428858,-103.441508,89.403995,-219.923805,0.524101,-0.082483,0.134188,0.840253,,4.189672,-0.032993,-0.032993,0.20964,-0.20964,0.013419,0.013419,0.013419,0.013419,0.013419,0.013419
3.55,-1.158549,0.083329,9144.0003,90.348459,5.252821,2.455234,-103.152279,84.505739,-222.239961,0.48997,-0.293125,0.123324,0.840958,,4.285551,-0.11725,-0.11725,0.195988,-0.195988,0.012332,0.012332,0.012332,0.012332,0.012332,0.012332
3.6,-1.158432,0.083329,9144.00019,90.354852,5.244563,2.478603,-103.729421,81.002995,-223.507231,0.467381,-0.165151,0.12786,0.841612,,4.314098,-0.066061,-0.066061,0.186952,-0.186952,0.012786,0.012786,0.012786,0.012786,0.012786,0.012786
3.65,-1.158315,0.083329,9144.000076,90.3612,5.236638,2.500926,-104.169163,77.666573,-224.717708,0.446453,-0.158501,0.126969,0.842266,,4.335729,-0.0634,-0.0634,0.178581,-0.178581,0.012697,0.012697,0.012697,0.012697,0.012697,0.012697
3.743624,-1.158097,0.083328,9143.999849,90.373209,5.228789,2.540037,-105.822353,72.638939,-226.058837,0.417749,-0.083843,0.128265,0.84349,,4.306051,-0.033537,-0.033537,0.167099,-0.167099,0.012827,0.012827,0.012827,0.012827,0.012827,0.012827
3.8,-1.157965,0.083328,9143.999705,90.37987,5.213658,2.561829,-104.597663,68.493797,-228.174146,0.386546,-0.268388,0.11816,0.844227,,4.387562,-0.107355,-0.107355,0.154618,-0.154618,0.011816,0.011816,0.011816,0.011816,0.011816,0.011816
3.85,-1.157848,0.083328,9143.999573,90.385941,5.205067,2.5801,-104.249157,65.575917,-229.417167,0.365427,-0.17181,0.121421,0.84488,,4.417069,-0.068724,-0.068724,0.146171,-0.146171,0.012142,0.012142,0.012142,0.012142,0.012142,0.012142
3.944738,-1.157626,0.083327,9143.999311,90.397652,5.197326,2.612183,-104.916469,61.38913,-230.701078,0.338653,-0.081711,0.123608,0.846118,,4.385896,-0.032685,-0.032685,0.135461,-0.135461,0.012361,0.012361,0.012361,0.012361,0.012361,0.012361
4,-1.157496,0.083327,9143.999152,90.403894,5.18218,2.629303,-102.982073,57.913932,-232.713927,0.309784,-0.274074,0.112959,0.846839,,4.465391,-0.10963,-0.10963,0.123913,-0.123913,0.011296,0.011296,0.011296,0.011296,0.011296,0.011296
4.05,-1.157379,0.083326,9143.999003,90.409737,5.173871,2.643846,-102.189452,55.527768,-233.867702,0.290861,-0.166187,0.116869,0.847492,,4.491039,-0.066475,-0.066475,0.116344,-0.116344,0.011687,0.011687,0.011687,0.011687,0.011687,0.011687
4.144861,-1.157156,0.083326,9143.998711,90.42103,5.166196,2.669141,-102.108859,52.183195,-235.096183,0.266651,-0.080901,0.119042,0.84873,,4.459709,-0.032361,-0.032361,0.10666,-0.10666,0.011904,0.011904,0.011904,0.011904,0.011904,0.011904
4.2,-1.157026,0.083325,9143.998535,90.427004,5.151201,2.6824,-99.704554,49.298331,-236.98984,0.240467,-0.271959,0.108347,0.849449,,4.535056,-0.108783,-0.108783,0.096187,-0.096187,0.010835,0.010835,0.010835,0.010835,0.010835,0.010835
4.25,-1.156908,0.083325,9143.998372,90.432621,5.142998,2.693562,-98.568625,47.374929,-238.076808,0.223241,-0.164064,0.112345,0.8501,,4.558679,-0.065626,-0.065626,0.089296,-0.089296,0.011235,0.011235,0.011235,0.011235,0.011235,0.011235
4.344973,-1.156684,0.083324,9143.998052,90.443504,5.135394,2.712631,-97.947314,44.797659,-239.24931,0.200786,-0.080063,0.114583,0.851338,,4.527352,-0.032025,-0.032025,0.080314,-0.080314,0.011458,0.011458,0.011458,0.011458,0.011458,0.011458
4.4,-1.156554,0.083324,9143.997859,90.449217,5.120547,2.722347,-95.202593,42.428724,-241.023844,0.176574,-0.269805,0.103839,0.852052,,4.598982,-0.107922,-0.107922,0.07063,-0.07063,0.010384,0.010384,0.010384,0.010384,0.010384,0.010384
4.45,-1.156436,0.083323,9143.997676,90.454692,5.114129,2.730396,-94.191661,41.072679,-241.869337,0.16098,-0.128371,0.109501,0.852692,,4.62058,-0.051348,-0.051348,0.064392,-0.064392,0.01095,0.01095,0.01095,0.01095,0.01095,0.01095
4.5,-1.156318,0.083323,9143.997489,90.460228,5.110117,2.737717,-93.665832,40.029895,-242.458172,0.146413,-0.080231,0.110711,0.85332,,4.634381,-0.032092,-0.032092,0.058565,-0.058565,0.011071,0.011071,0.011071,0.011071,0.011071,0.011071
4.6,-1.156081,0.083322,9143.997093,90.471306,5.105782,2.750256,-93.322859,38.506722,-243.249229,0.12539,-0.04335,0.110782,0.854556,,4.596463,-0.01734,-0.01734,0.050156,-0.050156,0.011078,0.011078,0.011078,0.011078,0.011078,0.011078
4.65,-1.155963,0.083321,9143.996895,90.4763,5.094005,2.755438,-90.924882,36.967054,-244.593605,0.10364,-0.235548,0.099874,0.855158,,4.669732,-0.094219,-0.094219,0.041456,-0.041456,0.009987,0.009987,0.009987,0.009987,0.009987,0.009987
4.7,-1.155844,0.083321,9143.996694,90.481773,5.093196,2.759981,-90.97058,36.504952,-244.840901,0.090855,-0.016182,0.10945,0.855745,,4.679545,-0.006473,-0.006473,0.036342,-0.036342,0.010945,0.010945,0.010945,0.010945,0.010945,0.010945
4.793003,-1.155624,0.08332,9143.99631,90.491678,5.089,2.766694,-90.369997,35.561497,-245.557704,0.072179,-0.045117,0.106503,0.856819,,4.645905,-0.018047,-0.018047,0.028872,-0.028872,0.01065,0.01065,0.01065,0.01065,0.01065,0.01065
4.85,-1.155488,0.083319,9143.996072,90.497299,5.079048,2.769689,-88.261125,34.426682,-246.69672,0.052553,-0.1746,0.098621,0.857461,,4.695034,-0.06984,-0.06984,0.021021,-0.021021,0.009862,0.009862,0.009862,0.009862,0.009862,0.009862
5,-1.155131,0.083318,9143.995376,90.512944,5.076903,2.774001,-88.083452,33.920508,-247.373657,0.028747,-0.014304,0.104301,0.859108,,4.614699,-0.005722,-0.005722,0.011499,-0.011499,0.01043,0.01043,0.01043,0.01043,0.01043,0.01043
5.25,-1.154535,0.083315,9143.993991,90.537453,5.060341,2.770598,-84.396963,32.831111,-249.670521,-0.013613,-0.066246,0.098038,0.861757,,4.543709,-0.026498,-0.026498,-0.005445,0.005445,0.009804,0.009804,0.009804,0.009804,0.009804,0.009804
5.7,-1.153458,0.083309,9143.989958,90.579422,5.03738,2.737489,-78.373863,33.51572,-252.982601,-0.073575,-0.051024,0.093264,0.866204,,4.407474,-0.02041,-0.02041,-0.02943,0.02943,0.009326,0.009326,0.009326,0.009326,0.009326,0.009326
6,-1.152736,0.083304,9143.987123,90.604549,4.998356,2.699156,-68.258603,32.33823,-256.887239,-0.127776,-0.130082,0.083757,0.868814,,4.548444,-0.052033,-0.052033,-0.05111,0.05111,0.008376,0.008376,0.008376,0.008376,0.008376,0.008376
6.15,-1.152375,0.083302,9143.98609,90.617006,4.989604,2.675739,-65.55651,32.959251,-257.872945,-0.156116,-0.058345,0.083047,0.869943,,4.65158,-0.023338,-0.023338,-0.062446,0.062446,0.008305,0.008305,0.008305,0.008305,0.008305,0.008305
6.666607,-1.151127,0.083293,9143.981651,90.658744,4.988274,2.57411,-61.837559,39.416681,-259.027354,-0.196724,-0.002574,0.080792,0.873507,,4.380169,-0.00103,-0.00103,-0.07869,0.07869,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079
6.75,-1.150925,0.083292,9143.981218,90.663468,4.952592,2.555115,-53.373491,35.464906,-261.631277,-0.227778,-0.427877,0.056648,0.874017,,4.61203,-0.171151,-0.171151,-0.091111,0.091111,0.005665,0.005665,0.005665,0.005665,0.005665,0.005665
7,-1.150319,0.083287,9143.979606,90.682036,4.963227,2.495358,-53.461614,40.325053,-261.340953,-0.239028,0.042538,0.074271,0.875377,,4.488459,0.017015,0.017015,-0.095611,0.095611,0.007427,0.007427,0.007427,0.007427,0.007427,0.007427
7.25,-1.149712,0.083282,9143.978356,90.698837,4.949524,2.43176,-48.140174,41.363823,-262.618001,-0.254389,-0.054813,0.067203,0.876659,,4.444244,-0.021925,-0.021925,-0.101756,0.101756,0.00672,0.00672,0.00672,0.00672,0.00672,0.00672
7.7,-1.148617,0.083272,9143.975459,90.728535,4.941175,2.314861,-41.600564,45.189964,-263.771839,-0.259776,-0.018553,0.065998,0.878768,,4.285058,-0.007421,-0.007421,-0.103911,0.103911,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066
8,-1.147886,0.083265,9143.973727,90.746867,4.923162,2.237248,-35.077636,44.599964,-265.208019,-0.25871,-0.060041,0.061106,0.880005,,4.289694,-0.024017,-0.024017,-0.103484,0.103484,0.006111,0.006111,0.006111,0.006111,0.006111,0.006111
8.2,-1.147398,0.08326,9143.97277,90.758659,4.918632,2.185428,-32.053236,45.41175,-265.677374,-0.259099,-0.02265,0.05896,0.880717,,4.285162,-0.00906,-0.00906,-0.10364,0.10364,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896
8.75,-1.146054,0.083246,9143.969856,90.789076,4.915725,2.030575,-24.372011,49.219217,-266.375588,-0.281552,-0.005285,0.055304,0.882499,,4.073736,-0.002114,-0.002114,-0.112621,0.112621,0.00553,0.00553,0.00553,0.00553,0.00553,0.00553
9,-1.145442,0.08324,9143.968841,90.801588,4.899088,1.962056,-19.267494,46.705934,-267.466231,-0.274076,-0.06655,0.050047,0.883205,,4.108423,-0.02662,-0.02662,-0.10963,0.10963,0.005005,0.005005,0.005005,0.005005,0.005005,0.005005
9.25,-1.14483,0.083233,9143.96789,90.813974,4.898872,1.897316,-16.198053,47.832473,-267.659524,-0.258957,-0.000864,0.049543,0.883807,,4.058741,-0.000345,-0.000345,-0.103583,0.103583,0.004954,0.004954,0.004954,0.004954,0.004954,0.004954
9.7,-1.143727,0.08322,9143.966358,90.834658,4.894915,1.776088,-10.089971,48.45701,-268.156068,-0.269396,-0.008793,0.045964,0.884793,,3.925103,-0.003517,-0.003517,-0.107759,0.107759,0.004596,0.004596,0.004596,0.004596,0.004596,0.004596
10,-1.142992,0.083211,9143.965483,90.847656,4.88661,1.69978,-6.083851,46.905586,-268.733288,-0.254359,-0.027684,0.043325,0.885371,,3.899308,-0.011073,-0.011073,-0.101744,0.101744,0.004333,0.004333,0.004333,0.004333,0.004333,0.004333
10.2,-1.142501,0.083205,9143.965009,90.855955,4.884369,1.651807,-3.780148,46.560418,-268.939777,-0.239869,-0.011207,0.041497,0.885704,,3.880166,-0.004483,-0.004483,-0.095948,0.095948,0.00415,0.00415,0.00415,0.00415,0.00415,0.00415
10.734007,-1.141189,0.083188,9143.963687,90.876583,4.882894,1.518262,2.434342,46.295386,-269.253878,-0.250081,-0.002761,0.038628,0.886512,,3.721694,-0.001104,-0.001104,-0.100032,0.100032,0.003863,0.003863,0.003863,0.003863,0.003863,0.003863
11,-1.140536,0.08318,9143.963193,90.886221,4.875474,1.456484,5.061863,44.088117,-269.697524,-0.232252,-0.027897,0.036234,0.886864,,3.719144,-0.011159,-0.011159,-0.092901,0.092901,0.003623,0.003623,0.003623,0.003623,0.003623,0.003623
11.25,-1.139921,0.083171,9143.962778,90.895014,4.874888,1.40368,7.357828,43.6176,-269.809403,-0.211217,-0.002343,0.035173,0.887147,,3.677477,-0.000937,-0.000937,-0.084487,0.084487,0.003517,0.003517,0.003517,0.003517,0.003517,0.003517
11.666607,-1.138897,0.083157,9143.962191,90.908646,4.873075,1.313999,11.11575,42.330452,-270.018994,-0.215265,-0.004352,0.032722,0.887574,,3.581808,-0.001741,-0.001741,-0.086106,0.086106,0.003272,0.003272,0.003272,0.003272,0.003272,0.003272
11.75,-1.138691,0.083155,9143.962119,90.911127,4.869636,1.296458,11.605889,41.238403,-270.190902,-0.210342,-0.041236,0.029751,0.887649,,3.614049,-0.016495,-0.016495,-0.084137,0.084137,0.002975,0.002975,0.002975,0.002975,0.002975,0.002975
12,-1.138076,0.083146,9143.961893,90.918374,4.87041,1.244327,13.809184,40.785059,-270.220255,-0.208524,0.003095,0.028986,0.887855,,3.549763,0.001238,0.001238,-0.08341,0.08341,0.002899,0.002899,0.002899,0.002899,0.002899,0.002899
12.2,-1.137584,0.083139,9143.961762,90.923952,4.868429,1.20364,15.267211,39.696801,-270.352254,-0.203437,-0.009905,0.027889,0.88801,,3.523414,-0.003962,-0.003962,-0.081375,0.081375,0.002789,0.002789,0.002789,0.002789,0.002789,0.002789
12.734007,-1.13627,0.08312,9143.961328,90.938781,4.867479,1.103593,19.048302,37.760348,-270.508866,-0.187351,-0.001779,0.027769,0.888392,,3.399804,-0.000712,-0.000712,-0.07494,0.07494,0.002777,0.002777,0.002777,0.002777,0.002777,0.002777
13,-1.135615,0.08311,9143.961175,90.946009,4.863967,1.060458,20.198478,36.081362,-270.706456,-0.162168,-0.013204,0.027176,0.888559,,3.392515,-0.005281,-0.005281,-0.064867,0.064867,0.002718,0.002718,0.002718,0.002718,0.002718,0.002718
13.25,-1.134999,0.083101,9143.961057,90.952495,4.863601,1.023184,21.480762,35.224474,-270.762256,-0.149094,-0.001461,0.025944,0.888692,,3.358297,-0.000584,-0.000584,-0.059638,0.059638,0.002594,0.002594,0.002594,0.002594,0.002594,0.002594
13.7,-1.133891,0.083084,9143.960891,90.963403,4.862703,0.954728,23.705165,33.482343,-270.865638,-0.152124,-0.001996,0.02424,0.88891,,3.274469,-0.000798,-0.000798,-0.06085,0.06085,0.002424,0.002424,0.002424,0.002424,0.002424,0.002424
14,-1.133152,0.083072,9143.960824,90.970427,4.860841,0.913087,24.773658,32.071894,-270.9805,-0.138804,-0.006207,0.023413,0.889038,,3.250379,-0.002483,-0.002483,-0.055522,0.055522,0.002341,0.002341,0.002341,0.002341,0.002341,0.002341
14.2,-1.132659,0.083065,9143.960806,90.974931,4.860251,0.887728,25.480077,31.311983,-271.026818,-0.126793,-0.002951,0.022519,0.889112,,3.234442,-0.00118,-0.00118,-0.050717,0.050717,0.002252,0.002252,0.002252,0.002252,0.002252,0.002252
14.734005,-1.131343,0.083044,9143.96075,90.986221,4.859853,0.818674,27.51175,29.40647,-271.09733,-0.129313,-0.000745,0.021143,0.88929,,3.13611,-0.000298,-0.000298,-0.051725,0.051725,0.002114,0.002114,0.002114,0.002114,0.002114,0.002114
15,-1.130687,0.083033,9143.96076,90.991656,4.858195,0.787572,28.098153,28.220595,-271.187464,-0.116927,-0.006234,0.020431,0.889368,,3.129626,-0.002494,-0.002494,-0.046771,0.046771,0.002043,0.002043,0.002043,0.002043,0.002043,0.002043
15.25,-1.130071,0.083023,9143.960782,90.996609,4.857954,0.761575,28.776931,27.437475,-271.216105,-0.103989,-0.000964,0.019813,0.889431,,3.102129,-0.000386,-0.000386,-0.041596,0.041596,0.001981,0.001981,0.001981,0.001981,0.001981,0.001981
15.7,-1.128962,0.083005,9143.960844,91.005045,4.857499,0.714527,29.945634,25.975767,-271.265259,-0.104551,-0.001012,0.018746,0.889533,,3.034706,-0.000405,-0.000405,-0.041821,0.041821,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875
16,-1.128222,0.082993,9143.960905,91.010515,4.856599,0.686052,30.48621,24.959666,-271.319038,-0.094917,-0.003,0.018235,0.889592,,3.015537,-0.0012,-0.0012,-0.037967,0.037967,0.001823,0.001823,0.001823,0.001823,0.001823,0.001823
